id,instance,notes,type,status,inputs (#post),outputs (#pre),bL(L) #post,bL(L) #pre,#voxels
1451816265,,,,Traced,4,2,4,2,824575
1452122737,,,,Traced,74,43,74,43,22302410
1452127127,,,,Traced,121,51,121,51,26874106
1452131315,,,,Traced,107,48,107,48,22100516
1452131337,,,,Traced,82,36,82,36,20564695
1452131360,,,,Traced,123,44,123,44,28408663
1452135521,,,,Traced,109,56,109,56,30136398
1452135586,,,,Traced,75,27,75,27,17965048
1452135608,,,,Traced,116,44,116,44,24646848
1452135899,,,,Traced,64,35,64,35,16441416
1452139847,,,,Traced,119,51,119,51,24388187
1452139998,,,,Traced,120,3,120,3,7650111
1452140168,,,,Traced,90,35,90,35,19830889
1452140280,,,,Traced,115,57,115,57,29744229
1452144301,,,,Traced,152,8,152,8,8897368
1452148579,,,,Traced,269,30,263,30,30591258
1452153006,,,,Traced,132,58,129,58,29414249
1452157249,,,,Traced,47,11,47,11,3363905
1452481251,,,,Traced,117,46,117,46,25550399
1452834817,,,,Traced,13,4,13,4,2616483
1452839119,,,,Traced,16,4,16,4,2374859
1452839192,,,,Traced,9,5,9,5,1591607
1453119928,,,,Orphan,24,19,1,2,8866820
1453171592,,,,Traced,20,5,20,5,2259303
1453176009,,,,Traced,2400,56,1,1,1032341298
1453180208,,,,Traced,5,3,5,3,1419977
1480394980,,,,Traced,61,35,61,35,18544926
1480399184,,,,Traced,91,35,91,35,22257620
1480399193,,,,Traced,85,32,85,32,20455929
1480399296,,,,Traced,78,32,78,32,20134284
1480403485,,,,Traced,116,58,116,58,30959982
1480407677,,,,Traced,155,70,155,70,31935735
1480407775,,,,Traced,115,49,115,49,25636468
1480420549,,,,Traced,145,65,145,65,32675594
1480425035,,,,Traced,148,67,148,66,43004095
1480731171,,,,Traced,95,37,95,37,18070593
1480731210,,,,Traced,86,36,86,36,21691228
1480731235,,,,Traced,97,33,97,33,20686519
1480731397,,,,Traced,78,32,78,32,20575628
1480731431,,,,Traced,81,38,81,38,23434584
1480731503,,,,Traced,77,34,77,34,20362705
1480731516,,,,Traced,76,31,76,31,18636548
1480731560,,,,Traced,80,37,80,37,23246708
1480735409,,,,Traced,108,44,108,44,23514261
1480735475,,,,Traced,88,31,88,31,17970458
1480735531,,,,Traced,80,34,80,34,20081281
1480735545,,,,Traced,74,29,74,29,17263111
1480735609,,,,Traced,101,47,101,47,20420888
1480735737,,,,Traced,92,33,92,33,21155745
1480735742,,,,Traced,92,30,92,30,21320054
1480735753,,,,Traced,85,26,84,25,20417995
1480735799,,,,Traced,98,34,98,34,21689887
1480735822,,,,Assign,9,2,9,2,2916146
1480735848,,,,Traced,75,31,75,31,19369056
1480735855,,,,Traced,83,35,83,35,19290009
1480739756,,,,Traced,87,35,87,35,21429072
1480739986,,,,Traced,92,38,92,38,19794898
1480740025,,,,Traced,125,60,125,60,31506404
1480740105,,,,Traced,106,37,106,37,24256188
1480744111,,,,Traced,128,65,126,64,29394987
1480744193,,,,Traced,122,60,122,59,29196370
1480744388,,,,Traced,103,41,103,41,23550863
1480744438,,,,Traced,119,54,119,54,24646857
1480744442,,,,Traced,91,34,91,34,21371599
1480748547,,,,Traced,120,41,120,41,25717558
1480748627,,,,Traced,134,51,133,51,28787907
1480748699,,,,Orphan,21,6,21,6,3811500
1480757291,,,,Assign,1,2,1,2,557775
1480761627,,,,Traced,151,63,150,63,32976141
1480761704,,,,Assign,2,2,2,2,110540
1480765987,,,,Traced,118,58,117,57,27529084
1481072208,,,,Traced,116,37,116,37,23100536
1481072221,,,,Traced,67,35,67,35,21463493
1481076595,,,,Traced,106,48,106,48,26946727
1481076658,,,,Traced,132,55,132,55,31110150
1481076803,,,,Traced,77,20,77,20,17023961
1481076895,,,,Traced,90,35,90,35,20714779
1481076904,,,,Traced,92,32,91,32,19909010
1481080934,,,,Traced,119,50,119,50,27309880
1481085255,,,,Traced,118,56,118,56,27985983
1481085313,,,,Traced,83,37,83,37,24650705
1481085418,,,,Traced,125,55,125,55,25756435
1481089560,,,,Traced,127,57,127,56,30396564
1481089634,,,,Traced,143,68,143,68,29131890
1481089656,,,,Orphan,17,8,17,8,3319343
1481089659,,,,Traced,107,58,107,58,27661200
1481089661,,,,Traced,104,39,104,39,23091399
1481089672,,,,Traced,125,56,125,55,26324357
1481089693,,,,Traced,124,56,124,56,31657302
1481089707,,,,Traced,143,46,143,46,25004940
1481089713,,,,Traced,100,45,100,45,22455509
1481089757,,,,Traced,92,31,92,31,21875785
1481089771,,,,Traced,70,29,68,28,21141262
1481089778,,,,Traced,121,57,121,57,25397192
1481093884,,,,Traced,91,42,91,42,22196807
1481093889,,,,Traced,63,33,63,33,14797374
1481093948,,,,Traced,142,60,142,60,37951336
1481093977,,,,Traced,74,37,74,37,19550173
1481094021,,,,Traced,59,26,59,26,15410417
1481094027,,,,Traced,87,36,87,36,18752276
1481094071,,,,Traced,75,41,75,41,22904548
1481094080,,,,Traced,93,38,93,38,22700152
1481094103,,,,Traced,107,24,107,24,19909716
1481094105,,,,Traced,102,30,102,30,24446845
1481094133,,,,Traced,78,34,78,34,21537748
1481094139,,,,Traced,90,35,90,35,21659307
1481094147,,,,Traced,100,43,100,43,23962198
1481094161,,,,Traced,74,31,74,31,20025554
1481098078,,,,Traced,84,35,84,35,20207694
1481098345,,,,Traced,104,41,104,41,22726501
1481098379,,,,Traced,105,47,105,47,24892913
1481098427,,,,Traced,85,26,85,26,17735286
1481098449,,,,Traced,92,32,91,32,17920371
1481102805,,,,Traced,161,64,161,64,33251331
1481417726,,,,Assign,5,2,5,2,906457
1481426541,,,,Traced,115,43,115,43,23737771
1481430824,,,,Traced,79,40,79,40,20047507
1481430845,,,,Traced,89,34,89,34,21294472
1481430849,,,,Traced,91,37,91,36,26313536
1481434957,,,,Traced,77,30,77,30,19611242
1481434962,,,,Traced,111,41,111,41,22548587
1481434989,,,,Traced,66,25,66,25,19027495
1481435069,,,,Traced,87,39,87,39,20059109
1481435083,,,,Traced,107,52,107,52,27405998
1481435102,,,,Traced,90,36,90,36,18909883
1481435113,,,,Traced,74,30,74,30,20718403
1481435115,,,,Traced,74,36,74,36,19811964
1481435127,,,,Traced,83,29,82,29,16778703
1481435142,,,,Traced,93,37,92,37,23255944
1481435143,,,,Traced,78,31,78,31,20297629
1481435147,,,,Traced,113,39,113,39,21380517
1481435148,,,,Traced,73,42,73,42,22451386
1481439126,,,,Traced,107,49,107,49,27792191
1481439232,,,,Traced,87,33,87,33,20514126
1481439304,,,,Traced,101,35,101,35,19779124
1481439308,,,,Traced,93,34,93,34,22609250
1481439315,,,,Traced,77,34,77,34,18070678
1481439405,,,,Traced,94,38,94,38,21682711
1481439494,,,,Traced,112,37,111,37,22354817
1481439527,,,,Traced,85,36,85,36,24756902
1481443586,,,,Traced,58,18,58,18,15100432
1481443777,,,,Traced,80,43,80,43,22627050
1481443863,,,,Traced,110,34,110,34,20287950
1481443969,,,,Traced,97,44,97,44,22722793
1481448088,,,,Traced,95,40,95,40,21566707
1481448097,,,,Traced,110,46,110,46,24181023
1481456654,,,,Traced,171,72,171,72,37598342
1481758988,,,,Traced,114,60,114,60,26795004
1481771815,,,,Traced,112,41,112,41,23101919
1481775869,,,,Traced,102,34,102,34,18859755
1481775911,,,,Traced,130,46,130,46,26494192
1481775935,,,,Traced,72,43,72,43,19100227
