id,instance,notes,type,status,inputs (#post),outputs (#pre),bL(R) #post,bL(R) #pre,#voxels
268725517,PAM09(B1ped)_L,,PAM09,Traced,808,241,116,52,323658271
298595394,PAM10(B1)_R,,PAM10,Traced,2304,411,1075,268,684295892
299613480,PAM09(B1ped)_R,,PAM09,Traced,1853,338,420,110,549779297
300968622,KCab-m_R,,KCab-m,Traced,511,193,151,68,279723087
301309622,KCab-c_R,,KCab-c,Traced,358,142,108,48,133670973
301314150,KCab-c_R,,KCab-c,Traced,528,179,124,52,271031858
301314154,KCab-c_R,,KCab-c,Traced,415,156,142,53,139037136
301314208,KCab-c_R,,KCab-c,Traced,411,148,126,35,242376591
301318641,KCab-c_R,,KCab-c,Traced,437,177,98,58,237234042
328253133,PAM10(B1)_R,,PAM10,Traced,2251,433,1076,264,610336226
328546871,PAM10(B1)_R,,PAM10,Traced,2576,500,1155,333,766273281
329435390,PAM10(B1)_L,,PAM10,Traced,1374,379,776,236,475403925
329566174,OA-VPM3(NO2/NO3)_R,,OA-VPM3,Traced,10075,8632,6,8,6917059458
331662668,KCab-m_R,,KCab-m,Traced,530,216,129,60,283368182
331662717,KCab-s_R,,KCab-s,Traced,630,224,186,80,287565290
331999156,KCab-c_R,,KCab-c,Traced,568,159,139,50,241428851
331999213,KCab-s_R,,KCab-s,Traced,614,220,169,77,291645899
332003372,KCab-c_R,,KCab-c,Traced,395,161,111,47,122162962
332003629,KCab-m_R,,KCab-m,Traced,514,192,122,57,253736233
332003730,KCab-c_R,,KCab-c,Traced,353,139,112,44,103432112
332003895,KCab-m_R,,KCab-m,Traced,410,195,131,62,127517438
332003899,KCab-c_R,,KCab-c,Traced,324,128,98,43,105484035
332007728,KCab-m_R,,KCab-m,Traced,506,195,139,66,277872366
332008063,KCab-m_R,,KCab-m,Traced,560,194,121,57,294635155
332008082,KCab-m_R,,KCab-m,Traced,531,195,116,54,177708912
332340127,KCab-s_R,,KCab-s,Traced,549,226,130,68,313331158
332340236,KCab-m_R,,KCab-m,Traced,521,208,113,57,266377828
332344539,KCab-c_R,,KCab-c,Traced,320,128,94,43,234057501
332344592,KCab-c_R,,KCab-c,Traced,398,149,150,57,240960634
332344670,KCab-c_R,,KCab-c,Traced,486,169,111,44,234167577
332344760,KCab-c_R,,KCab-c,Traced,395,134,122,42,246819285
332344908,KCab-m_R,,KCab-m,Traced,487,189,118,55,268817182
332349228,KCab-c_R,,KCab-c,Traced,456,166,127,59,214914746
332349327,KCab-c_R,,KCab-c,Traced,447,169,107,45,256659037
332353106,KCab-m_R,,KCab-m,Traced,571,211,157,61,321812342
332353336,KCab-m_R,,KCab-m,Traced,564,205,153,62,225763648
332353438,KCab-s_R,,KCab-s,Traced,622,227,169,73,282464071
332353566,KCab-m_R,,KCab-m,Traced,543,212,126,59,269502245
332685594,KCab-c_R,,KCab-c,Traced,511,166,108,45,237332908
332685751,KCab-c_R,,KCab-c,Traced,494,160,153,53,273649025
332685755,KCab-c_R,,KCab-c,Traced,505,156,118,43,242692260
332689776,KCab-m_R,,KCab-m,Traced,512,199,113,48,264328558
332690153,KCab-c_R,,KCab-c,Traced,512,179,100,49,245024062
333030976,KCab-m_R,,KCab-m,Traced,584,202,124,58,283536655
333031114,KCab-m_R,,KCab-m,Traced,551,231,175,77,276663020
333035349,KCab-s_R,,KCab-s,Traced,526,212,162,69,254599892
333039671,KCab-m_R,,KCab-m,Traced,509,199,127,63,286421642
359586213,PAM09(B1ped)_R,,PAM09,Traced,920,206,315,111,434301483
359598627,PAM10(B1)_R,,PAM10,Traced,2328,465,1088,309,746539922
360941147,PAM09(B1ped)_R,,PAM09,Traced,806,187,197,75,377339671
362689128,KCab-s_R,,KCab-s,Traced,617,227,164,74,273811187
362693077,KCab-m_R,,KCab-m,Traced,532,184,128,58,263906669
362693473,KCab-m_R,,KCab-m,Traced,520,209,123,64,239370489
362697657,KCab-s_R,,KCab-s,Traced,601,210,178,72,313058417
362701764,KCab-s_R,,KCab-s,Traced,600,249,151,74,318733719
362701875,KCab-s_R,,KCab-s,Traced,552,218,153,83,334397254
362701895,KCab-m_R,,KCab-m,Traced,550,187,154,64,175991386
362701969,KCab-s_R,,KCab-s,Traced,622,232,197,83,333622355
363029976,KCab-m_R,,KCab-m,Traced,581,226,165,75,274155899
363030024,KCab-m_R,,KCab-m,Traced,548,198,146,65,261572170
363030040,KCab-s_R,,KCab-s,Traced,641,229,150,59,313793782
363034174,KCab-m_R,,KCab-m,Traced,490,164,100,50,150639369
363034211,KCab-m_R,,KCab-m,Traced,575,213,145,64,343804358
363034407,KCab-m_R,,KCab-m,Traced,544,201,148,65,246732527
363034501,KCab-c_R,,KCab-c,Traced,399,152,115,55,239962436
363038752,KCab-c_R,,KCab-c,Traced,395,156,94,38,243386403
363038831,KCab-m_R,,KCab-m,Traced,557,199,119,59,241736639
363042781,KCab-m_R,,KCab-m,Traced,571,216,121,57,244505233
363047222,KCab-s_R,,KCab-s,Traced,631,266,204,87,336290357
363370708,KCab-c_R,,KCab-c,Traced,402,144,84,34,139563321
363370913,KCab-m_R,,KCab-m,Traced,472,176,151,65,260466830
363371001,KCab-m_R,,KCab-m,Traced,363,165,113,56,127757067
363375247,KCab-c_R,,KCab-c,Traced,419,158,126,48,231111926
363375408,KCab-c_R,,KCab-c,Traced,502,166,102,41,248017087
363375475,KCab-c_R,,KCab-c,Traced,320,150,90,51,224297658
363379387,KCab-c_R,,KCab-c,Traced,319,130,120,44,104359005
363384083,KCab-m_R,,KCab-m,Traced,570,197,142,60,258668704
363384090,KCab-m_R,,KCab-m,Traced,489,201,136,63,162576162
363384138,KCab-m_R,,KCab-m,Traced,587,202,146,48,291396902
363387921,KCab-m_R,,KCab-m,Traced,503,191,112,54,250900782
363716151,KCab-c_R,,KCab-c,Traced,484,168,110,46,255962951
363716303,KCab-m_R,,KCab-m,Traced,512,181,125,53,244395911
363716362,KCab-m_R,,KCab-m,Traced,581,200,143,67,253471360
363724985,KCab-c_R,,KCab-c,Traced,449,161,118,54,242231993
363724996,KCab-c_R,,KCab-c,Traced,470,169,134,47,161446100
363725096,KCab-c_R,,KCab-c,Traced,304,135,110,40,99242143
363725201,KCab-m_R,,KCab-m,Traced,572,173,166,60,328272561
363725228,KCab-m_R,,KCab-m,Traced,513,161,130,40,243989006
363729312,KCab-m_R,,KCab-m,Traced,601,228,197,82,278707181
363729314,KCab-m_R,,KCab-m,Traced,515,198,111,50,238766624
363733406,KCab-s_R,,KCab-s,Traced,539,225,184,94,197608415
364061776,KCab-m_R,,KCab-m,Traced,507,199,117,59,175728870
364066029,KCab-c_R,,KCab-c,Traced,262,115,94,36,95599995
364070309,KCab-c_R,,KCab-c,Traced,382,138,125,44,213780409
364070517,KCab-m_R,,KCab-m,Traced,551,214,155,67,269037202
364407023,KCab-m_R,,KCab-m,Traced,568,207,151,72,290733120
364411143,KCab-s_R,,KCab-s,Traced,547,232,164,75,275488255
393383025,KCab-s_R,,KCab-s,Traced,542,235,131,62,341937695
393387426,KCab-s_R,,KCab-s,Traced,697,264,206,93,350848802
393404592,SMP127_R,,SMP127,Traced,2570,648,3,9,1245001681
393736822,KCab-m_R,,KCab-m,Traced,610,210,201,90,243629778
394060556,KCab-s_R,,KCab-s,Traced,595,223,168,84,314965330
394060620,KCab-s_R,,KCab-s,Traced,606,214,212,85,307349594
394064790,KCab-m_R,,KCab-m,Traced,607,220,174,69,276687869
394069210,KCab-m_R,,KCab-m,Traced,614,214,129,57,310063367
394073547,KCab-m_R,,KCab-m,Traced,561,203,124,60,268939303
394077610,KCab-m_R,,KCab-m,Traced,451,173,114,42,126880852
394081878,KCab-s_R,,KCab-s,Traced,605,228,163,68,354685350
394397189,KCab-s_R,,KCab-s,Traced,640,246,211,83,304912513
394401778,KCab-m_R,,KCab-m,Traced,515,214,120,65,294077658
394414724,KCab-m_R,,KCab-m,Traced,552,201,165,69,262376601
394414783,KCab-m_R,,KCab-m,Traced,475,200,143,69,143122193
394418743,KCab-m_R,,KCab-m,Traced,602,200,144,51,259049100
394427392,KCab-s_R,,KCab-s,Traced,650,247,165,85,248847423
394755376,KCab-m_R,,KCab-m,Traced,536,192,133,52,166871205
394755632,KCab-c_R,,KCab-c,Traced,376,132,91,38,96103161
394755645,KCab-c_R,,KCab-c,Traced,398,138,108,39,120273170
394755742,KCab-c_R,,KCab-c,Traced,369,146,106,44,125954986
394755782,KCab-c_R,,KCab-c,Traced,387,156,136,54,177047918
394759626,KCab-c_R,,KCab-c,Traced,482,167,117,53,153076898
394759837,KCab-m_R,,KCab-m,Traced,525,179,128,48,268892626
394764082,KCab-m_R,,KCab-m,Traced,541,212,174,82,308206119
394768379,KCab-s_R,,KCab-s,Traced,700,241,211,78,392955797
395105113,KCab-m_R,,KCab-m,Traced,534,202,122,59,259213714
422682603,PAM04_a(B2)_R,,PAM04_a,Traced,747,134,310,72,250175925
422725634,MBON06(B1>a)(AVM07)_L,,MBON06,Traced,21000,1356,17924,199,3157840413
424754530,KCab-s_R,,KCab-s,Traced,612,241,157,77,333968154
424767514,MBON11(y1pedc>a/B)_R,,MBON11,Traced,27642,1646,320,65,5265462913
424789697,MBON02(B2B'2a)_R,,MBON02,Traced,19554,1155,10037,18,4356555624
425086839,KCab-p_R,,KCab-p,Traced,623,278,192,82,248480964
425086851,KCab-p_R,,KCab-p,Traced,737,269,250,88,382647663
425104113,KCab-m_R,,KCab-m,Traced,545,229,154,70,210871137
425104216,KCab-m_R,,KCab-m,Traced,579,208,164,65,185589062
425112506,KCab-s_R,,KCab-s,Traced,628,266,191,95,308889289
425431837,KCab-s_R,,KCab-s,Traced,606,235,163,77,248439472
425436170,KCab-m_R,,KCab-m,Traced,566,202,154,67,263682119
425445301,KCab-c_R,,KCab-c,Traced,545,196,144,60,251281217
425768768,KCab-s_R,,KCab-s,Traced,609,237,160,84,355693478
425768822,KCab-s_R,,KCab-s,Traced,719,254,248,89,350843815
425790257,APL_R,,APL,Traced,127151,16190,14938,1215,23360457066
426139965,KCab-s_R,,KCab-s,Traced,643,242,162,74,331273116
426464004,KCab-s_R,,KCab-s,Traced,567,218,187,85,314329970
426477089,KCab-s_R,,KCab-s,Traced,577,232,203,87,316376045
426818061,KCab-p_R,,KCab-p,Traced,642,263,196,85,271653563
453380528,PAM04_b(B2)_R,,PAM04_b,Traced,593,118,172,40,226850098
454252960,PAM10(B1)_L,,PAM10,Traced,1042,269,662,182,348888419
455431209,PAM10(B1)_R,,PAM10,Traced,2567,522,1134,335,846161332
455793621,KCab-s_R,,KCab-s,Traced,617,233,161,75,311395618
455793743,KCab-s_R,,KCab-s,Traced,634,244,176,76,300619269
455793827,KCab-s_R,,KCab-s,Traced,575,252,156,81,322219018
456121649,KCab-s_R,,KCab-s,Traced,555,221,163,68,309280336
456134692,KCab-s_R,,KCab-s,Traced,644,234,181,72,298223764
456458549,KCab-s_R,,KCab-s,Traced,580,235,164,84,347471525
456462835,KCab-p_R,,KCab-p,Traced,646,277,212,100,383994746
456462919,KCab-p_R,,KCab-p,Traced,633,245,192,82,354321563
456467162,KCab-p_R,,KCab-p,Traced,574,248,172,76,332313427
456808311,KCab-s_R,,KCab-s,Traced,513,211,160,71,286533135
456820863,KCab-m_R,,KCab-m,Traced,525,175,136,48,277933606
457507485,KCab-s_R,,KCab-s,Traced,582,229,145,61,293388420
476545134,KCab-m_R,,KCab-m,Traced,564,185,135,58,295647038
477262101,KCab-c_R,,KCab-c,Traced,405,148,107,32,235537019
477572961,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,624,239,5,2,389441845
477861840,KCab-p_R,,KCab-p,Traced,723,243,289,91,422024205
482762280,PAM11(a1)_R,,PAM11,Traced,1199,235,2,2,555872978
484735678,PAM04_a(B2)_R,,PAM04_a,Traced,867,142,352,77,279368748
486837442,KCa'b'-m_R,,KCa'b'-m,Traced,642,247,3,4,404232661
487143497,MBON24(B2y5)_R,,MBON24,Traced,8285,723,5606,6,1630842748
487501700,KCab-s_R,,KCab-s,Traced,586,238,148,66,302170646
487834179,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,596,252,5,1,448443256
487847296,KCab-s_R,,KCab-s,Traced,544,236,168,79,280268143
488179585,KCab-s_R,,KCab-s,Traced,557,202,203,73,302708971
488184014,KCab-s_R,,KCab-s,Traced,644,229,171,79,340861240
488188560,KCab-s_R,,KCab-s,Traced,612,240,173,86,279209678
488205572,KCab-s_R,,KCab-s,Traced,662,273,179,88,324030943
488520820,KCab-p_R,,KCab-p,Traced,667,231,217,75,346345890
488533722,KCab-s_R,,KCab-s,Traced,558,214,149,73,282846886
507243409,KCab-c_R,,KCab-c,Traced,536,180,104,47,255763763
507260559,KCab-m_R,,KCab-m,Traced,564,190,110,45,261712236
507592981,KCab-m_R,,KCab-m,Traced,531,183,125,58,249058216
508292573,KCab-c_R,,KCab-c,Traced,425,151,106,39,232613027
512765910,PAM11(a1)_R,,PAM11,Traced,929,194,15,2,521006485
517518166,MBON11(y1pedc>a/B)(ADM05)_L,,MBON11,Traced,1160,1378,222,34,1964048244
517858947,KCab-p_R,,KCab-p,Traced,674,269,204,81,390763882
517871837,KCa'b'-m_R,,KCa'b'-m,Traced,699,240,6,4,451451628
518195738,KCab-p_R,,KCab-p,Traced,765,254,270,93,415425333
518532490,KCa'b'-m_R,,KCa'b'-m,Traced,592,229,29,1,408741628
518873469,KCab-s_R,,KCab-s,Traced,617,248,156,77,314733974
518873604,KCab-s_R,,KCab-s,Traced,633,215,208,81,300234023
518882016,KCab-s_R,,KCab-s,Traced,586,242,131,66,330285882
519214895,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,642,256,2,1,455019134
519218919,KCab-s_R,,KCab-s,Traced,571,211,164,74,294184807
519223027,KCab-s_R,,KCab-s,Traced,501,203,152,68,255505588
519223428,KCab-m_R,,KCab-m,Traced,576,196,180,72,264529878
519232054,KCab-s_R,,KCab-s,Traced,583,207,145,61,187754392
519555690,KCab-p_R,,KCab-p,Traced,608,245,177,80,350846940
519564501,KCab-s_R,,KCab-s,Traced,496,193,98,53,245598444
519573099,KCab-s_R,,KCab-s,Traced,524,234,137,76,292191501
519573128,KCab-p_R,,KCab-p,Traced,728,249,270,88,360265700
519900699,KCab-s_R,,KCab-s,Traced,527,243,178,89,298223678
519905418,KCab-s_R,,KCab-s,Traced,636,243,168,68,331018356
537945877,KCab-c_R,,KCab-c,Traced,508,195,104,49,264019807
538282782,KCab-m_R,,KCab-m,Traced,524,183,106,49,252411143
538308362,KCab-m_R,,KCab-m,Traced,565,206,114,59,291493387
538653955,KCab-c_R,,KCab-c,Traced,507,190,107,51,238594413
538908474,KCab-m_R,,KCab-m,Traced,554,216,133,59,322590900
539249493,KCab-m_R,,KCab-m,Traced,540,194,148,62,300471756
542371432,KCab-p_R,,KCab-p,Traced,691,271,244,95,367180498
548549000,KCa'b'-m_R,,KCa'b'-m,Traced,596,209,6,3,387116321
548552915,KCa'b'-m_R,,KCa'b'-m,Traced,680,230,3,2,321780254
548898520,KCa'b'-m_R,,KCa'b'-m,Traced,652,213,15,4,370237636
549248200,KCab-p_R,,KCab-p,Traced,714,256,244,91,392920755
549571627,KCab-p_R,,KCab-p,Traced,742,260,294,104,368796696
549572017,KCab-m_R,,KCab-m,Traced,547,204,134,58,267773432
549576117,KCab-m_R,,KCab-m,Traced,550,214,124,62,302897528
549576424,KCab-m_R,,KCab-m,Traced,552,221,156,81,247434725
549916869,KCab-m_R,,KCab-m,Traced,547,210,137,66,257037426
549917317,KCab-m_R,,KCab-m,Traced,549,225,150,70,297411968
550271272,KCab-s_R,,KCab-s,Traced,619,242,179,94,310517133
550598935,KCab-s_R,,KCab-s,Traced,509,204,130,66,269577643
550599514,KCab-s_R,,KCab-s,Traced,599,207,153,72,274655094
551113395,PAM10(B1)_L,,PAM10,Traced,1695,510,956,282,503305654
551445253,PAM04_a(B2)_L,,PAM04_a,Traced,1266,271,449,109,307715800
551790504,PAM04_a(B2)_L,,PAM04_a,Traced,2460,400,856,147,382607989
551790913,PAM04_a(B2)_L,,PAM04_a,Traced,2194,457,704,152,403977461
568635279,KCab-m_R,,KCab-m,Traced,580,196,101,47,272888717
569002579,KCab-m_R,,KCab-m,Traced,539,183,121,52,232132914
569313277,KCab-m_R,,KCab-m,Traced,549,216,135,65,286507058
569317846,KCab-m_R,,KCab-m,Traced,529,208,138,60,270885312
569334986,KCab-c_R,,KCab-c,Traced,428,172,93,38,233894031
569615641,KCab-s_R,,KCab-s,Traced,574,219,158,69,309982464
569943419,KCab-m_R,,KCab-m,Traced,594,202,126,53,322627465
570288900,KCab-m_R,,KCab-m,Traced,555,189,123,55,283332096
573065577,KCab-p_R,,KCab-p,Traced,669,256,242,72,379155378
578694777,PAM11(a1)_L,,PAM11,Traced,753,226,77,24,399312668
579592279,KCa'b'-m_R,,KCa'b'-m,Traced,661,247,4,3,293023586
579592619,KCa'b'-m_R,,KCa'b'-m,Traced,696,239,8,2,417324948
580610916,KCab-m_R,,KCab-m,Traced,579,207,140,67,273422608
580611301,KCab-m_R,,KCab-m,Traced,528,188,120,58,234266068
580934661,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,657,275,1,2,452235552
580951922,KCab-m_R,,KCab-m,Traced,493,193,145,60,254913630
581293182,KCab-m_R,,KCab-m,Traced,556,210,167,71,306794072
581633934,KCab-s_R,,KCab-s,Traced,605,210,173,74,324073437
582139830,PAM04_a(B2)_L,,PAM04_a,Traced,1306,281,394,101,324988292
582148591,PAM10(B1)_L,,PAM10,Traced,1381,418,1046,316,434243909
583175492,PAM04_a(B2)_L,,PAM04_a,Traced,587,131,215,46,200058563
599674785,KCab-m_R,,KCab-m,Traced,646,219,176,75,297572193
600011602,KCab-m_R,,KCab-m,Traced,551,203,151,65,289818556
600365719,KCab-p_R,,KCab-p,Traced,657,271,237,90,366582664
600667501,KCab-s_R,,KCab-s,Traced,532,226,139,69,297515530
601319398,KCab-m_R,,KCab-m,Traced,554,225,130,67,342000965
603422422,KCab-s_R,,KCab-s,Traced,598,215,165,64,312062411
611304789,KCab-s_R,,KCab-s,Traced,587,240,185,84,304981734
611309194,KCab-m_R,,KCab-m,Traced,558,214,142,73,178380647
611646050,KCab-p_R,,KCab-p,Traced,697,263,243,90,346062859
611646132,KCab-s_R,,KCab-s,Traced,622,231,191,73,300882703
611646147,KCab-p_R,,KCab-p,Traced,696,257,210,81,368031615
612323667,KCa'b'-m_R,,KCa'b'-m,Traced,706,224,12,5,405985069
612371421,MBON01(y5B'2a)_R,,MBON01,Traced,32544,2208,4,1,6839504360
612638791,PAM04_a(B2)_R,,PAM04_a,Traced,608,136,264,75,261596710
612668833,KCab-s_R,,KCab-s,Traced,544,235,132,63,286463671
612669205,KCab-s_R,,KCab-s,Traced,542,263,176,87,217965332
630373425,KCab-c_R,,KCab-c,Traced,500,172,130,47,246877128
630373497,KCab-s_R,,KCab-s,Traced,575,248,162,82,302148793
630377642,KCab-m_R,,KCab-m,Traced,611,202,142,60,265929898
630381662,KCab-m_R,,KCab-m,Traced,579,244,149,71,313827967
630722830,KCab-s_R,,KCab-s,Traced,530,215,139,70,321716656
631051012,KCab-s_R,,KCab-s,Traced,615,216,152,75,297689956
631059587,KCab-s_R,,KCab-s,Traced,547,216,152,70,322616700
631396453,KCab-m_R,,KCab-m,Traced,607,226,164,70,351998873
632013356,KCab-m_R,,KCab-m,Traced,556,185,103,60,284043275
632086737,KCg-d_R,,KCg-d,Traced,543,215,2,2,328980177
641653381,KCa'b'-m_R,,KCa'b'-m,Traced,692,251,2,2,424988147
642335523,KCab-p_R,,KCab-p,Traced,681,240,230,82,367954715
642335553,KCa'b'-m_R,,KCa'b'-m,Traced,722,286,2,3,440563976
642680823,KCab-s_R,,KCab-s,Traced,568,237,125,70,368727318
642680826,KCab-p_R,,KCab-p,Traced,670,262,221,81,341818524
642680853,KCab-m_R,,KCab-m,Traced,522,207,113,49,277237297
642680881,KCab-m_R,,KCab-m,Traced,499,193,153,70,242995569
642680969,KCab-p_R,,KCab-p,Traced,699,264,238,95,398461486
642681035,KCab-m_R,,KCab-m,Traced,502,186,115,58,264761257
642689607,KCab-m_R,,KCab-m,Traced,556,210,123,55,260167903
643362770,KCab-s_R,,KCab-s,Traced,596,243,164,79,320018612
643363111,KCab-s_R,,KCab-s,Traced,619,253,179,81,340653450
643535876,PAM10(B1)_L,,PAM10,Traced,1490,423,850,245,463952694
643703819,KCab-s_R,,KCab-s,Traced,638,243,185,84,325379209
644896959,PAM09(B1ped)_L,,PAM09,Traced,710,227,306,101,275698658
645090294,PAM04_a(B2)_R,,PAM04_a,Traced,693,142,283,73,279472747
660730340,KCab-c_R,,KCab-c,Traced,427,173,114,52,226907510
661076014,KCab-c_R,,KCab-c,Traced,417,161,97,45,146679174
661080007,KCa'b'-m_R,,KCa'b'-m,Traced,638,222,6,2,388134264
661407917,KCa'b'-m_R,,KCa'b'-m,Traced,648,243,3,1,368237390
661408094,KCab-m_R,,KCab-m,Traced,555,179,132,45,359753080
662103124,KCab-c_R,,KCab-c,Traced,439,166,123,50,231604500
662409582,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,626,255,3,3,426186749
662414157,KCab-c_R,,KCab-c,Traced,490,182,98,43,152938291
662728826,KCab-m_R,,KCab-m,Traced,531,205,121,64,283630828
662772373,KCab-m_R,,KCab-m,Traced,580,209,154,71,344204862
662789529,KCab-s_R,,KCab-s,Traced,641,226,209,84,335022825
662802782,KCg-m_R,,KCg-m,Traced,821,234,2,1,343032811
663134970,KCg-m_R,,KCg-m,Traced,784,259,9,5,392525010
673370525,KCa'b'-m_R,,KCa'b'-m,Traced,568,209,5,3,362640450
673715784,KCab-m_R,,KCab-m,Traced,544,188,140,57,271549203
674056647,KCab-m_R,,KCab-m,Traced,562,206,153,64,268157018
674056882,KCab-m_R,,KCab-m,Traced,587,226,154,71,306335052
674398014,KCab-m_R,,KCab-m,Traced,542,188,157,72,266024318
675602461,PAM09(B1ped)_L,,PAM09,Traced,634,210,233,94,251389374
676612729,PAM04_a(B2)_L,,PAM04_a,Traced,836,225,194,58,277333760
676616719,PAM04_a(B2)_L,,PAM04_a,Traced,918,207,339,88,220213685
691760950,KCab-m_R,,KCab-m,Traced,529,199,125,59,241765288
692110379,KCab-s_R,,KCab-s,Traced,544,241,184,85,289839608
692792746,KCab-c_R,,KCab-c,Traced,353,130,96,43,110664922
693099064,KCab-m_R,,KCab-m,Traced,555,203,144,61,278756428
693116396,KCab-c_R,,KCab-c,Traced,356,136,121,44,135231484
693159855,KCab-s_R,,KCab-s,Traced,616,237,143,74,311554190
693448777,KCab-c_R,,KCab-c,Traced,426,170,104,44,138825179
693453332,KCab-c_R,,KCab-c,Traced,516,175,121,47,154314021
693785633,KCab-m_R,,KCab-m,Traced,485,174,139,55,283142475
693841929,KCab-s_R,,KCab-s,Traced,560,225,169,76,291182881
693927941,ALIN1_R,,ALIN1,Traced,1553,406,138,37,2113783525
704409534,KCab-p_R,,KCab-p,Traced,685,243,284,94,354049999
704409742,KCab-s_R,,KCab-s,Traced,633,241,177,91,292719846
704742082,KCa'b'-m_R,,KCa'b'-m,Traced,637,239,12,3,354105707
704746449,KCab-p_R,,KCab-p,Traced,697,254,240,78,395383220
704746457,KCab-p_R,,KCab-p,Traced,741,247,246,79,389043123
704750475,KCab-s_R,,KCab-s,Traced,559,203,162,65,274622253
704750665,KCab-m_R,,KCab-m,Traced,575,223,163,76,267096952
704750673,KCab-m_R,,KCab-m,Traced,573,197,139,65,274644474
704750742,KCab-s_R,,KCab-s,Traced,637,230,158,79,290169163
704750766,KCab-m_R,,KCab-m,Traced,671,223,192,73,351254023
704750842,KCab-m_R,,KCab-m,Traced,517,203,105,57,165744235
705091521,KCab-m_R,,KCab-m,Traced,579,176,163,49,179281415
705091769,KCab-c_R,,KCab-c,Traced,388,161,110,45,229455390
705091939,KCab-c_R,,KCab-c,Traced,384,163,123,53,111361059
705432638,KCab-s_R,,KCab-s,Traced,538,223,157,76,286953527
705432922,KCab-m_R,,KCab-m,Traced,553,208,144,65,296456968
705774051,KCab-s_R,,KCab-s,Traced,583,235,160,79,304350466
707647321,PAM04_a(B2)_L,,PAM04_a,Traced,650,142,256,59,188620262
707660374,PAM04_a(B2)_L,,PAM04_a,Traced,1650,313,624,125,311089027
723853340,KCab-s_R,,KCab-s,Traced,606,238,197,81,331658050
724134138,KCab-m_R,,KCab-m,Traced,519,197,118,51,173701117
725174424,KCab-m_R,,KCab-m,Traced,475,167,122,50,139095623
733036127,MBON07(a1)_R,,MBON07,Traced,15519,474,538,1,1520161953
735282133,PAM09(B1ped)_L,,PAM09,Traced,832,224,291,108,357006298
735785459,KCab-m_R,,KCab-m,Traced,522,191,135,51,229128726
735785541,KCab-s_R,,KCab-s,Traced,591,239,164,79,296551172
735785583,KCab-s_R,,KCab-s,Traced,583,227,139,60,318806364
735785639,KCab-c_R,,KCab-c,Traced,508,171,124,51,242191766
735785741,KCab-s_R,,KCab-s,Traced,608,219,175,72,312911020
735790008,KCab-s_R,,KCab-s,Traced,619,256,154,79,344825613
736122569,KCab-m_R,,KCab-m,Traced,511,179,133,55,250126948
736126563,KCab-c_R,,KCab-c,Traced,444,174,119,47,167051337
736126644,KCab-c_R,,KCab-c,Traced,480,182,120,57,253167440
736126668,KCab-c_R,,KCab-c,Traced,495,172,141,55,163311272
736126717,KCab-c_R,,KCab-c,Traced,446,168,112,48,226777761
736126732,KCab-m_R,,KCab-m,Traced,459,158,121,46,268030266
736126746,KCab-m_R,,KCab-m,Traced,574,213,133,62,257357057
736463614,KCab-m_R,,KCab-m,Traced,552,189,138,59,267655111
736467526,KCab-m_R,,KCab-m,Traced,552,215,142,64,302308178
736467640,KCab-m_R,,KCab-m,Traced,573,191,158,54,247670505
736808904,KCab-s_R,,KCab-s,Traced,653,231,152,79,330060369
736813212,KCab-s_R,,KCab-s,Traced,582,245,166,92,315312530
753489735,KCab-c_R,,KCab-c,Traced,388,149,102,39,229273118
753489892,KCab-c_R,,KCab-c,Traced,407,152,132,56,236999365
753489951,KCab-c_R,,KCab-c,Traced,530,166,121,40,242431574
753852265,KCab-c_R,,KCab-c,Traced,405,138,102,33,213107187
753852396,KCab-c_R,,KCab-c,Traced,377,157,109,47,210982666
754163207,KCab-c_R,,KCab-c,Traced,313,129,94,39,104417190
754184667,KCab-s_R,,KCab-s,Traced,596,239,194,84,311690094
754197850,KCab-s_R,,KCab-s,Traced,629,244,218,93,305239056
754525744,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,603,244,3,2,440292610
754538763,KCab-c_R,,KCab-c,Traced,373,132,111,41,199621781
754879354,KCab-c_R,,KCab-c,Traced,428,167,113,53,215879428
755173189,KCab-c_R,,KCab-c,Traced,381,157,112,47,133173330
755177787,KCab-m_R,,KCab-m,Traced,554,203,149,61,323393589
755234235,KCab-c_R,,KCab-c,Traced,365,156,103,49,213032478
755868550,KCab-c_R,,KCab-c,Traced,354,149,117,55,113410091
756567539,KCab-m_R,,KCab-m,Traced,455,163,106,47,146579742
756585129,KCab-m_R,,KCab-m,Traced,568,224,150,74,285459151
766298734,PAM11(a1)_L,,PAM11,Traced,293,156,4,1,271683779
766820559,KCab-m_R,,KCab-m,Traced,509,184,129,49,270086635
767161652,KCab-m_R,,KCab-m,Traced,557,197,134,52,268741991
767161677,KCab-m_R,,KCab-m,Traced,401,172,122,54,126024492
767494105,KCab-p_R,,KCab-p,Traced,633,218,157,56,365582357
767502579,KCab-c_R,,KCab-c,Traced,453,167,131,46,234889244
767502627,KCab-c_R,,KCab-c,Traced,416,151,91,38,135715713
767502639,KCab-c_R,,KCab-c,Traced,355,133,109,38,223059126
767502657,KCab-c_R,,KCab-c,Traced,368,142,92,40,189467147
