id,instance,notes,type,status,inputs (#post),outputs (#pre),aL(R) #post,aL(R) #pre,#voxels
5813068743,KCab-s_R,,KCab-s,Traced,587,242,205,106,311053932
5813068752,KCa'b'-m_R,,KCa'b'-m,Traced,692,252,6,3,429764535
5813069114,KCab-s_R,,KCab-s,Traced,552,220,217,106,306672757
5813069385,KCa'b'-m_R,,KCa'b'-m,Traced,605,229,3,2,364741205
5813070672,KCg-m_R,,KCg-m,Traced,719,237,2,1,398858277
5813071406,KCab-m_R,,KCab-m,Traced,537,204,190,87,268777253
5813075824,PAM09(B1ped)_R,,PAM09,Traced,1685,293,338,83,547363626
5813077579,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,619,235,2,1,446715176
5813077583,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,661,230,5,3,453604666
5813077589,KCab-p_R,,KCab-p,Traced,726,262,241,89,394045820
5813077616,KCab-s_R,,KCab-s,Traced,612,223,245,103,292010499
5813078053,KCab-s_R,,KCab-s,Traced,691,238,258,115,268635703
5813078064,KCa'b'-m_R,,KCa'b'-m,Traced,764,264,5,2,442358082
5813078323,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,509,224,1,1,472655195
5813078499,KCa'b'-m_R,,KCa'b'-m,Traced,634,218,11,6,373028028
5813078507,KCab-s_R,,KCab-s,Traced,555,201,235,97,266986900
5813078552,KCab-s_R,,KCab-s,Traced,549,230,219,106,315141308
5813079174,KCab-m_R,,KCab-m,Traced,507,198,197,87,270208586
5813080254,KCab-m_R,,KCab-m,Traced,543,192,187,83,234574724
5813080343,KCab-m_R,,KCab-m,Traced,573,236,224,102,314624808
5813081511,KCab-c_R,,KCab-c,Traced,514,183,175,84,254528174
5813081797,KCab-s_R,,KCab-s,Traced,589,223,242,109,293544206
5813082811,KCab-s_R,,KCab-s,Traced,611,215,243,103,345182877
5813082847,KCab-c_R,,KCab-c,Traced,526,171,177,71,268036674
5813083651,KCg-d_R,,KCg-d,Traced,547,216,2,1,353327717
5813083719,KCab-m_R,,KCab-m,Traced,548,179,201,81,332690562
5813086212,KCab-c_R,,KCab-c,Traced,443,165,169,69,220026361
5813087453,KCab-m_R,,KCab-m,Traced,577,220,190,92,255934962
5813087831,KCab-c_R,,KCab-c,Traced,444,146,183,58,236672540
5813088058,KCab-s_R,,KCab-s,Traced,534,215,213,96,219347019
5813088767,KCab-s_R,,KCab-s,Traced,628,278,261,147,369560733
5813089804,KCab-m_R,,KCab-m,Traced,472,182,185,75,171507721
5813090605,KCab-m_R,,KCab-m,Traced,555,195,209,88,266938881
5813090861,KCab-m_R,,KCab-m,Traced,617,223,231,97,296521773
5813091211,KCab-s_R,,KCab-s,Traced,567,219,229,97,297576262
5813091313,KCab-m_R,,KCab-m,Traced,474,183,173,75,263493547
5813091744,KCab-p_R,,KCab-p,Traced,635,285,148,80,392247819
5813092931,KCab-p_R,,KCab-p,Traced,767,244,195,77,375350336
5813093544,KCab-m_R,,KCab-m,Traced,492,195,184,89,192694235
5813095238,KCab-m_R,,KCab-m,Traced,517,190,194,91,238257607
5813095472,KCa'b'-m_R,,KCa'b'-m,Traced,658,235,16,6,412868274
5813096281,KCab-c_R,,KCab-c,Traced,517,187,149,72,254624496
5813098738,KCab-s_R,,KCab-s,Traced,485,213,206,107,329593233
5813099783,KCab-m_R,,KCab-m,Traced,500,187,183,90,175574196
5813105172,DPM_R,,DPM,Traced,77269,17628,12898,2694,15191654896
5813106192,KCab-m_R,,KCab-m,Traced,536,198,200,86,315211880
5813106497,KCab-m_R,,KCab-m,Traced,484,203,193,91,288983475
5813109913,KCab-s_R,,KCab-s,Traced,584,221,211,84,296028168
5813110152,KCab-s_R,,KCab-s,Traced,568,227,195,105,346819935
5813110161,,,,Orphan,40,19,40,19,15796299
5813110238,KCab-s_R,,KCab-s,Traced,587,241,242,110,330289851
5813110928,KCab-s_R,,KCab-s,Traced,546,207,238,103,288930869
5813113782,KCab-m_R,,KCab-m,Traced,495,203,196,96,266328140
5813114253,KCab-m_R,,KCab-m,Traced,463,180,165,84,297099230
5813114700,KCab-p_R,,KCab-p,Traced,746,234,196,68,347875742
5813114971,KCab-p_R,,KCab-p,Traced,653,258,206,81,368295685
5813116702,,,,Orphan,1,2,1,2,61728
5813128857,KCab-c_R,,KCab-c,Traced,515,177,170,75,242940507
5901196446,,,,Assign,3,2,3,2,52632
5901202076,KCab-c_R,,KCab-c,Traced,462,168,153,57,246354340
5901205770,KCab-s_R,,KCab-s,Traced,586,238,238,119,309316800
5901207528,KCab-c_R,,KCab-c,Traced,476,153,179,65,240823811
5901208278,,,,Orphan,78,26,78,26,16468330
