id,instance,notes,type,status,inputs (#post),outputs (#pre),LAL(R) #post,LAL(R) #pre,#voxels
1788326738,,,,Assign,6,2,6,2,2033619
1788654858,,,,Orphan,12,2,12,2,2645789
1788917611,,,,Orphan,12,5,12,5,3654738
1788921987,WED153_R,,WED153,Traced,344,176,116,63,399730092
1788930829,SAD047_R,,SAD047,Traced,198,83,3,1,367493060
1788974593,LAL196_R,,LAL196,Traced,670,27,538,12,459427840
1788983330,LAL174_R,,LAL174,Traced,1514,183,1263,114,591951947
1789003967,,,,Orphan,1,4,1,4,2991225
1789258632,,,,Orphan,11,1,11,1,2637588
1789276508,WED128_R,,WED128,Traced,308,240,51,31,494101726
1789306586,LPTC contra2_L,,,Traced,130,764,20,104,1286765571
1789604574,,,,Orphan,10,1,10,1,1243420
1789613296,LAL074(AVM07)_L,SpVeL-LSpIp(c)1,LAL074,Traced,835,996,27,151,1959631131
1789630081,,,,Orphan,3,3,3,3,1098466
1789634862,,,,Orphan,18,1,18,1,2588833
1790291292,(PVM01)_L,,,Traced,39,175,20,88,232661021
1790299996,,,,Orphan,17,1,17,1,871830
1790658009,,,,Orphan,1,3,1,3,1766945
1790675377,LAL162(PVM03)_L,,LAL162,Traced,1324,770,554,763,907820197
1790679655,,,,Orphan,14,4,14,4,2625937
1790973019,CL055_R,,CL055,Traced,462,162,168,2,337304664
1790981393,,,,Orphan,6,4,6,4,2439536
1790990216,,,,Orphan,12,1,12,1,406931
1790998981,,,,Orphan,2,2,2,2,489169
1791025538,,,,Traced,175,595,138,340,529525515
1791335657,,,,Orphan,12,12,12,12,6611228
1791336050,,,,Orphan,9,3,9,3,1873843
1791353247,LAL112_R,,LAL112,Traced,1660,910,1649,910,1020687715
1791996293,,,,Traced,225,240,142,130,235118352
1794711172,ORN_DL2v_R,,ORN_DL2v,Traced,239,207,1,1,212982694
1795734228,lLN8_R,,lLN8,Traced,840,312,1,2,982453892
1809035068,,,,Traced,95,764,4,32,785829476
1809372805,PS048_R,,PS048,Traced,1242,613,63,9,1337718528
1810395386,PS023_R,,PS023,Traced,402,191,44,3,288390652
1811426935,,,,Traced,2471,1343,115,60,1866410381
1811853893,VES030_R,,VES030,Traced,1674,631,8,7,1211426647
1812065514,WED043_R,,WED043,Traced,413,179,10,2,379263549
1812488920,PS019_R,,PS019,Traced,3018,478,100,4,1022760690
1812493277,LAL025_R,,LAL025,Traced,736,347,65,8,767831241
1812511203,PS191_R,,PS191,Traced,346,176,109,8,481278119
1813525105,,,,Traced,91,299,23,76,303688423
1814604278,(PVM01)_L,,,Traced,161,936,56,269,1194815252
1814945420,,,,Traced,158,278,49,78,247480341
1815286216,(PVM01)_L,,,Traced,315,285,19,33,282488949
1815290414,,,,Traced,158,272,49,52,248333714
1815890647,WED146_R,,WED146,Traced,866,96,76,5,724149548
1815890814,SAD090_R,pIP13a candidates,SAD090,Traced,340,22,4,1,409803573
1815895306,WED147_R,,WED147,Traced,367,84,84,20,555391516
1816573829,LAL020_R,,LAL020,Traced,525,147,391,56,289147827
1816621089,,,,Traced,334,35,70,4,220765406
1816909775,WED147_R,,WED147,Traced,366,99,54,13,541126108
1816962418,,,,Traced,108,1,49,1,88385681
1817293538,,,,Traced,186,597,13,67,662387947
1817976314,,,,Orphan,31,1,20,1,3249306
1817992814,,,,Assign,2,2,2,2,1383181
1817997133,,,,Orphan,1,4,1,4,4014155
1817997487,,,,Orphan,7,16,6,15,8312550
1817998268,,,,Assign,1,3,1,3,2210952
1817998375,,,,Assign,1,2,1,2,309626
1818252571,,,,Orphan,1,2,1,2,542188
1818281724,,,,Orphan,4,2,4,2,563228
1818291179,,,,Orphan,8,3,8,3,2962421
1818321314,,,,Assign,1,2,1,2,972045
1818334410,,,,Assign,1,2,1,2,1805547
1818334745,,,,Traced,16,44,1,7,47032398
1818339251,,,,Assign,1,2,1,2,2095961
1818339433,,,,Assign,1,2,1,2,1074531
1818588938,,,,Orphan,16,1,11,1,990508
1818593685,PLP063_R,,PLP063,Traced,201,131,46,16,267779738
1818597252,(PVM01)_L,,,Traced,53,412,6,25,384442417
1818598295,,,,Orphan,8,3,8,3,2948573
1818679943,,,,Orphan,18,12,4,7,11256034
1818934053,,,,Orphan,1,3,1,3,1384459
1818939728,,,,Orphan,1,2,1,2,998134
1818965228,,,,Orphan,3,2,3,2,596305
1819016149,,,,Assign,1,3,1,3,2482598
1819102805,LAL180_R,,LAL180,Traced,114,56,46,1,348368213
1819284693,WED002_R,,WED002,Traced,208,145,22,13,277078334
1819292755,,,,Orphan,8,2,8,2,1557087
1819357847,,,,Assign,2,2,2,2,1178671
1819358494,,,,Assign,2,2,2,2,2370378
1819362685,,,,Assign,1,2,1,2,1440526
1819637385,,,,Orphan,3,5,3,5,4192878
1819637474,,,,Orphan,3,6,3,6,3898117
1819957885,WEDPN7B_R,,WEDPN7B,Traced,215,141,79,107,261044885
1819965764,SAD048_R,,SAD048,Traced,178,14,9,13,309228756
1819971046,,,,Orphan,1,2,1,2,2287185
1819974849,,,,Orphan,9,2,9,2,2717688
1820005073,LAL082_R,,LAL082,Traced,1419,1002,1023,961,2305715087
1820307334,,,,Orphan,7,2,7,2,2092688
1820682375,,,,Orphan,14,9,14,9,5777618
1820682425,,,,Traced,174,550,116,316,484128538
1821002252,,,,Traced,702,253,195,80,543060239
1821321197,,,,Orphan,3,3,3,3,1543301
1821339312,,,,Orphan,18,2,18,2,3598242
1821378236,,,,Traced,214,813,168,609,763309612
1821662142,,,,Orphan,21,3,21,3,2248979
1821692339,,,,Orphan,5,2,5,2,1935089
1821714375,,,,Traced,113,351,96,281,308341136
1822060683,ORN_DP1l_L,,ORN_DP1l,Traced,97,91,1,1,101474719
1822344843,,,,Orphan,7,4,7,4,2145342
1822383451,,,,Orphan,24,2,24,2,1184489
1822686129,,,,Traced,2154,699,1000,187,1031634998
1822689796,,,,Orphan,1,3,1,3,3443055
1823708611,ORN_DP1l_L,,ORN_DP1l,Traced,115,88,2,1,90917500
1839715679,WED038_R,,WED038,Traced,282,124,25,40,297267449
1839776786,PS047_R,,PS047,Traced,3729,1314,46,385,2023714376
1840071013,,,,Traced,47,424,2,26,386244514
1840419884,PS077_R,,PS077,Traced,380,194,75,12,300909144
1840428030,,,,Traced,47,390,2,36,438702187
1840428467,WED074_L,aDT9 candidates,WED074,Traced,842,501,33,3,1089247417
1843536369,PS192_R,,PS192,Traced,425,170,29,6,460055868
1845920973,WED131_R,pIP13b candidates,WED131,Traced,95,14,12,5,194504412
1846627221,,,,Traced,128,267,5,10,274998783
1846661932,,,,Traced,38,190,3,1,527763688
1847335826,,,,Traced,284,1462,1,7,1590467709
1847603298,,,,Traced,581,724,335,426,771880442
1847944705,PS026_R,,PS026,Traced,585,156,125,18,280641793
1847979455,VES010_R,,VES010,Traced,1378,717,406,367,1499327441
1847984002,,,,Traced,247,638,17,13,815802551
1847984369,,,,Traced,50,401,20,96,353169052
1848277193,,,,Traced,2289,418,748,128,660466117
1848282011,,,,Traced,4256,3,1266,2,1271476798
1848666581,,,,Assign,7,2,4,2,2201344
1848942178,,,,Traced,138,479,2,9,366402325
1848960054,WED002_R,,WED002,Traced,173,129,60,12,286121299
1848997763,,,,Assign,3,2,1,1,1778788
1849023363,,,,Assign,3,2,3,2,207631
1849286715,,,,Orphan,4,7,4,7,5064681
1849287555,,,,Orphan,1,5,1,5,3321962
1849291099,,,,Orphan,3,4,3,4,2977098
1849317258,,,,Orphan,13,4,13,4,2752977
1849321355,,,,Orphan,5,3,5,3,1142493
1849369044,,,,Assign,5,2,5,2,1991666
1849369199,,,,Assign,1,3,1,3,588977
1849373201,,,,Traced,11,10,10,10,20658471
1849671050,,,,Orphan,21,3,21,3,3858643
1849671071,,,,Orphan,2,3,2,3,1295572
1849680432,,,,Assign,13,1,13,1,1378887
1849969844,LAL189_R,,LAL189,Traced,199,75,24,1,391378098
1849974174,,,,Orphan,6,2,6,2,1325823
1849974592,,,,Traced,305,87,48,31,235771116
1850310331,,,,Traced,154,651,47,126,959405038
1850340843,,,,Orphan,3,3,3,3,751015
1850349081,,,,Orphan,2,2,2,2,794267
1850387882,,,,Traced,77,78,55,49,70444586
1850388108,,,,Orphan,4,6,4,6,6164135
1850681418,,,,Orphan,4,6,4,6,4051677
1851678814,,,,Assign,10,1,10,1,2522783
1851679374,,,,Traced,85,181,43,79,175673616
1851730931,,,,Traced,359,738,25,148,1012801836
1852006949,WED020_a_R,,WED020_a,Traced,282,112,88,56,223077584
1852015423,(PVM01)_L,,,Traced,44,132,28,90,180427802
1852024475,,,,Orphan,5,3,5,3,1228447
1852382003,,,,Orphan,14,3,14,3,6269390
1852386365,,,,Orphan,2,3,2,3,1789759
1852408123,,,,Traced,110,463,42,140,454941440
1852408408,,,,Traced,115,192,81,135,240012983
1853037990,,,,Orphan,1,4,1,4,1626816
1853038972,,,,Orphan,16,2,16,2,2220244
1853047091,,,,Orphan,15,3,15,3,2204692
1853388755,,,,Orphan,11,1,11,1,1292723
1853392977,,,,Assign,10,1,10,1,768132
1853746753,,,,Orphan,5,2,5,2,502317
1854078361,,,,Orphan,6,3,6,3,1760536
1870769178,PS077_R,,PS077,Traced,191,85,16,6,171460588
1871100343,,,,Traced,81,1180,6,24,1362038679
1871100394,WED038_R,,WED038,Traced,162,86,25,39,226917497
1871446097,(PVM03)_L,,,Traced,300,454,79,141,478376201
1871446756,,,,Traced,35,227,3,26,234490624
1871778911,,,,Traced,36,478,2,112,725123768
1873846312,,,,Traced,318,587,23,35,808799419
1874217622,Ascending?,,,Traced,5494,260,71,1,1109523245
1875181194,WED069_R,,WED069,Traced,1654,729,11,22,1609733114
1875214597,PS270_R,,PS270,Traced,286,160,41,6,390154703
1875288491,,,,Traced,139,278,2,3,280746034
1875625119,VES027_R,,VES027,Traced,860,413,85,76,1224409175
1876255327,,,,Traced,42,99,6,11,102554425
1876285403,,,,Traced,217,690,2,12,554871279
1877667406,VES045_R,,VES045,Traced,2974,99,422,10,1585685707
1879095788,,,,Traced,128,234,11,43,361603980
1879385017,,,,Traced,192,324,29,60,695802278
1879640398,,,,Orphan,11,1,5,1,599144
1879722683,,,,Assign,2,2,2,1,2317763
1879980797,,,,Orphan,1,3,1,3,2881178
1879981326,,,,Orphan,1,3,1,3,1935785
1880015587,,,,Orphan,14,5,14,5,2732604
1880020294,,,,Orphan,22,3,22,3,1664555
1880033003,,,,Assign,3,3,1,3,2553223
1880045343,,,,Assign,3,2,3,2,3457024
1880326103,,,,Orphan,5,5,5,5,1994349
1880327277,,,,Orphan,5,15,5,15,7169916
1880356015,,,,Orphan,14,1,14,1,1056724
1880404379,,,,Orphan,8,3,8,3,1903814
1880722837,VES014_R,,VES014,Traced,2004,1268,33,4,1767666266
1880749421,,,,Assign,1,2,1,2,2521326
1881069198,,,,Assign,2,2,2,2,1139230
1882009576,aIPg2_R,,aIPg2,Traced,692,330,5,2,633566913
1882031306,(AVM19)_R,WL-(X)(c),,Traced,678,20,244,17,834044509
1882040130,,,,Traced,524,493,275,300,668853447
1882053559,,,,Traced,255,438,155,190,384590207
1882372759,,,,Orphan,1,6,1,6,2647470
1882394631,,,,Orphan,2,2,2,2,2112635
1882704828,,,,Orphan,11,4,11,4,5925985
1882709674,,,,Orphan,23,4,23,4,4476586
1882739871,,,,Orphan,6,2,6,2,1471090
1883042152,WEDPN16_a_R,,WEDPN16_a,Traced,92,65,55,47,211290271
1883098187,,,,Traced,67,50,64,47,126237433
1883391814,,,,Orphan,8,5,8,5,2199545
1883430057,,,,Orphan,18,6,18,6,7763455
1883732795,,,,Orphan,5,2,5,2,675772
1883783710,HRN_VP4_R,,HRN_VP4,Traced,141,131,2,1,114903845
1883783945,HRN_VP4_R,,HRN_VP4,Traced,145,156,3,4,115703196
1884108476,,,,Orphan,21,1,21,1,1832172
1884767934,,,,Orphan,7,4,7,4,2321928
1885110220,,,,Orphan,15,1,15,1,1398829
1888178718,M_lv2PN9t49_R,,M_lv2PN9t49,Traced,3224,983,83,243,1529111094
1899956171,LPTC contra3 FD4,,,Traced,108,42,6,8,1328556648
1902140615,,,,Traced,56,574,4,49,392005899
1902481015,,,,Traced,103,404,11,42,229104601
1903866591,LAL056_R,,LAL056,Traced,403,175,116,128,494299424
1905572376,,,,Traced,175,98,34,27,154910529
1906535339,WED019_R,,WED019,Traced,684,319,20,63,437428531
1906663903,,,,Traced,158,324,35,34,314587350
1908348376,,,,Traced,1664,193,107,7,437496870
1908356254,(PVM01)_L,,,Traced,466,421,35,71,710607005
1908693784,,,,Traced,1571,61,60,1,375453316
1910048384,,,,Traced,115,663,38,190,617592558
1910718006,,,,Orphan,38,3,24,2,2952072
1911045760,,,,Orphan,17,1,17,1,459977
1911058755,,,,Orphan,21,5,21,5,2822297
1911072071,,,,Assign,3,2,3,2,1965045
1911080522,,,,Assign,3,3,3,3,2104596
1911094135,,,,Orphan,45,1,39,1,5795753
1911362050,WED178_R,,WED178,Traced,223,6,60,3,235778354
1911378600,,,,Traced,609,17,103,8,427102208
1911387054,,,,Orphan,14,2,14,2,1248375
1911408565,,,,Assign,10,1,10,1,1207762
1911412984,,,,Assign,2,2,2,2,807869
1911417255,,,,Assign,4,3,4,3,2542597
1911421883,,,,Assign,4,2,4,2,1879012
1911438496,,,,Orphan,8,9,8,9,6231024
1911749190,,,,Assign,4,2,4,2,2774638
1912068855,,,,Orphan,9,4,9,4,1568427
1912379599,,,,Orphan,4,3,4,3,1282848
1912385114,WED155_R,,WED155,Traced,314,145,209,81,366200399
1912724946,SAD047_R,,SAD047,Traced,230,149,6,1,439458881
1912750906,,,,Orphan,11,5,11,5,2444290
1913062131,,,,Orphan,2,2,2,2,1102803
1913066247,WED039_R,,WED039,Traced,428,102,76,14,334408604
1913087738,,,,Orphan,8,2,8,2,1379389
1913403687,WED094_R,,WED094,Traced,533,233,43,8,618670509
1913769729,,,,Orphan,11,2,11,2,2982014
1913770078,,,,Orphan,2,7,2,7,4469569
1914098817,,,,Assign,3,2,3,2,1360802
1914460817,VES079_R,,VES079,Traced,1323,550,446,195,1108172940
1914801955,,,,Orphan,16,2,16,2,1645752
1915129931,,,,Orphan,15,1,15,1,574913
1915453635,,,,Orphan,13,2,13,2,1970542
1915799592,,,,Orphan,13,3,12,3,2740182
1916459566,,,,Traced,60,566,1,10,854218560
1916485259,v2LN37_R,,v2LN37,Traced,2179,572,53,28,1044099470
1918911323,LN,,,Traced,615,713,1,1,983119625
1932816628,WED039_R,,WED039,Traced,363,103,108,17,359535556
1933528413,WED157_R,,WED157,Traced,148,148,61,67,251017325
1933576680,,,,Traced,241,21,66,1,247259856
1933866045,WED156_R,,WED156,Traced,430,210,105,29,345595416
1934975261,,,,Traced,916,690,438,316,800645639
1936896619,,,,Traced,297,183,10,8,327280657
1937228819,,,,Traced,33,236,2,39,260422653
1937258605,WED172_R,,WED172,Traced,386,100,31,10,270741305
1938009696,VES052_R,,VES052,Traced,626,234,77,93,487676406
1938313224,,,,Traced,1078,50,1,1,781637456
1941078806,,,,Traced,586,260,14,20,820415721
1941079035,,,,Traced,3000,1129,105,21,1431597083
1941714763,,,,Orphan,4,2,3,2,2057453
1941774381,,,,Traced,56,3,44,1,20735916
1942421820,,,,Orphan,13,1,13,1,535123
1942422185,,,,Orphan,1,4,1,4,2802413
1942438892,,,,Traced,110,226,105,222,261749414
1942754310,,,,Orphan,17,6,17,6,6043351
1942788464,,,,Assign,1,2,1,2,1435004
1942788834,,,,Assign,1,2,1,2,1535132
1942789197,,,,Assign,6,2,6,2,1329311
1942789501,,,,Traced,81,202,32,95,252873089
1942806972,LAL173(PVM03)_L,,LAL173,Traced,462,554,124,75,502844378
1942810241,,,,Assign,1,2,1,2,509366
1943103634,,,,Orphan,1,2,1,2,936426
1943129848,,,,Assign,3,2,3,2,1458379
1943130106,,,,Assign,3,2,3,2,3594569
1943130628,,,,Assign,4,2,4,2,2747185
1943147567,LAL174(PVM03)_L,,LAL174,Traced,811,604,174,75,749589650
1943467273,,,,Traced,102,261,46,125,258991885
1943479325,,,,Assign,1,2,1,2,199721
1943479702,,,,Assign,2,2,2,2,1748926
1943751473,,,,Traced,91,9,19,2,91886518
1944144527,,,,Orphan,4,2,4,2,785697
1944451152,,,,Orphan,27,1,27,1,5807034
1945154602,,,,Orphan,15,2,15,2,4018944
1945466548,,,,Orphan,19,1,19,1,1262582
1945478078,,,,Orphan,11,1,11,1,420464
1945491136,,,,Orphan,38,3,38,3,5760702
1946143011,,,,Orphan,15,1,15,1,526472
1963523237,PS039_R,aSP3 candidates,PS039,Traced,6082,694,536,12,2315977339
1964210397,,,,Traced,92,374,5,19,241783659
1964270330,,,,Traced,58,169,39,111,175797859
1964547279,,,,Traced,75,258,2,2,180227127
1964611381,,,,Traced,53,179,39,118,175296359
1964611542,(PVM01)_L,,,Traced,29,111,4,12,126919120
1964921972,WED168_R,,WED168,Traced,181,113,36,11,403581571
1965590743,WEDPN19_R,,WEDPN19,Traced,668,344,14,79,559607785
1965591154,,,,Traced,199,59,6,2,218751816
1965933041,,,,Traced,317,8,62,2,168744631
1967637295,,,,Traced,322,972,201,575,837027353
1969048938,,,,Traced,487,158,187,90,279422057
1969727562,,,,Traced,1158,47,168,7,311910848
1969757097,PS118_R,,PS118,Traced,501,227,16,6,586152532
1970745542,,,,Traced,2611,714,43,14,1561432809
1971427782,,,,Traced,3280,555,68,5,1361864512
1971772981,,,,Traced,1914,255,110,19,644366432
1971773455,,,,Traced,553,199,10,13,526693075
1971803830,,,,Traced,256,122,4,5,250258803
1972403761,,,,Orphan,2,6,2,6,2359110
1972413084,,,,Orphan,5,2,5,2,2445222
1972748958,,,,Orphan,4,2,4,2,871537
1972796796,,,,Traced,77,351,28,81,360965467
1973137028,,,,Assign,5,2,4,2,2538758
1973431520,,,,Orphan,3,4,3,4,1191303
1973452649,,,,Orphan,19,1,19,1,1389946
1973492430,,,,Assign,1,2,1,2,1286570
1973509167,VES039_R,,VES039,Traced,425,46,9,1,453200717
1973798143,,,,Orphan,1,2,1,2,801360
1973814676,,,,Assign,14,1,14,1,1671675
1973819677,,,,Assign,3,3,3,3,2326716
1973819791,,,,Assign,14,1,14,1,2533557
1973828642,,,,Assign,4,3,4,3,1850251
1973832806,,,,Assign,2,2,2,2,1179947
1974181774,,,,Assign,1,3,1,3,2978911
1974186027,,,,Assign,3,3,3,3,5215948
1974458734,,,,Unimportant,1,2,1,2,16944415
1974501302,,,,Assign,1,3,1,3,260550
1974510773,,,,Assign,1,2,1,2,1496776
1974860352,,,,Assign,1,3,1,3,1939085
1974864349,,,,Traced,180,175,8,8,140443528
1975149801,LAL111_R,,LAL111,Traced,770,696,227,312,1234267827
1975814828,,,,Orphan,18,3,18,3,6205122
1976155513,,,,Orphan,1,3,1,3,2424840
1976500121,,,,Orphan,1,2,1,2,2348453
1976513689,,,,Orphan,32,1,32,1,3176462
1977208602,HRN_VP4_R,,HRN_VP4,Traced,152,154,6,4,121312221
1977527978,,,,Orphan,26,2,26,2,7706151
1978209738,ORN_VL2a_L,,ORN_VL2a,Traced,32,35,1,3,35749217
1978573010,VES013_R,,VES013,Traced,3104,1245,6,11,2249493425
1979547954,ORN_VL2p_R,,ORN_VL2p,Traced,176,124,1,1,97202067
1995305010,,,,Traced,44,74,7,6,107940477
1995598377,WED130_R,,WED130,Traced,344,148,15,6,366318809
1996288874,,,,Traced,56,237,4,20,241533760
2000028737,WED172_R,,WED172,Traced,272,106,9,8,281354758
2001422290,,,,Traced,59,184,14,23,118110287
2001461914,VES031_R,,VES031,Traced,1206,336,24,4,689879118
2002463568,,,,Traced,271,395,6,11,350430929
2002497657,,,,Traced,651,634,1,5,678122856
2003132270,,,,Traced,1840,415,34,34,714570461
2003459912,,,,Traced,1554,930,225,139,829700354
2003495133,,,,Traced,161,932,43,191,1036682838
2003783989,,,,Traced,200,8,28,3,112950499
2003814063,,,,Traced,146,238,52,99,259245470
2004807435,,,,Traced,493,95,36,28,290010318
2004807684,,,,Traced,63,189,13,34,165508306
2004815977,,,,Traced,563,174,71,31,422788558
2004859038,,,,Assign,1,2,1,2,1234766
2004859186,,,,Assign,3,2,3,2,501136
2005484604,WED157_R,,WED157,Traced,84,106,17,10,270810830
2005549158,,,,Assign,4,2,4,2,343553
2005877512,,,,Traced,327,245,199,117,297603840
2005877976,,,,Assign,3,2,3,2,1868723
2006183722,,,,Orphan,13,1,13,1,1016082
2006183803,,,,Orphan,11,1,11,1,386604
2006222555,VES025_R,,VES025,Traced,1794,815,11,2,1337567620
2006525034,,,,Orphan,22,1,22,1,1973130
2006529738,,,,Traced,120,981,109,904,914249477
2006538578,,,,Orphan,11,1,11,1,1378142
2006844666,,,,Orphan,1,2,1,2,1756506
2006845047,WED041_R,,WED041,Traced,152,60,12,16,216220301
2006926086,VES043_R,,VES043,Traced,672,23,420,13,221813631
2007872172,,,,Orphan,7,3,7,3,5809842
2007898123,,,,Orphan,3,2,3,2,1065197
2008571631,,,,Traced,29,76,7,21,86922535
2009235865,ORN_VL2p_L,,ORN_VL2p,Traced,70,45,1,1,54152744
2026284088,,,,Traced,52,454,3,26,429989070
2027609500,WED041_R,,WED041,Traced,177,67,7,23,211065932
2028675474,WED157_R,,WED157,Traced,96,149,39,59,275516786
2030031730,WED021_R,,WED021,Traced,270,147,5,20,221158265
2030701241,WED036_a_R,,WED036_a,Traced,373,103,60,7,344113841
2031407907,WED150_R,pIP13a candidates,WED150,Traced,67,7,9,1,207807027
2032470075,,,,Traced,855,31,11,1,278613092
2032815879,VES049_R,,VES049,Traced,919,277,13,5,710926782
2032820456,,,,Traced,791,80,4,3,348929678
2033161263,,,,Traced,478,11,18,1,324515706
2033493284,,,,Traced,66,597,1,16,519221026
2033503245,VES031_R,,VES031,Traced,1374,307,32,4,713416921
2034477252,WED149_R,pIP13a candidates,WED149,Traced,209,80,143,42,371771059
2034508705,,,,Traced,16,528,1,8,727761584
2034516836,SAD036_R,,SAD036,Traced,2903,745,142,44,1831787116
2034555457,,,,Traced,195,15,106,6,82083674
2035160006,,,,Orphan,2,3,2,3,2450356
2035181503,,,,Traced,262,684,22,76,888930815
2035181876,,,,Traced,105,824,1,26,839264676
2035185775,,,,Traced,34,506,9,107,607346602
2035501543,,,,Orphan,3,2,3,2,1875818
2035505487,,,,Orphan,10,2,10,2,1425104
2035544474,,,,Traced,103,583,16,40,391027326
2035837755,,,,Orphan,1,2,1,2,1255946
2035863377,,,,Orphan,4,3,4,3,4129426
2035884650,,,,Assign,2,2,2,2,253634
2035901946,,,,Traced,467,59,384,37,192607211
2036174383,,,,Traced,393,161,22,2,1087264646
2036178921,WED002_R,,WED002,Traced,130,162,22,32,267541159
2036182495,,,,Traced,248,1,2,1,208108765
2036515409,,,,Orphan,2,12,2,12,5583032
2036541402,,,,Orphan,6,2,6,2,2323494
2036861126,,,,Orphan,13,1,13,1,2664840
2036878120,LAL106_R,,LAL106,Traced,1623,188,451,65,714326202
2037223907,,,,Orphan,15,2,15,2,6146783
2037249359,,,,Assign,9,2,3,1,1397286
2037552260,,,,Orphan,24,1,24,1,1898916
2037555727,,,,Orphan,1,2,1,2,711529
2038255018,,,,Assign,10,1,10,1,729943
2038284916,,,,Orphan,22,21,2,2,12724832
2041993364,lLN7_R,,lLN7,Traced,849,328,17,2,1408055671
2057664544,,,,Traced,1032,5,63,4,464244359
2057996241,(PVM09)_L,,,Traced,346,407,96,131,421757113
2058004702,(PVM09)_L,,,Traced,204,325,61,81,313875228
2060406525,PS118_R,,PS118,Traced,487,225,36,8,661664841
2061411337,LAL132_R,,LAL132,Traced,597,252,220,71,447867609
2062106672,WED096_R,,WED096,Traced,248,176,55,13,513377827
2062404496,WED072_R,,WED072,Traced,1283,442,4,13,756590220
2062469355,,,,Traced,1180,33,413,13,347352470
2063177634,,,,Traced,71,611,3,30,384721803
2063514352,,,,Traced,193,190,9,5,309510299
2063842425,,,,Traced,87,401,2,11,330385222
2063854706,,,,Traced,42,264,1,20,150248681
2065530054,,,,Traced,229,717,28,92,920539677
2065533871,SAD009_R,,SAD009,Traced,371,135,12,8,366783423
2065542899,,,,Traced,15,397,1,22,417465654
2065875240,,,,Orphan,2,4,2,4,2005002
2066233599,,,,Traced,891,28,3,1,294425955
2066509864,SAD050_R,,SAD050,Traced,1397,469,6,11,1229434316
2066946900,,,,Traced,31,71,15,26,50548270
2067226576,,,,Orphan,2,5,2,5,1849003
2067562951,,,,Orphan,18,2,18,2,2959686
2067580245,,,,Traced,924,198,95,19,430502791
2067611345,,,,Traced,29,62,2,4,74313642
2067939582,,,,Orphan,13,8,1,1,4191463
2068232051,,,,Orphan,22,3,12,1,9960159
2068271446,,,,Orphan,17,1,17,1,2052761
2068292960,,,,Traced,189,28,3,2,79653615
2068616389,,,,Orphan,20,15,8,10,8592982
2090076660,,,,Traced,265,884,77,195,631723574
2091078020,WED032_R,,WED032,Traced,277,77,8,13,323714455
2091742192,WED021_R,,WED021,Traced,312,197,18,61,256063883
2091794210,LAL059_R,,LAL059,Traced,358,144,118,22,223585846
2092446344,WED057_R,,WED057,Traced,484,156,50,61,341707627
2094186530,SAD037_R,,SAD037,Traced,848,45,22,3,531406677
2094190336,,,,Traced,74,346,3,11,427330741
2094540274,,,,Traced,1450,356,42,23,835200308
2094881374,VES049_R,,VES049,Traced,1377,431,17,4,1146352042
2096556175,,,,Unimportant,9,2,9,2,5707431
2096909873,SAD008_R,,SAD008,Traced,153,127,5,10,280976048
2096914187,WED004_R,,WED004,Traced,264,74,2,8,367154696
2097225158,,,,Orphan,7,2,7,2,3254240
2097234375,,,,Orphan,3,3,3,3,2210656
2097596448,,,,Assign,3,2,1,1,1198767
2097596496,,,,Orphan,4,3,3,3,1598220
2097924338,,,,Traced,291,589,64,206,604326195
2097928626,LAL107_R,,LAL107,Traced,1853,206,910,107,628285411
2097932975,,,,Traced,64,455,15,72,431706201
2097933070,,,,Traced,77,450,8,40,343589893
2098274049,,,,Orphan,14,1,14,1,334271
2098965387,,,,Orphan,4,7,2,7,3834784
2100321223,,,,Orphan,4,4,4,4,3421082
2123144600,,,,Traced,506,185,12,21,315970528
2123809526,WED057_R,,WED057,Traced,404,132,85,60,377373097
2124137753,WED087_R,,WED087,Traced,254,54,6,2,230748441
2124762952,mALC2_L,,mALC2,Traced,20985,7281,4,1,12642223789
2125911391,,,,Traced,119,508,14,42,361891472
2126249153,,,,Traced,280,69,9,3,110365584
2126590043,,,,Traced,1219,24,137,2,422253500
2126866046,WED072_R,,WED072,Traced,1478,500,2,7,897835817
2128277501,,,,Orphan,30,1,30,1,1206907
2128631507,,,,Assign,1,2,1,2,216105
2128631984,,,,Orphan,1,2,1,1,1208523
2128963940,,,,Traced,101,142,54,49,98765539
2128981133,,,,Traced,80,561,8,29,477296890
2129304454,,,,Orphan,12,2,12,2,2015248
2129309327,,,,Traced,69,143,11,19,111332828
2129309700,,,,Orphan,46,3,46,3,5871072
2129314174,,,,Assign,3,2,2,2,1727148
2129637904,,,,Traced,205,26,33,3,101517417
2130038437,,,,Traced,11,19,3,5,15787526
2130345064,,,,Traced,239,59,21,5,158311470
2130665598,,,,Traced,601,29,67,4,226464555
2130691134,,,,Traced,60,3,12,1,52786593
2131023294,,,,Traced,198,39,8,2,106011575
2131960692,,,,Traced,40,318,1,3,455224795
2153842789,LAL056_R,,LAL056,Traced,327,151,141,114,408390545
2155574077,SAD009_R,,SAD009,Traced,384,118,5,4,350273815
2156601139,,,,Traced,130,131,9,10,133333950
2157641277,,,,Traced,189,447,1,13,341893548
2157988001,VES038_R,,VES038,Traced,378,236,1,1,392033514
2159311936,,,,Orphan,3,3,3,3,651876
2159653382,,,,Orphan,2,3,2,3,275863
2159968084,,,,Traced,25,174,1,12,153365635
