id,instance,notes,type,status,inputs (#post),outputs (#pre),LAL(R) #post,LAL(R) #pre,#voxels
791384849,SMP382_R,,SMP382,Traced,616,152,23,1,418545360
791527493,5-HTPMPV03_L,,5-HTPMPV03,Traced,4922,4679,60,91,9747295326
792040520,PPM1201_R,,PPM1201,Traced,3470,2760,81,22,2488927127
792368888,MBON20(y1y2)_R,,MBON20,Traced,6136,1988,851,7,5261473419
792800570,CL006_R,,CL006,Traced,257,165,53,70,397959432
793439006,(ADL08)_L,,,Traced,245,224,101,67,191028812
793797279,SMP475_R,pMP6c candidates,SMP475,Traced,805,241,97,2,705541770
794458695,IB020_R,LSm-IB,IB020,Traced,1769,542,565,25,1028928568
794462286,CRE003_b_R,aSP14b candidates,CRE003_b,Traced,584,285,104,27,559849976
794466376,IB049_R,,IB049,Traced,1541,583,577,48,1312411988
794963206,,,,Traced,37,159,6,29,166231138
795135527,LAL034_R,,LAL034,Traced,1035,245,630,179,420453129
795374201,CL115_R,,CL115,Traced,550,455,4,1,1051043348
795814655,LAL038_R,,LAL038,Traced,962,167,264,64,318123060
795826923,CRE017_R,,CRE017,Traced,1279,282,88,74,453936050
796061060,AVLP043_R,,AVLP043,Traced,829,429,3,12,1019298359
796146244,,,,Traced,201,230,23,16,197699992
796193592,CRE016_R,,CRE016,Traced,701,157,186,63,445230400
796836697,CRE055_R,,CRE055,Traced,968,235,29,4,394150100
796978752,LAL040(ADM03)_L,VeLC-LVe(c),LAL040,Traced,3804,1299,405,680,2338124058
797194962,CRE020_R,,CRE020,Traced,783,204,161,37,358687889
797216807,LAL024_R,,LAL024,Traced,622,208,310,182,379106687
797442049,AVLP280_R,,AVLP280,Traced,5079,2392,28,32,3888307448
797562316,CRE095_R,pMP6a candidates,CRE095,Traced,894,202,105,9,572311572
798892246,CRE058_R,,CRE058,Traced,338,167,12,38,404837069
799249679,CRE092_R,pMP6a candidates,CRE092,Traced,773,283,33,1,735601613
799263200,CRE043_d_R,,CRE043_d,Traced,1169,169,50,9,621057673
799279899,LAL154(PVM03)_L,,LAL154,Traced,1229,794,10,3,1511191160
799868224,AOTU019_R,AoSiLVe-LVeSpIp(c),AOTU019,Traced,16870,541,4522,1,8144664705
800212976,AOTU022_R,,AOTU022,Traced,592,211,11,27,520441588
800273538,CRE055_R,,CRE055,Traced,855,208,14,2,342115028
800286386,CRE080_R,pMP6b candidates,CRE080,Traced,1068,217,1,5,888608503
800303089,PPL108_R,,PPL108,Traced,5875,2272,646,491,2618373937
800373114,AVLP477(PDM12)_L,,AVLP477,Traced,323,845,11,53,1534568346
800588608,CRE085_R,,CRE085,Traced,749,290,77,22,677201437
800937779,LAL031_R,,LAL031,Traced,845,208,48,107,381160941
801283077,LAL030_a_R,,LAL030_a,Traced,702,218,432,189,354912883
816276925,KCg-m_R,,KCg-m,Traced,818,259,2,1,342972796
819725372,CL199_R,,CL199,Traced,3265,863,18,40,2739280146
819828986,EPG(PB08)_L5,EPG,EPG,Traced,3264,513,156,89,1242575632
820144012,EL(EQ5)_L,EBGAs,EL,Traced,4718,975,184,54,1326450645
821340054,PLP091_R,,PLP091,Traced,1884,1321,4,9,1772167614
821344462,OA-ASM2_R,,OA-ASM2,Traced,2838,1701,25,21,2809359784
821418392,LAL147_R,,LAL147,Traced,1528,312,236,189,922622109
821686394,VES012_R,,VES012,Traced,4416,1372,65,19,2780498507
821729349,CL167_R,,CL167,Traced,416,234,2,2,540732891
822351487,,,,Traced,2357,1322,40,3,2461782400
822708945,mALD3_L,,mALD3,Traced,1958,1536,55,9,1875675718
824128501,LAL030_b_R,,LAL030_b,Traced,573,196,109,96,339328650
825489724,CRE017_R,,CRE017,Traced,1439,377,78,65,567012991
825822254,LAL030_b_R,,LAL030_b,Traced,698,182,155,89,366896016
826511647,,,,Traced,111,137,38,51,145164742
826844892,LAL031_R,,LAL031,Traced,1332,330,92,116,522638175
826857417,(ADL08)_L,,,Traced,241,261,76,65,207268472
827198933,LAL032_R,,LAL032,Traced,969,225,313,118,373324874
827323331,CRE084_R,,CRE084,Traced,928,221,352,1,823611059
827422560,PLP187_R,,PLP187,Traced,635,203,87,105,601736428
827889434,CRE020_R,,CRE020,Traced,734,150,63,19,352855925
827889523,CRE009_R,,CRE009,Traced,2288,421,68,4,1078071024
827911067,CRE093_R,pMP6a candidates; SmCL-Si(b),CRE093,Traced,1569,210,470,25,659549451
828597380,CRE095_R,pMP6a candidates,CRE095,Traced,1004,227,138,14,584408366
829279239,LAL077_R,,LAL077,Traced,445,170,108,49,379529378
829572451,KCab-c_R,,KCab-c,Traced,364,147,1,1,205049129
829636950,CRE046_R,Sm-C,CRE046,Traced,1305,170,5,3,593390794
829939688,CRE058_R,,CRE058,Traced,447,171,9,34,468137590
830034406,LAL154_R,,LAL154,Traced,2561,825,909,8,1562703817
830419511,,,,Traced,263,177,10,30,257876494
830915321,AOTU027_R,,AOTU027,Traced,2031,549,112,207,1089343604
831225810,AOTU016_R,aSP16a candidates,AOTU016,Traced,994,261,66,123,509905365
831295271,,,,Traced,217,219,12,7,211982182
831321033,LAL110_R,,LAL110,Traced,713,214,506,34,474498142
832016427,FB4F_a_R,CRELALFB4_2,FB4F_a,Traced,1757,377,24,1,805737583
832357089,CRE044_R,,CRE044,Traced,1527,158,252,93,652753263
832974054,PS023_R,,PS023,Traced,514,205,47,9,300332639
850194651,PFL2(PB12b)_L4_C8,PB1-4FB1245LAL,PFL2,Traced,2910,381,51,176,1049700272
850855138,PFL3(PB12c)_L3_C5,PB1-7FB1245LAL,PFL3,Traced,2495,440,93,433,1238365051
851110676,LAL148_R,,LAL148,Traced,995,206,49,80,628388045
851114700,ATL044_R,,ATL044,Traced,1303,467,117,272,1108783024
851493896,PFL3(PB12c)_L1_C3,PB1-7FB1245LAL,PFL3,Traced,3272,336,99,331,981759380
853173648,IB111_R,,IB111,Traced,3556,610,13,25,2232034343
854883067,CRE014_R,,CRE014,Traced,642,208,85,36,537210766
857210366,(ADL08)_L,,,Traced,125,221,44,70,177317713
857538779,CRE093_R,pMP6a candidates; SmCL-Si(b),CRE093,Traced,1496,208,597,24,604647838
858232878,,,,Traced,108,111,39,35,128643427
858237673,LAL079_R,,LAL079,Traced,616,158,129,115,401636193
858573728,LAL034_R,,LAL034,Traced,929,196,583,149,362889107
858574470,LAL034_R,,LAL034,Traced,895,185,512,136,322638913
858587718,ExR6(ring)_R,,ExR6,Traced,9255,2395,4182,391,4204033525
858604499,CRE015_R,CLSm-LVe,CRE015,Traced,942,238,216,115,491869898
858838467,PVLP004_R,,PVLP004,Traced,1962,360,6,2,1156185108
858906840,LAL115_R,,LAL115,Traced,1870,675,1047,113,996343147
858928511,(ADL08)_L,,,Traced,130,292,12,24,230446095
858937324,FB4D_R,CRESMPFB4_2,FB4D,Traced,1784,335,1,1,650269006
859265651,PPL107_R,,PPL107,Traced,12366,5040,39,1,3767188818
859269976,LAL078_R,,LAL078,Traced,741,175,142,106,387270098
859960201,CRE043_b_R,,CRE043_b,Traced,1614,221,35,10,769800671
860305498,FB6N_R,CRESMPFB6_1,FB6N,Traced,2372,599,39,2,1360706288
860896571,AOTU041_R,,AOTU041,Traced,9915,1427,857,61,5458705228
860910626,AOTU033_R,,AOTU033,Traced,4816,1187,1323,112,2574576074
861005020,CRE029_b_L,,CRE029_b,Traced,757,255,52,6,642112276
861073717,CRE012(ADM05)_L,,CRE012,Traced,3864,1148,827,638,1872147154
861229043,AOTU017_R,aSP16a candidates,AOTU017,Traced,745,215,32,74,412679343
861233275,AOTU041_R,,AOTU041,Traced,10537,1562,1077,78,5877344329
861233300,AOTU017_R,aSP16a candidates,AOTU017,Traced,384,185,26,79,341519281
861237903,AOTU017_R,aSP16a candidates,AOTU017,Traced,437,182,29,56,406569216
861246683,AOTU016_R,aSP16a candidates,AOTU016,Traced,1196,341,73,129,635915929
861260193,AOTU016_R,aSP16a candidates,AOTU016,Traced,1304,342,52,120,653176179
861578855,AOTU015_R,aSP16b candidates,AOTU015,Traced,947,256,37,46,586299519
861583205,AOTU030_R,,AOTU030,Traced,809,325,145,25,624827084
861592758,AOTU017_R,aSP16a candidates,AOTU017,Traced,491,194,66,43,432232047
861937730,AOTU026_R,,AOTU026,Traced,1916,781,133,215,1128610240
862010850,LAL030_a_R,,LAL030_a,Traced,919,245,245,128,435380799
862036858,FB4P_b_R,CRESMPFB4_4,FB4P_b,Traced,2133,770,67,3,1334560758
862274410,AOTU016_R,aSP16a candidates,AOTU016,Traced,1202,326,79,122,691381747
862597411,AOTU001_R,,AOTU001,Traced,498,125,58,1,459493749
862671913,CRE054_R,,CRE054,Traced,1245,199,28,5,471800656
862787861,CRE037_R,,CRE037,Traced,247,130,19,10,379708980
862977470,LAL028_R,,LAL028,Traced,818,268,155,126,559483910
863331646,AOTU003_R,,AOTU003,Traced,610,227,27,71,530325498
863698974,LAL155(PVM03)_L,,LAL155,Traced,1494,548,10,9,1064408131
864073833,FB5V_R,CRELALFB5,FB5V,Traced,1389,217,803,11,679341918
864156049,CRE047(ADM10)_L,,CRE047,Traced,660,119,163,61,393708474
880875840,PFL2(PB12b)_L5_C9,PB1-4FB1245LAL,PFL2,Traced,2712,398,81,186,1069803729
880875861,PEG(PB07)_L5,PEG,PEG,Traced,1246,237,149,101,708615708
880875927,PFL3(PB12c)_L5_C7,PB1-7FB1245LAL,PFL3,Traced,2110,307,71,304,707899812
881898734,PEG(PB07)_L6,PEG,PEG,Traced,1094,236,179,108,720534350
882144985,IB005_R,,IB005,Traced,2133,702,379,287,1521696579
882200934,PFR_a(PB11a)_R1_C1_irreg,,PFR_a,Traced,1797,550,1,2,575096041
882239837,PFL2(PB12b)_L3_C7,PB1-4FB1245LAL,PFL2,Traced,3466,366,62,155,1151779323
882533209,PFL1(PB12a)_R1_C2_irreg,PFLC,PFL1,Traced,1547,341,56,296,1432354774
882580620,CL199(PDM12)_L,,CL199,Traced,724,858,8,26,1896030360
882922539,IB047(PDM28)_L,,IB047,Traced,1261,630,76,373,1410837303
885253534,FC2C(FQ7)_C4_L,FB1d367CRE,FC2C,Traced,1209,131,8,6,346770605
885495731,CL005_R,,CL005,Traced,323,156,54,72,432326168
885794269,WEDPN7B_R,,WEDPN7B,Traced,240,123,63,123,371266970
887230673,CRE016_R,,CRE016,Traced,685,186,162,84,392503930
887921032,CRE016_R,,CRE016,Traced,815,210,269,101,470137002
888577052,LAL080_R,,LAL080,Traced,615,169,181,118,360576095
888577071,,,,Traced,136,269,11,17,230594526
889863729,AVLP593(SCB079)_R,,AVLP593,Traced,2746,1564,7,10,2489164939
889975909,LAL078_R,,LAL078,Traced,678,169,193,121,372522081
890287086,CRE095_R,pMP6a candidates,CRE095,Traced,664,184,51,5,553903495
890619489,,,,Traced,171,241,39,47,197795265
890671753,FB5D_R,CRESMPFB5_1,FB5D,Traced,3018,613,40,3,1019105034
891663788,LAL080_R,,LAL080,Traced,602,177,144,122,393852657
892294329,AOTU025_R,,AOTU025,Traced,5310,777,193,375,1616459580
892385258,CRE043_a_R,,CRE043_a,Traced,1469,175,181,65,648862427
892398461,CRE014_R,,CRE014,Traced,842,184,150,13,561472253
892614148,AOTU001_R,,AOTU001,Traced,551,198,23,4,521641607
892722090,CRE081_R,pMP6b candidates,CRE081,Traced,987,274,85,5,1101501367
893741163,FB4P_a_R,CRESMPFB4_4,FB4P_a,Traced,2736,597,71,4,1011252039
893754136,(MBDLaxon2),,,Traced,2509,1179,200,227,3754329882
894020730,MBON31(a'1a)_R,,MBON31,Traced,10753,1087,438,442,2722993954
894362173,LAL004_R,,LAL004,Traced,469,208,121,93,469303915
894422413,LAL110_R,,LAL110,Traced,398,164,211,29,417847529
894436174,,,,Traced,234,346,62,63,401415595
894551935,CRE039_L,,CRE039,Traced,718,159,108,8,476239982
894702888,LAL013_R,,LAL013,Traced,2190,934,1204,284,1654988582
894707517,AOTU004_R,,AOTU004,Traced,394,142,53,56,320253988
895091952,CRE086_R,,CRE086,Traced,433,210,168,6,582730273
895441451,MBON26(B'2d)_R,,MBON26,Traced,11560,1283,3662,551,2786939491
910451489,PPM1204_R,,PPM1204,Traced,866,343,75,153,766153950
911565319,PFL1(PB12a)_L5_C6,PFLC,PFL1,Traced,1636,297,55,259,1118569527
911569552,PFL3(PB12c)_L5_C7,PB1-7FB1245LAL,PFL3,Traced,2113,338,81,328,860588162
911578483,PFL1(PB12a)_L6_C7,PFLC,PFL1,Traced,1306,282,50,254,1241067076
911897964,PFNv(PB05)_L4_C3,PFNv,PFNv,Traced,824,190,2,1,382389771
912390737,PLP041_R,,PLP041,Traced,345,87,70,47,280800070
912545106,EPG(PB08)_L2,EPG,EPG,Traced,4273,564,121,64,1279652378
912596952,EL(EQ5)_L,EBGAs,EL,Traced,4195,919,190,48,1264795351
912601268,EPG(PB08)_L6,EPG,EPG,Traced,3433,459,132,63,961831095
912894991,PFNv(PB05)_L3_C2,PFNv,PFNv,Traced,1524,325,14,5,631785776
912925080,PFL3(PB12c)_L3_C5,PB1-7FB1245LAL,PFL3,Traced,2624,442,112,435,1310859231
912951014,MBON26(B'2d)(PDM28)_L,,MBON26,Traced,6395,1588,450,699,2272675577
913262104,IB005(ADM03)_L,,IB005,Traced,1471,663,205,194,1110181889
913681721,LHPV3a1_R,,LHPV3a1,Traced,1309,209,42,105,457986323
914298735,IB024_R,,IB024,Traced,2326,405,865,14,990470176
914778159,CL112_R,,CL112,Traced,3150,1126,275,21,2165918076
915105429,PVLP076_R,,PVLP076,Traced,6326,2037,75,22,3552957550
915503330,PLP032_R,,PLP032,Traced,1443,1260,61,182,3007064555
915519608,LAL006_R,,LAL006,Traced,299,148,42,63,410875506
915623395,FC2B(FQ7)_C5_L,FB1d356CRE,FC2B,Traced,1419,154,7,7,255657566
916284630,PFL2(PB12b)_R2_C4,PB1-4FB1245LAL,PFL2,Traced,2791,419,50,207,1366489368
916456567,AVLP495_R,,AVLP495,Traced,554,241,4,2,551973034
916628962,FB1I_R,SMPSIPFB1d7,FB1I,Traced,1812,394,1,1,1060563413
917647959,ExR1(ring)_L,,ExR1,Traced,10018,1583,535,40,3151242119
917919724,CRE066_R,,CRE066,Traced,605,431,174,2,706765280
918334668,ExR1(ring)_L,,ExR1,Traced,9714,1379,403,31,2637843316
919202307,VES063_R,,VES063,Traced,1802,1085,154,15,1719299540
919624822,LAL078_R,,LAL078,Traced,636,169,207,116,361140902
919763043,ExR3(ring)_L,5-HTPMPD candidates,ExR3,Traced,7694,4294,13,7,4148353890
920869856,PLP161_R,,PLP161,Traced,1069,382,5,3,1263748183
920873167,PLP161_R,,PLP161,Traced,1346,386,5,3,1297386320
920994194,LAL077_R,,LAL077,Traced,602,174,173,103,416691319
921015773,LAL080_R,,LAL080,Traced,461,183,106,122,386320266
921654144,LAL057_R,,LAL057,Traced,243,217,105,66,316642244
921667198,LAL078_R,,LAL078,Traced,626,186,199,151,413502417
921684387,,,,Traced,80,96,2,2,133292428
922659797,CL289_R,,CL289,Traced,1031,537,52,1,1270154260
923761285,CRE106_R,,CRE106,Traced,720,484,67,82,892279916
923989857,AOTU003_R,,AOTU003,Traced,433,151,6,5,432072992
924049792,,,,Traced,1887,1847,335,307,1155907178
924788221,CL261_R,,CL261,Traced,533,232,7,2,739290388
925241334,LAL155_R,,LAL155,Traced,3211,604,1992,95,1395981955
925811326,,,,Traced,838,1189,177,203,1225284890
926454306,LAL043_R,,LAL043,Traced,1271,189,848,170,573320064
926490072,FB5V_R,CRELALFB5,FB5V,Traced,1779,303,387,17,726427285
926813501,LAL043_R,,LAL043,Traced,758,127,462,59,463360163
941939879,PFL3(PB12c)_L6_C8,PB1-7FB1245LAL,PFL3,Traced,2359,485,106,477,1137135613
942587380,PEG(PB07)_L4,PEG,PEG,Traced,1528,253,163,108,737594409
943412282,PLP043_R,,PLP043,Traced,363,96,88,66,279662313
943420877,PLP040_R,,PLP040,Traced,305,83,91,57,259661809
943420940,PLP041_R,,PLP041,Traced,375,87,91,60,262905942
943955813,PFR_b(PB11b)_L3_C3,PFR_b,PFR_b,Traced,1910,324,17,4,666717755
944224077,LAL147_R,,LAL147,Traced,1054,273,251,129,888769523
944262351,PFL3(PB12c)_L1_C3,PB1-7FB1245LAL,PFL3,Traced,2736,332,110,329,948535579
947233211,CL005_R,,CL005,Traced,274,194,61,94,474112030
947573616,AVLP016_R,,AVLP016,Traced,21382,4740,32,4,9505229709
947582284,CL308_R,,CL308,Traced,3091,666,87,133,1835937992
948333783,PFL2(PB12b)_R3_C3,PB1-4FB1245LAL,PFL2,Traced,3219,320,60,155,1090467478
948709216,ExR1(ring)_R,,ExR1,Traced,10008,1519,795,40,3591373150
949710555,ExR1(ring)_R,,ExR1,Traced,10306,1447,707,42,3339909507
950229431,PPM1201_R,,PPM1201,Traced,2828,2520,62,19,2169295514
950888882,AVLP155_R,,AVLP155,Traced,1647,639,6,2,1220855773
951670988,LAL035_R,,LAL035,Traced,770,224,566,224,403793271
952374245,LAL114_R,,LAL114,Traced,1394,573,843,153,1003906934
952525648,VES059_R,L-Ve1,VES059,Traced,3514,601,1570,20,1329744205
952723817,CRE056_R,,CRE056,Traced,496,166,27,3,347711638
952727922,PLP048_R,,PLP048,Traced,240,69,4,3,250780368
953410147,CRE056_R,,CRE056,Traced,614,157,30,4,345279041
953414758,,,,Traced,139,101,2,2,126179197
953414780,FB4H_R,CRELALFB4_4,FB4H,Traced,4189,875,397,28,2648335537
953855039,LAL110_R,,LAL110,Traced,555,195,433,47,450227454
954053018,KCab-c_R,,KCab-c,Traced,468,158,1,1,241045676
955464899,PAM12(y3)_R,,PAM12,Traced,1174,183,73,1,382633721
955733080,AOTU004_R,,AOTU004,Traced,430,165,93,74,296213575
956518968,LAL200(SCB015)_R,,LAL200,Traced,4730,1086,1484,22,1850150514
956820684,LAL110_R,,LAL110,Traced,638,223,472,41,470275757
957131025,LAL043_R,,LAL043,Traced,1403,196,1090,177,587469158
958197533,LAL042_R,,LAL042,Traced,1365,214,945,130,799512116
973488234,KCg-m_R,,KCg-m,Traced,770,256,3,2,349712658
973954598,PFR_a(PB11a)_L3_C3,PFR_a,PFR_a,Traced,1987,576,8,7,608509959
974300015,PEG(PB07)_L3,PEG,PEG,Traced,1396,268,158,116,785035775
974645472,PFR_a(PB11a)_L3_C3,PFR_a,PFR_a,Traced,1829,589,11,3,523810983
975197713,LAL192_R,,LAL192,Traced,843,568,113,191,786663687
975457916,M_vPNml60_R,VP1d++ vPN (Marin et al. Curr Biol 2020),M_vPNml60,Traced,298,151,39,3,242629315
976190756,PLP013_R,,PLP013,Traced,944,567,41,9,869527146
976506780,,,,Traced,304,812,2,21,1582159070
977339122,FB5L_R,CRESMPFB5_4,FB5L,Traced,2779,749,43,4,1724906752
977339225,FC2B(FQ7)_C4_L,FB1d356CRE,FC2B,Traced,2397,231,8,2,487044433
977352235,FC2B(FQ7)_C6_L,FB1d356CRE,FC2B,Traced,1555,168,5,3,371012802
977710985,AOTU046(PDM21)_L,,AOTU046,Traced,1349,602,4,8,1622607507
978051730,AOTU046(PDM21)_L,,AOTU046,Traced,1404,620,7,3,1632341703
978336888,AOTU046_R,,AOTU046,Traced,1958,713,9,8,1774175847
978673646,FB6M_R,WEDLALFB6,FB6M,Traced,1171,353,147,67,1224788672
978681977,FC2C(FQ7)_C3_L,FB1d367CRE,FC2C,Traced,1463,145,9,1,342530480
978733459,ExR5(ring)_L,,ExR5,Traced,2994,1148,52,41,1935836510
979666456,LAL006_R,,LAL006,Traced,282,107,25,55,341160091
979752365,PFL2(PB12b)_L3_C7,PB1-4FB1245LAL,PFL2,Traced,2750,307,45,145,1104413493
981306774,AOTU038_R,,AOTU038,Traced,234,55,5,1,349769614
982389963,LAL066_R,,LAL066,Traced,518,113,302,35,300584879
983042740,LAL061_R,,LAL061,Traced,306,113,168,9,179405362
983063787,,,,Traced,150,352,25,49,272758710
983064344,,,,Traced,123,266,28,66,195389314
983425901,PLP042_a_R,Pl-CSm,PLP042_a,Traced,497,108,11,3,347983732
983646563,CL363(SCB046)_R,,CL363,Traced,676,855,5,1,1055347684
983759126,PAM12(y3)_R,,PAM12,Traced,963,155,66,1,332844630
983767417,LAL175_R,,LAL175,Traced,885,116,459,58,603981792
983771898,,,,Traced,370,449,1,2,357394580
984030630,DNp34(PVM01)_L,,DNp34,Traced,1097,56,54,1,1476035193
984440810,LAL062_R,,LAL062,Traced,439,142,345,129,605336303
984449267,CRE056_R,,CRE056,Traced,375,148,6,4,330272475
984536209,LAL100_R,,LAL100,Traced,3609,1173,1852,281,2063807718
984540390,CRE059(AVM13)_L,,CRE059,Traced,622,538,35,19,540136093
984794932,CRE068_R,,CRE068,Traced,513,268,264,24,494990396
984799284,CRE060_R,,CRE060,Traced,844,393,298,10,738647628
985813153,MBON21(y4y5)(PVL06)_L,,MBON21,Traced,10041,1229,21,86,2278694286
985826737,LAL185_R,pIP11 candidates,LAL185,Traced,1411,550,847,138,1029524227
986089634,AOTU003_R,,AOTU003,Traced,506,175,28,56,450761383
986974738,CRE010(ADM03)_L,,CRE010,Traced,649,333,144,67,627397855
987117151,LAL010_R,,LAL010,Traced,5629,1206,3829,576,2060716216
988567837,FB4G_R,CRELALFB4_3,FB4G,Traced,3861,785,363,33,1567841591
988909130,FB5V_R,CRELALFB5,FB5V,Traced,1745,269,514,11,714290599
989228019,FB5V_R,CRELALFB5,FB5V,Traced,2006,322,522,17,747593114
1003672766,PFL1(PB12a)_L7_C9,PFLC,PFL1,Traced,1149,312,61,275,964632002
1004014587,PEG(PB07)_L7,PEG,PEG,Traced,935,211,202,90,413950685
1004017998,EPG(PB08)_L7,EPG,EPG,Traced,3073,414,132,74,965411401
1004700437,PFL3(PB12c)_L7_C9,PB1-7FB1245LAL,PFL3,Traced,2588,513,107,504,1092150568
1005149651,PLP096_R,,PLP096,Traced,2171,1352,7,5,1877208087
1005196784,LAL202(SCB050)_R,,LAL202,Traced,788,557,235,380,1121462370
1005308608,EL(EQ5)_L,EBGAs,EL,Traced,4381,729,171,47,1157310567
1005499520,PLP044_R,,PLP044,Traced,181,104,45,80,290402952
1005611902,LAL150_R,,LAL150,Traced,477,125,107,63,435775742
1005710800,ExR7(ring)_L,,ExR7,Traced,2301,841,86,171,1439854944
1005857944,PLP031_R,,PLP031,Traced,5231,4429,24,12,4594615165
1006876508,PLP013_R,,PLP013,Traced,1072,607,80,18,891501776
1008041969,PFR_a(PB11a)_L5_C5,PFR_a,PFR_a,Traced,1345,416,2,8,513227795
1008059095,,,,Traced,476,706,25,41,705804597
1008378448,FB4Y(EB/NO1)_R,EBCREFB45,FB4Y,Traced,6301,1791,579,3,2716937442
1008391068,FC2B(FQ7)_C6_L,FB1d356CRE,FC2B,Traced,2174,219,2,4,459251728
1010235132,AVLP495_R,,AVLP495,Traced,504,217,33,18,577215624
1010437434,FC2C(FQ7)_C7_L,FB1d367CRE,FC2C,Traced,1015,118,2,3,245307806
1011184205,DSKMP1B(PVM02)_L,,DSKMP1B,Traced,473,544,9,11,4703423471
1011611587,LAL002_R,,LAL002,Traced,2392,876,560,495,1502700413
1013066710,CRE071_R,,CRE071,Traced,1410,623,524,9,1233966102
1013416147,CRE100_R,CL-VeSp,CRE100,Traced,4210,731,1721,20,2844874766
1013757060,PLP042_b_R,Pl-C,PLP042_b,Traced,459,86,11,4,253402853
1014107332,,,,Traced,160,339,42,76,262794569
1014344148,AVLP151_R,,AVLP151,Traced,4983,1347,7,4,5060100053
1014802430,LAL175_R,,LAL175,Traced,1878,450,582,67,924926310
1015138886,,,,Traced,85,98,15,7,132629721
1015143077,CRE024_L,,CRE024,Traced,4924,969,339,22,1768786393
1015458774,LAL062_R,,LAL062,Traced,565,157,458,150,328805122
1015479949,CRE003_a_R,aSP14b candidates,CRE003_a,Traced,769,309,158,47,656458777
1015484487,,,,Traced,623,710,13,6,523595977
1015570297,CRE059(AVM13)_L,,CRE059,Traced,667,563,66,37,593637995
1016166622,CRE067_R,,CRE067,Traced,1039,396,147,3,735317516
1016506999,LAL198_R,,LAL198,Traced,2427,780,1858,58,1609357758
1017547830,CRE081_R,pMP6b candidates,CRE081,Traced,575,195,22,3,750550779
1018550022,,,,Traced,143,82,1,2,116601785
1019607245,FB4E_R,CRELALFB4_1,FB4E,Traced,1071,193,220,1,416373122
1020280792,FB5V_R,CRELALFB5,FB5V,Traced,1086,180,357,3,574733412
1020608279,ATL027_R,,ATL027,Traced,4211,625,1694,46,1133571391
1035045015,EPG(PB08)_L7,EPG,EPG,Traced,4196,549,121,80,1027118663
1035393986,FC2C(FQ7)_C7_L,FB1d367CRE,FC2C,Traced,947,107,7,4,255205366
1035459511,PLP047_R,,PLP047,Traced,351,74,33,72,312890613
1035601661,PPM1202_R,,PPM1202,Traced,1150,710,161,144,878282609
1035843717,PLP044_R,,PLP044,Traced,195,116,86,94,288362345
1036503560,LHPV3a1_R,,LHPV3a1,Traced,1254,229,32,84,502388494
1036637638,ExR3(ring)_R,5-HTPMPD candidates,ExR3,Traced,10576,4817,1440,157,5331729469
1036637830,LAL150_R,,LAL150,Traced,589,140,77,83,493173947
1036646944,LAL149_R,,LAL149,Traced,691,206,155,91,605828002
1036753721,EL(EQ5)_L,EBGAs,EL,Traced,4431,918,183,58,1219998811
1036863032,WEDPN17_a_R,,WEDPN17_a,Traced,339,248,155,15,269723026
1037332628,LAL149_R,,LAL149,Traced,872,206,209,100,521507484
1037750917,IB009_R,,IB009,Traced,5041,1211,5,1,2694604466
1038070642,AOTU064(SCB012)_R,,AOTU064,Traced,3821,1075,55,74,1997490881
1039280664,AVLP587_L,,AVLP587,Traced,355,157,9,2,363632530
1040393594,PFGs(PB10)_L3_C3,PFGs; Tdc2-PB1/2 candidates,PFGs,Traced,3123,690,21,2,1117514933
1040609241,WEDPN7B_R,,WEDPN7B,Traced,272,126,65,122,385821508
1041071176,FC2B(FQ7)_C2_L,FB1d356CRE,FC2B,Traced,2141,185,7,1,468252374
1041666949,,,,Traced,3413,5506,247,343,3533861855
1042724993,CL212_R,,CL212,Traced,2373,579,15,2,1625368804
1043700892,AVLP369_R,,AVLP369,Traced,1931,962,1,1,1818031059
1043825714,ExR5(ring)_R,,ExR5,Traced,3240,1086,68,50,2079662476
1044037281,AVLP577_R,,AVLP577,Traced,1566,465,2,4,1406855324
1045427708,VES022_R,aDT5b candidates,VES022,Traced,660,138,141,21,344695331
1045832508,LAL075(AVM07)_L,L-LC(c)2,LAL075,Traced,1095,596,164,237,760736824
1046177683,LAL050_R,,LAL050,Traced,438,132,392,127,200852667
1046726261,TuBu01_ABU_R,,TuBu01,Traced,577,136,24,2,392624531
1047426385,TuBu01_ABU_R,,TuBu01,Traced,525,119,15,28,366681305
1047676850,CRE008(ADM02)_L,,CRE008,Traced,557,259,57,16,552011293
1047887562,CRE068_R,,CRE068,Traced,594,325,238,15,562548941
1048250312,LAL155_R,,LAL155,Traced,2385,591,1485,104,1317529596
1048846074,LAL020_R,,LAL020,Traced,599,251,381,85,423716710
1049247113,LAL160_R,CL-LC(c),LAL160,Traced,2653,450,1178,131,959950008
1049261193,CRE106_R,,CRE106,Traced,572,459,54,71,876624366
1050249353,CRE104_R,,CRE104,Traced,297,157,48,66,553708813
1050266721,FB5V_R,CRELALFB5,FB5V,Traced,1134,170,339,2,548801057
1050581215,CRE045_R,,CRE045,Traced,968,166,3,8,603697973
1050922195,AOTU020_R,,AOTU020,Traced,818,226,100,96,671962476
1050935614,FB5V_R,CRELALFB5,FB5V,Traced,1460,268,185,14,670369042
1051311534,LAL176_R,,LAL176,Traced,1060,188,378,9,541040227
1051631142,LAL043_R,,LAL043,Traced,899,154,693,127,498941676
1051980223,FB4F_a_R,CRELALFB4_2,FB4F_a,Traced,1815,401,484,8,724270517
