id,instance,notes,type,status,inputs (#post),outputs (#pre),FB #post,FB #pre,#voxels
1382195959,FC1B(FQ6)_C7_L,FB2CRE,FC1B,Traced,716,148,705,143,224759500
1382217663,,,,Orphan,9,4,9,4,3341062
1382218098,vDeltaM_C8,FB1vD0FB4,vDeltaM,Traced,230,33,224,33,140112409
1382450379,,,,Orphan,13,10,13,10,6588924
1382503090,,,,Orphan,18,8,18,8,5791277
1382545549,,,,Orphan,83,4,83,4,4582681
1382562932,,,,Orphan,8,4,8,4,1434620
1382567752,,,,Assign,2,2,2,2,90336
1382568132,,,,Orphan,6,5,6,5,2637590
1382796029,,,,Assign,1,2,1,2,123837
1382796198,,,,Assign,11,1,11,1,2020783
1382796286,,,,Orphan,23,2,23,2,4070972
1382852012,,,,Orphan,9,5,9,5,3219589
1382908508,,,,Assign,3,2,3,2,152096
1383137202,,,,Orphan,19,4,19,4,5887198
1383141528,,,,Assign,10,1,10,1,183432
1383215046,,,,Orphan,14,2,14,2,1087611
1383223832,,,,Assign,1,2,1,2,464224
1383452563,hDeltaJ_08_C7a,FB1234D5FB45,hDeltaJ,Traced,732,180,730,180,462961002
1383461199,vDeltaI_C0,FB1D0FB5,vDeltaI,Traced,589,89,585,89,226757794
1383477798,,,,Assign,5,2,5,2,415903
1383573434,,,,Orphan,87,65,87,65,28202822
1383590165,,,,Assign,12,1,12,1,1428136
1383590544,,,,Assign,10,1,10,1,1064827
1383814996,,,,Orphan,50,11,50,11,9716787
1383828111,vDeltaK_C2,FB1vD0FB4d5v,vDeltaK,Traced,460,57,459,57,193368149
1383831807,,,,Assign,1,2,1,2,10801
1383901205,,,,Orphan,25,3,25,3,4449814
1383905754,vDeltaK_C7,FB1vD0FB4d5v,vDeltaK,Traced,293,39,287,39,138189995
1383931475,,,,Assign,3,2,3,2,337299
1383931665,,,,Orphan,36,5,36,5,5268379
1383931906,,,,Orphan,4,2,4,2,73755
1383936309,,,,Orphan,37,16,37,16,11387853
1384134257,,,,Orphan,6,3,6,3,3050836
1384268520,,,,Assign,1,2,1,2,559473
1384277275,hDeltaB_06_C6,FB34vD5FB34v,hDeltaB,Traced,1927,496,1923,494,861553050
1384505707,vDeltaK_C0,FB1vD0FB4d5v,vDeltaK,Traced,342,54,341,54,154508438
1384592348,vDeltaK_C9,FB1vD0FB4d5v,vDeltaK,Traced,361,58,356,58,164890380
1384609821,,,,Assign,6,2,6,2,2097178
1384613469,,,,Orphan,6,3,6,3,1041937
1384618560,,,,Orphan,73,13,63,12,10233326
1384838021,,,,Assign,3,2,3,2,1424072
1384846826,,,,Assign,3,2,3,2,139409
1385291360,,,,Assign,3,2,3,2,430596
1385291666,vDeltaC_C9,FB1D0FB7_2,vDeltaC,Traced,533,89,528,89,199799582
1385291703,vDeltaA_b_C9,FB1D0FB8,vDeltaA_b,Traced,275,58,270,57,158923129
1385296403,,,,Orphan,26,3,26,3,2212446
1385506956,,,,Assign,4,2,4,2,474802
1385524378,FC1E(FQ6)_C1_R,FB2CRE,FC1E,Traced,587,113,573,71,302316971
1406642759,FC1D(FQ6)_C2_R,FB2CRE,FC1D,Traced,482,140,466,115,315421442
1410105306,PFNp_e(PB01a)_R4_C7,PFNp_e,PFNp_e,Traced,346,67,28,33,186565124
1410105831,FC1F(FQ6)_C2_L,FB2CRE,FC1F,Traced,971,226,965,225,323331282
1410118722,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,133,18,37,16,118974380
1410122382,PFNm_a(PB02a)_R6_C5,PFNm_a,PFNm_a,Traced,538,95,79,55,245546738
1410122586,PFNp_c(PB01c)_R6_C5,PFNp_c,PFNp_c,Traced,475,86,34,57,235054644
1410122843,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,210,46,19,22,134434265
1410122892,PFNp_c(PB01c)_R6_C5,PFNp_c,PFNp_c,Traced,435,80,27,48,236861136
1410126765,,,,Orphan,32,16,32,16,16202045
1410127303,PFNp_c(PB01c)_L6_C5,PFNp_c,PFNp_c,Traced,435,96,36,54,238160891
1410127581,PFNm_a(PB02a)_L6_C5,PFNm_a,PFNm_a,Traced,421,94,60,55,222599797
1410131123,,,,Orphan,5,4,5,4,2430394
1410131356,,,,Assign,1,2,1,2,2337486
1410131759,,,,Orphan,8,2,8,2,2122438
1410450511,PFNm_b(PB02b)_R4_C7,PFNm_b,PFNm_b,Traced,498,86,84,50,216523210
1410450514,PFNp_a(PB01a)_R6_C5,PFNp_a,PFNp_a,Traced,209,58,16,29,137642051
1410450576,PFNp_d(PB01a)_R6_C5,PFNp_d,PFNp_d,Traced,106,27,44,27,102460746
1410450694,PFNp_b(PB01b)_R4_C7,PFNp_b,PFNp_b,Traced,186,47,18,22,144402524
1410450859,PFNp_a(PB01a)_R6_C5,PFNp_a,PFNp_a,Traced,202,41,12,19,128311617
1410450949,PFNm_a(PB02a)_R6_C5,PFNm_a,PFNm_a,Traced,586,108,36,64,263849323
1410451120,PFNp_c(PB01c)_R6_C5,PFNp_c,PFNp_c,Traced,429,82,21,44,206071298
1410451151,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,176,43,18,24,133385361
1410472719,PFNp_c(PB01c)_L6_C5,PFNp_c,PFNp_c,Traced,422,81,32,49,202552831
1410473013,,,,Orphan,6,5,6,5,3605709
1410791732,,,,Assign,3,2,3,2,1779901
1410792125,,,,Orphan,1,6,1,6,4169133
1410792194,,,,Assign,3,2,3,2,985255
1410801066,PFNp_d(PB01a)_R5_C6,PFNp_d,PFNp_d,Traced,159,33,68,29,120213107
1410813978,PFNp_b(PB01b)_L6_C5,PFNp_b,PFNp_b,Traced,141,38,20,19,113474514
1411133130,,,,Assign,3,2,3,2,1562200
1411159006,,,,Assign,1,2,1,2,21922
1411469323,,,,Orphan,8,3,8,3,880310
1411473912,,,,Assign,6,2,6,2,2492079
1411474242,,,,Assign,10,1,10,1,1613404
1411810427,,,,Assign,1,2,1,2,860695
1411836224,,,,Orphan,34,10,34,10,8761759
1411862814,PFNa(PB03)_R4_C7,PFNa,PFNa,Traced,542,110,39,73,297901324
1412142846,,,,Orphan,11,1,11,1,122984
1412151626,,,,Orphan,3,6,3,6,1729124
1412164346,PFNm_b(PB02b)_L5_C4,PFNm_b,PFNm_b,Traced,470,122,132,82,269470639
1412238418,PFNa(PB03)_L8_C7,PFNa,PFNa,Traced,499,122,36,80,293819301
1412492474,,,,Orphan,3,2,3,2,203002
1412497444,,,,Orphan,4,5,4,5,2433011
1412501492,,,,Orphan,16,1,16,1,833740
1412523133,,,,Orphan,21,4,21,4,6222110
1412544680,,,,Assign,1,2,1,2,38051
1412561733,,,,Assign,2,2,2,2,1155953
1413174893,,,,Unimportant,2,2,2,2,2289134
1413179101,,,,Orphan,9,7,9,7,5340337
1413546411,,,,Assign,1,2,1,2,254918
1413554661,,,,Assign,1,2,1,2,55236
1413572068,vDeltaL_C9,FB1vD0FB4,vDeltaL,Traced,203,29,199,29,127601027
1413589766,vDeltaL_C9,FB1vD0FB4,vDeltaL,Traced,393,37,390,37,153277906
1413593322,vDeltaL_C8,FB1vD0FB4,vDeltaL,Traced,357,37,352,37,163642068
1413602759,,,,Assign,1,2,1,2,518207
1413813658,hDeltaB_08_C7,FB34vD5FB34v,hDeltaB,Traced,2212,642,2206,637,1195707566
1413882984,vDeltaA_a(AB)_C6,AF,vDeltaA_a,Traced,195,39,107,28,146847871
1414184933,vDeltaL_C1,FB1vD0FB4,vDeltaL,Traced,343,43,341,43,141454886
1414189518,vDeltaM_C2,FB1vD0FB4,vDeltaM,Traced,290,38,280,38,156081529
1414194088,,,,Orphan,31,9,31,9,6549627
1414284230,,,,Assign,3,2,3,2,92964
1414284928,,,,Assign,1,2,1,2,54898
1414617465,PFNp_d(PB01a)_R_C8_irreg,PFNp_d,PFNp_d,Traced,163,22,125,22,138069021
1414625034,,,,Orphan,10,3,10,3,2173275
1414629343,,,,Orphan,24,6,24,6,4055148
1414845661,vDeltaK_C0,FB1vD0FB4d5v,vDeltaK,Traced,434,70,426,70,190354401
1414867337,,,,Orphan,16,1,16,1,328824
1414936386,,,,Orphan,38,3,28,3,4723542
1414967037,,,,Orphan,7,4,7,4,1936030
1415182325,vDeltaJ_C0,FB1D0FB5v,vDeltaJ,Traced,520,77,515,76,163045063
1415199253,vDeltaM_C1,FB1vD0FB4,vDeltaM,Traced,224,30,223,30,121573363
1415277074,,,,Assign,2,2,2,2,299077
1415281404,,,,Assign,10,1,10,1,2116715
1415307402,,,,Assign,2,2,2,2,22574
1415307672,,,,Orphan,13,1,13,1,131088
1415308125,,,,Assign,6,2,6,2,574589
1415441424,CL062_b_R,,CL062_b,Traced,567,173,4,1,480303314
1415510486,,,,Orphan,10,6,10,6,4257909
1415631017,,,,Unimportant,2,2,2,2,4141407
1415644082,,,,Orphan,15,8,15,8,3917302
1415648516,,,,Orphan,7,3,7,3,1303238
1415877516,vDeltaM_C1,FB1vD0FB4,vDeltaM,Traced,136,23,107,23,112204243
1415990074,,,,Orphan,7,2,7,2,1308192
1416326106,,,,Orphan,6,5,6,5,3221694
1417573898,FB3D_R,LALCREFB3,FB3D,Traced,1085,173,679,171,394371140
1418618235,SIFa(PDM34),,SIFa,Traced,1592,935,131,64,6190229391
1434639206,vDeltaG_C0,FB12D0FB5d,vDeltaG,Traced,655,138,651,137,273014882
1438028038,Delta?,,,Traced,311,42,300,42,138260376
1438359720,,,,Orphan,9,20,3,5,131504881
1441144493,PFNp_c(PB01c)_R4_C7,PFNp_c,PFNp_c,Traced,420,80,24,42,220073717
1441162163,,,,Orphan,19,4,19,4,7366986
1441481281,PFNm_a(PB02a)_R4_C7,PFNm_a,PFNm_a,Traced,628,111,57,62,272518264
1441485388,PFNp_a(PB01a)_R4_C7,PFNp_a,PFNp_a,Traced,186,44,25,25,126265270
1441485464,PFNp_e(PB01a)_R6_C5,PFNp_e,PFNp_e,Traced,345,61,12,28,200205040
1441485633,PFNp_c(PB01c)_R4_C7,PFNp_c,PFNp_c,Traced,355,68,18,35,197085606
1441485832,PFNp_c(PB01c)_R4_C7,PFNp_c,PFNp_c,Traced,457,94,28,55,253913577
1441485942,PFNp_c(PB01c)_R4_C7,PFNp_c,PFNp_c,Traced,401,88,25,52,241584337
1441486002,PFNp_e(PB01a)_R4_C7,PFNp_e,PFNp_e,Traced,241,57,20,33,161955424
1441498763,PFNp_b(PB01b)_L6_C5,PFNp_b,PFNp_b,Traced,124,44,8,16,128861177
1441499171,PFNp_b(PB01b)_L6_C5,PFNp_b,PFNp_b,Traced,124,41,7,17,123344847
1441499284,PFNp_b(PB01b)_L6_C5,PFNp_b,PFNp_b,Traced,134,44,26,24,128766829
1441503403,PFNp_b(PB01b)_L6_C5,PFNp_b,PFNp_b,Traced,151,55,25,25,130308290
1441503748,PFNp_c(PB01c)_L6_C5,PFNp_c,PFNp_c,Traced,350,89,17,54,237030936
1441848753,PFNp_b(PB01b)_L6_C5,PFNp_b,PFNp_b,Traced,153,44,24,22,113419994
1442155087,,,,Assign,12,1,12,1,2259198
1442163893,,,,Orphan,32,10,32,10,8491345
1442176435,vDeltaA_b_C5,FB1D0FB8,vDeltaA_b,Traced,224,66,223,66,179106984
1442176747,FB1A_L,SMPSIPFB13,FB1A,Traced,737,289,416,284,510559857
1442534914,,,,Orphan,9,5,9,5,3110246
1442556708,PFNp_d(PB01a)_L7_C6,PFNp_d,PFNp_d,Traced,150,32,93,24,114358250
1442565150,vDeltaL_C7,FB1vD0FB4,vDeltaL,Traced,358,38,345,38,147300872
1442880191,,,,Assign,10,1,10,1,1145529
1442931671,PFNp_d(PB01a)_L_C7_irreg,PFNp_d,PFNp_d,Traced,90,25,41,20,95504211
1442931758,PFNp_d(PB01a)_L8_C7,PFNp_d,PFNp_d,Traced,141,23,40,17,92793700
1443160646,,,,Orphan,55,2,55,2,2992510
1443186754,,,,Orphan,9,6,9,6,2666292
1443238597,FC1E(FQ6)_C7_L,FB2CRE,FC1E,Traced,530,110,513,88,178614359
1443251187,,,,Assign,2,2,2,2,184169
1443268440,PFNa(PB03)_L8_C7,PFNa,PFNa,Traced,565,138,39,75,288035778
1443272825,vDeltaA_a(AB)_C7,AF,vDeltaA_a,Traced,281,77,229,73,164645192
1443492867,vDeltaL_C2,FB1vD0FB4,vDeltaL,Traced,300,40,299,39,154341499
1443523719,,,,Orphan,8,3,8,3,3852362
1443527740,,,,Orphan,16,6,16,6,5429807
1443536478,,,,Orphan,10,1,10,1,356723
1443579770,PFNa(PB03)_R4_C7,PFNa,PFNa,Traced,586,114,39,65,323082717
1443859755,,,,Orphan,40,1,40,1,3315890
1443873513,,,,Orphan,13,8,13,8,6838560
1443929272,,,,Assign,1,2,1,2,736120
1443946326,vDeltaA_a(AB)_C8,AF,vDeltaA_a,Traced,395,79,268,68,169684053
1444214207,,,,Orphan,24,1,24,1,641740
1444239599,,,,Assign,2,3,2,3,694911
1444270654,,,,Orphan,3,6,3,6,2380301
1444287681,vDeltaK_C8,FB1vD0FB4d5v,vDeltaK,Traced,335,41,328,41,62547303
1444533690,,,,Assign,1,2,1,2,187983
1444550931,,,,Orphan,12,1,12,1,276778
1444555439,,,,Orphan,6,6,6,6,3248939
1444606805,,,,Orphan,41,4,41,4,7109301
1444611178,,,,Assign,2,2,2,2,151108
1444619444,,,,Assign,1,2,1,2,4619
1444848412,vDeltaK_C1,FB1vD0FB4d5v,vDeltaK,Traced,305,39,304,39,142715278
1444969646,vDeltaK_C9,FB1vD0FB4d5v,vDeltaK,Traced,329,51,328,51,157405168
1444974356,,,,Assign,2,2,2,2,529219
1444978632,,,,Orphan,24,9,24,9,6257349
1445189659,vDeltaM_C1,FB1vD0FB4,vDeltaM,Traced,198,31,197,31,132195310
1445289320,,,,Orphan,14,3,14,3,3776435
1445293466,vDeltaM_C7,FB1vD0FB4,vDeltaM,Traced,231,29,229,29,136701681
1445294079,,,,Assign,1,2,1,2,458625
1445306201,,,,Assign,1,2,1,2,60820
1445319735,,,,Assign,2,2,2,2,208848
1445634354,,,,Assign,5,2,5,2,595638
1445634832,,,,Orphan,9,2,9,2,1173783
1445876233,,,,Orphan,8,3,8,3,2152986
1445897626,,,,Assign,1,2,1,2,33928
1445992562,vDeltaM_C9,FB1vD0FB4,vDeltaM,Traced,176,27,166,27,105959523
1446005991,,,,Assign,6,2,6,2,246567
1446204202,vDeltaA_a(AB)_C1,AF,vDeltaA_a,Traced,240,36,109,36,131149390
1446204221,vDeltaA_b_C1,FB1D0FB8,vDeltaA_b,Traced,369,65,362,65,187284110
1446229953,,,,Orphan,22,1,22,1,532013
1446230331,vDeltaL_C0,FB1vD0FB4,vDeltaL,Traced,436,47,432,47,140272364
1446234552,hDeltaB_09_C7,FB34vD5FB34v,hDeltaB,Traced,2087,542,2086,539,947838519
1446238664,,,,Orphan,22,4,19,4,2959411
1446316450,,,,Assign,2,2,2,2,170853
1446321262,,,,Orphan,35,13,35,13,11256157
1446338229,,,,Assign,5,2,5,2,1335633
1446338691,,,,Assign,1,2,1,2,264398
1446338944,,,,Orphan,16,1,16,1,1717419
1446343188,,,,Assign,3,2,3,2,517796
1446571187,,,,Orphan,5,3,5,3,2331983
1446688093,,,,Assign,6,2,6,2,1212453
1447024319,,,,Orphan,2,4,2,4,1591324
1447024476,,,,Assign,1,2,1,2,583485
1447024595,,,,Orphan,6,7,6,7,3598264
1447029660,,,,Orphan,10,1,9,1,1483202
1447253749,EL(EQ5)_R,EBGAs,EL,Traced,3970,668,16,1,1208330340
1447366063,,,,Assign,1,2,1,2,198939
1472205673,PFNa(PB03)_R2_C9,PFNa,PFNa,Traced,608,128,38,77,329289610
1472520219,vDeltaA_b(AB)_C8,AF,vDeltaA_b,Traced,275,57,237,57,164759400
1472520245,PFNp_d(PB01a)_R4_C7,PFNp_d,PFNp_d,Traced,111,19,39,17,105055774
1472537557,PFNp_e(PB01a)_L6_C5,PFNp_e,PFNp_e,Traced,189,60,13,30,119345306
1472542572,PFNp_a(PB01a)_L6_C5,PFNp_a,PFNp_a,Traced,155,47,11,24,138376894
1472546868,PFNp_a(PB01a)_L6_C5,PFNp_a,PFNp_a,Traced,127,37,9,18,118217156
1472857571,,,,Assign,3,2,3,2,1041129
1472866173,PFNp_b(PB01b)_R7_C4,PFNp_b,PFNp_b,Traced,248,59,23,30,169702183
1473189464,,,,Orphan,14,1,14,1,545691
1473193908,,,,Orphan,15,1,15,1,389996
1473198117,,,,Assign,2,2,2,2,702371
1473202532,,,,Assign,2,2,2,2,178670
1473202957,PFNm_a(PB02a)_R7_C4,PFNm_a,PFNm_a,Traced,680,122,55,75,307056607
1473207713,PFNp_c(PB01c)_R7_C4,PFNp_c,PFNp_c,Traced,450,94,21,52,249239486
1473241269,PFNp_d(PB01a)_R5_C6,PFNp_d,PFNp_d,Traced,158,27,77,20,117547141
1473932104,,,,Orphan,49,2,49,2,4182815
1473936393,,,,Assign,1,2,1,2,731837
1473940581,,,,Orphan,1,3,1,3,470881
1474204126,,,,Orphan,12,1,12,1,298279
1474540652,,,,Orphan,14,1,14,1,321885
1474541194,,,,Assign,5,2,5,2,782053
1474601195,,,,Orphan,13,1,13,1,467323
1474618711,,,,Orphan,8,5,8,5,3372693
1474908472,,,,Orphan,18,2,18,2,2806317
1474959652,,,,Assign,5,2,5,2,1588254
1475236272,,,,Orphan,13,2,13,2,1581115
1475305852,,,,Assign,11,1,11,1,1174995
1475318548,vDeltaA_a(AB)_C8,AF,vDeltaA_a,Traced,340,69,217,56,153672077
1475322280,vDeltaM_C8,FB1vD0FB4,vDeltaM,Traced,312,41,303,41,169791328
1475615790,FC1E(FQ6)_C8_L,FB2CRE,FC1E,Traced,458,104,441,66,249903836
1475642364,,,,Assign,9,2,9,2,518783
1475883403,vDeltaL_C1,FB1vD0FB4,vDeltaL,Traced,313,41,305,41,146506960
1475887621,,,,Assign,2,2,2,2,738005
1475888226,,,,Orphan,47,6,47,6,6524186
1475909149,,,,Assign,4,2,4,2,455895
1475927389,,,,Orphan,2,2,2,2,168706
1475983045,,,,Assign,9,3,9,3,3030137
1476009151,,,,Assign,4,2,4,2,453130
1476012854,,,,Orphan,13,9,13,9,6603508
1476232925,vDeltaM_C2,FB1vD0FB4,vDeltaM,Traced,207,29,205,29,131190552
1476241936,,,,Orphan,3,2,3,2,78685
1476595663,vDeltaL_C0,FB1vD0FB4,vDeltaL,Traced,276,37,270,35,59258045
1476691357,,,,Orphan,28,11,28,11,7973834
1476924201,,,,Assign,1,2,1,2,314835
1476936949,vDeltaL_C0,FB1vD0FB4,vDeltaL,Traced,306,39,297,38,126718416
1477005818,,,,Orphan,56,7,56,7,8064194
1477035836,,,,Orphan,5,5,5,5,2301133
1477269701,,,,Assign,1,2,1,2,175748
1477373394,,,,Assign,1,2,1,2,1101810
1477605701,,,,Assign,2,2,2,2,433107
1477605749,,,,Assign,4,2,4,2,658623
1477606300,,,,Assign,2,2,2,2,271743
1477951946,,,,Orphan,19,4,19,4,5784810
1478055471,,,,Assign,4,2,4,2,1153137
1478060082,,,,Assign,5,2,5,2,195077
1478732596,,,,Traced,34,37,4,6,63289660
1503581177,PFNp_b(PB01b)_R2_C9,PFNp_b,PFNp_b,Traced,143,39,36,28,111052665
1503581411,vDeltaM_C9,FB1vD0FB4,vDeltaM,Traced,203,32,202,32,128869243
1503581412,PFNp_b(PB01b)_R2_C9,PFNp_b,PFNp_b,Traced,164,51,12,21,156770287
1503581507,vDeltaJ_C9,FB1D0FB5v,vDeltaJ,Traced,427,71,427,71,198851983
1503581667,vDeltaF_C9,FB123D0FB5d,vDeltaF,Traced,684,107,682,107,241042151
1503896377,PFNp_b(PB01b)_R5_C6,PFNp_b,PFNp_b,Traced,166,28,13,13,136237574
1503922566,PFNp_b(PB01b)_L4_C3,PFNp_b,PFNp_b,Traced,198,61,11,21,160206746
1504268020,PFNm_a(PB02a)_L7_C6,PFNm_a,PFNm_a,Traced,411,114,84,73,201619972
1504574804,,,,Orphan,19,1,19,1,707430
1504582746,PFNp_b(PB01b)_R7_C4,PFNp_b,PFNp_b,Traced,234,59,38,36,97753775
1504613479,,,,Orphan,23,1,23,1,716410
1504621994,vDeltaA_a(AB)_C7,AF,vDeltaA_a,Traced,329,70,228,60,160473150
1504898104,,,,Assign,3,2,1,2,7062688
1504911237,,,,Orphan,8,7,8,7,6100972
1504915975,,,,Orphan,8,7,8,7,2124712
1504924440,PFNm_a(PB02a)_R7_C4,PFNm_a,PFNm_a,Traced,677,130,86,88,312385916
1504971885,,,,Orphan,13,2,13,2,721399
1505308027,,,,Orphan,23,1,23,1,823208
1505632010,,,,Assign,10,1,10,1,390363
1505649084,,,,Orphan,17,1,17,1,455016
1505929788,,,,Assign,1,2,1,2,101326
1505938317,,,,Orphan,13,1,13,1,412462
1505968404,,,,Orphan,11,1,11,1,549135
1505977586,SA3_bilateral_L,SlpA,SA3,Traced,260,116,39,24,169757792
1506253997,,,,Assign,5,2,5,2,199011
1506288530,,,,Unimportant,5,2,5,2,51403439
1506340593,,,,Orphan,13,2,13,2,1693606
1506650574,,,,Orphan,2,2,2,2,920330
1506672606,,,,Assign,1,2,1,2,457637
1506944678,,,,Orphan,16,3,16,3,1755618
1507017926,,,,Assign,7,2,7,2,2057619
1507263735,,,,Assign,1,2,1,2,549283
1507276460,,,,Assign,2,3,2,3,265140
1507364055,,,,Assign,2,2,2,2,1280377
1507367482,,,,Assign,1,2,1,2,198121
1507618043,,,,Orphan,1,2,1,2,606710
1507626435,,,,Assign,4,2,4,2,613245
1507709152,,,,Assign,6,2,6,2,315362
1507730120,,,,Orphan,9,3,9,3,1634537
1507730246,,,,Assign,1,2,1,2,514579
1507959057,,,,Assign,2,2,2,2,631700
1508040996,,,,Orphan,40,5,40,5,7424391
1508041299,,,,Assign,2,2,2,2,521237
1508299757,,,,Assign,9,2,9,2,1204069
1508369047,EL(EQ5)_R,EBGAs,EL,Traced,4309,796,92,15,1112317868
1508386788,,,,Assign,3,2,3,2,556606
1508399342,,,,Orphan,9,8,9,8,5349857
1508400086,,,,Assign,1,2,1,2,138400
1508977739,,,,Orphan,3,2,3,2,811538
1508982631,,,,Orphan,1,2,1,2,437794
1509090540,,,,Assign,1,2,1,2,1530721
1509098829,GLNO(LAL-NO1)_L,LGNO,GLNO,Traced,811,447,1,4,406877798
1509318499,,,,Orphan,36,2,36,2,3967341
1534616031,vDeltaA_a(AB)_C9,AF,vDeltaA_a,Traced,355,61,245,54,133282345
1534616068,vDeltaA_a(AB)_C9,AF,vDeltaA_a,Traced,304,63,206,49,124459212
1534616158,PFNp_d(PB01a)_R2_C9,PFNp_d,PFNp_d,Traced,158,26,56,24,108758119
1534616361,PFNp_b(PB01b)_R2_C9,PFNp_b,PFNp_b,Traced,178,51,32,28,147308921
1535298439,PFNp_b(PB01b)_R4_C7,PFNp_b,PFNp_b,Traced,209,45,14,20,123385803
1535298460,PFNp_b(PB01b)_R4_C7,PFNp_b,PFNp_b,Traced,195,53,26,24,139280020
1535609613,,,,Orphan,2,3,2,3,983273
1535609891,,,,Orphan,8,4,8,4,2935170
1535609996,,,,Orphan,5,3,5,3,687905
1535613993,,,,Orphan,11,10,11,10,6161609
1535626467,vDeltaA_a(AB)_C4,AF,vDeltaA_a,Traced,386,62,144,42,168841391
1535639630,,,,Assign,2,2,2,2,129164
1535639879,,,,Assign,1,2,1,2,124596
1535652862,PFNm_a(PB02a)_R4_C7,PFNm_a,PFNm_a,Traced,575,103,67,62,253886838
1535937380,,,,Assign,2,2,2,2,340905
1535946699,,,,Assign,1,2,1,2,148700
1535950234,,,,Orphan,42,1,42,1,1497915
1535955149,,,,Orphan,1,3,1,3,574300
1536006733,PFNm_b(PB02b)_L8_C7,PFNm_b,PFNm_b,Traced,448,114,107,76,203606131
1536287046,,,,Orphan,8,5,8,5,2987979
1536317483,,,,Assign,10,1,10,1,113584
1536326457,PFNp_b(PB01b)_R4_C7,PFNp_b,PFNp_b,Traced,171,34,48,23,118546130
1536339065,vDeltaB_C8,FB1D0FB7_1,vDeltaB,Traced,594,82,594,82,223620280
1536640621,,,,Orphan,1,2,1,2,1321250
1536666876,,,,Orphan,10,1,10,1,563486
1536693244,,,,Assign,3,2,3,2,77497
1536960765,,,,Orphan,27,1,27,1,616827
1536986534,SA3_bilateral_L,SlpA,SA3,Traced,187,87,35,22,149894846
1536986537,SA2_a_cont_L,SlpA,SA2_a,Traced,232,76,8,6,86251374
1536986560,SA3_bilateral_R,SlpA,SA3,Traced,445,132,48,28,266895247
1536986927,SA3_bilateral_L,SlpA,SA3,Traced,193,75,29,12,129963635
1536986964,vDeltaA_a(AB)_C4,AF,vDeltaA_a,Traced,438,71,233,54,178591283
1537034511,,,,Orphan,2,5,2,5,2497869
1537314932,,,,Orphan,45,2,45,2,3144108
1537323564,SA1_b_R,SlpA,SA1_b,Traced,347,77,3,3,148186796
1537327249,vDeltaA_a(AB)_C1,AF,vDeltaA_a,Traced,309,41,103,28,126466537
1537327673,SA2_b_cont_L,SlpA,SA2_b,Traced,383,98,5,1,148259817
1537331894,vDeltaA_a(AB)_C2,AF,vDeltaA_a,Traced,437,83,183,60,185295642
1537375570,,,,Orphan,3,6,3,6,2054434
1537633646,,,,Assign,2,2,2,2,1021950
1537634396,PFNa(PB03)_L3_C2,PFNa,PFNa,Traced,902,187,56,129,505576414
1537638116,,,,Assign,1,2,1,2,62843
1537686032,vDeltaA_a(AB)_C9,AF,vDeltaA_a,Traced,239,56,151,47,117877085
1537703103,vDeltaJ_C8,FB1D0FB5v,vDeltaJ,Traced,585,78,561,78,212610489
1537703258,,,,Orphan,23,5,23,5,3599109
1538052929,,,,Orphan,16,1,16,1,1423452
1538052974,,,,Orphan,8,2,8,2,1924679
1538056733,,,,Assign,4,2,4,2,246243
1538333265,,,,Orphan,7,2,7,2,3780268
1538389343,,,,Orphan,27,8,27,8,5879388
1538393394,,,,Orphan,1,2,1,2,3053667
1538652428,,,,Assign,4,2,4,2,1243675
1538656638,,,,Orphan,24,4,24,4,3772079
1538734795,,,,Assign,5,2,5,2,361411
1538740230,,,,Orphan,13,6,13,6,5006757
1538743986,,,,Assign,1,2,1,2,1057796
1538765155,,,,Assign,3,2,3,2,154374
1538993427,,,,Assign,2,2,2,2,621267
1538994040,,,,Orphan,1,2,1,2,936894
1538998383,,,,Assign,2,2,2,2,2326382
1539097026,,,,Assign,3,2,3,2,1449727
1539102114,,,,Orphan,28,20,28,20,5873998
1539105788,,,,Assign,7,2,7,2,1837392
1539105840,,,,Assign,7,2,7,2,1076409
1539334761,,,,Assign,4,2,4,2,1057750
1539344094,,,,Assign,9,2,9,2,1215775
1539347640,,,,Assign,1,3,1,3,36748
1539412534,,,,Assign,4,2,4,2,1511010
1539416620,,,,Orphan,21,12,21,12,6770388
1539421495,,,,Assign,1,2,1,2,644588
1539758131,vDeltaA_b(AB)_C0,AF,vDeltaA_b,Traced,234,65,209,61,163709347
1539783879,,,,Assign,1,2,1,2,835113
1539784314,,,,Assign,2,2,2,2,648318
1540112105,,,,Assign,6,2,6,2,825670
1540125155,,,,Orphan,8,3,8,3,2821641
1540129092,LCNOpm(LAL-NO3pm)_L,LCNpm,LCNOpm,Traced,2711,862,5,1,1286666680
1540358013,,,,Assign,10,1,10,1,1045719
1566333075,PFNp_b(PB01b)_R4_C7,PFNp_b,PFNp_b,Traced,202,49,17,25,141172075
1566644461,,,,Orphan,1,4,1,4,366106
1566644645,PFNa(PB03)_R8_C3,PFNa,PFNa,Traced,701,145,57,96,391422300
1566648231,,,,Orphan,8,2,8,2,1315952
1566669880,,,,Assign,1,3,1,3,29341
1566683012,,,,Orphan,24,21,21,16,32104405
1566976710,,,,Assign,2,2,2,2,422817
1566990190,,,,Orphan,3,2,3,2,643348
