id,instance,notes,type,status,inputs (#post),outputs (#pre),PB #post,PB #pre,FB #post,FB #pre,#voxels
329566174,OA-VPM3(NO2/NO3)_R,,OA-VPM3,Traced,10075,8632,3,3,3576,2111,6917059458
387023620,PEN_b(PB06b)_L4,PEN2,PEN_b(PEN2),Traced,1713,343,776,1,3,2,686693145
387364605,EPG(PB08)_L3,EPG,EPG,Traced,4350,645,265,213,26,1,1469716322
416642425,EPG(PB08)_R4,EPG,EPG,Traced,3834,470,318,224,24,1,1169220265
417998204,PFNv(PB05)_R4_C7,PFNv,PFNv,Traced,999,229,324,26,66,78,476702093
419060083,PFGs(PB10)_L2_C2,PFGs; Tdc2-PB1/2 candidates,PFGs,Traced,2395,556,174,23,2128,512,1107227318
446714544,PFNd(PB04)_L5_C4,PFNd,PFNd,Traced,1407,310,538,1,328,215,488272608
478077561,PFNa(PB03)_L4_C3,PFNa,PFNa,Traced,617,118,352,1,37,74,331399103
478375456,EPG(PB08)_R3,EPG,EPG,Traced,4249,483,272,212,9,1,1290806813
478427368,PFNv(PB05)_L5_C4,PFNv,PFNv,Traced,985,297,373,50,81,110,549640572
481112669,PFL2(PB12b)_R1_C4,PB1-4FB1245LAL,PFL2,Traced,2852,418,380,1,2348,14,1542373100
481121605,PFL1(PB12a)_L2_C3,PFLC,PFL1,Traced,1916,329,712,2,1092,9,1365074914
509410587,PEN_a(PB06a)_R4,PEN1,PEN_a(PEN1),Traced,1556,428,438,,,1,801363719
539810773,PFNa(PB03)_L4_C3,PFNa,PFNa,Traced,585,102,293,,37,62,300703583
540493022,PFNa(PB03)_L4_C3,PFNa,PFNa,Traced,594,125,248,,32,73,295161410
541119189,PFNa(PB03)_R4_C7,PFNa,PFNa,Traced,645,118,311,1,40,64,347051058
541870397,EPG(PB08)_L6,EPG,EPG,Traced,3916,498,257,207,20,2,1262283600
569481415,PFNa(PB03)_L5_C4,PFNa,PFNa,Traced,890,194,381,3,55,123,506958053
570185174,PFNa(PB03)_L7_C6,PFNa,PFNa,Traced,820,203,259,4,38,125,519425583
570518166,PFNa(PB03)_L7_C6,PFNa,PFNa,Traced,520,147,192,,43,104,414900048
571826184,PFNp_a(PB01a)_R3_C8,PFNp_a,PFNp_a,Traced,277,74,117,4,28,38,190747929
572166953,PFNp_b(PB01b)_R3_C8,PFNp_b,PFNp_b,Traced,213,54,78,,21,30,176173193
572167406,PFNp_a(PB01a)_R2_C9,PFNp_a,PFNp_a,Traced,262,63,119,2,19,30,161518101
572167413,PFNp_b(PB01b)_R3_C8,PFNp_b,PFNp_b,Traced,296,70,100,,32,38,177049794
572494993,PFNv(PB05)_R4_C7,PFNv,PFNv,Traced,887,211,320,32,41,66,410291839
601120917,PFNv(PB05)_R6_C5,PFNv,PFNv,Traced,935,249,420,44,41,66,324848103
601216096,PFNa(PB03)_L6_C5,PFNa,PFNa,Traced,470,116,189,,33,72,313061051
601557317,PFNv(PB05)_L6_C5,PFNv,PFNv,Traced,560,216,132,35,53,80,358469624
604242162,PFNv(PB05)_L2_C1,PFNv,PFNv,Traced,1137,327,443,47,122,131,602925629
632155800,PFNv(PB05)_R6_C5,PFNv,PFNv,Traced,1042,258,382,34,49,78,458330645
632229278,PFNd(PB04)_L5_C4,PFNd,PFNd,Traced,1425,294,608,,360,215,651552729
632259507,PFNp_b(PB01b)_L6_C5,PFNp_b,PFNp_b,Traced,148,48,36,1,15,24,124912295
632600726,PFNm_a(PB02a)_L6_C5,PFNm_a,PFNm_a,Traced,492,99,123,1,54,57,218388914
632911211,PFNp_c(PB01c)_L4_C3,PFNp_c,PFNp_c,Traced,584,96,126,,145,57,251718573
632915714,PFNm_a(PB02a)_L4_C3,PFNm_a,PFNm_a,Traced,626,95,197,1,46,56,246213024
633200861,PFNp_a(PB01a)_R4_C7,PFNp_a,PFNp_a,Traced,153,38,48,,20,23,117650327
633200871,PFNp_b(PB01b)_R4_C7,PFNp_b,PFNp_b,Traced,159,43,43,,13,20,147362152
633200987,PFNp_b(PB01b)_R4_C7,PFNp_b,PFNp_b,Traced,191,54,72,,15,27,154184461
633201022,PFNp_b(PB01b)_R4_C7,PFNp_b,PFNp_b,Traced,167,47,44,,25,23,138906992
633541717,PFNp_a(PB01a)_R4_C7,PFNp_a,PFNp_a,Traced,143,36,30,,16,21,133694712
633546217,EPG(PB08)_R4,EPG,EPG,Traced,3200,413,284,205,24,3,946141479
633895972,PFNm_b(PB02b)_R3_C8,PFNm_b,PFNm_b,Traced,552,131,174,,198,97,288254893
633943192,PFNd(PB04)_L4_C3,PFNd,PFNd,Traced,1133,197,552,1,176,121,471084398
634608015,PFR_a(PB11a)_L2_C2,PFR_a,PFR_a,Traced,1817,502,59,2,1705,453,533161528
634962055,EPG(PB08)_L4,EPG,EPG,Traced,3515,530,356,227,34,2,1313237477
635234035,PFL2(PB12b)_R3_C3,PB1-4FB1245LAL,PFL2,Traced,2968,326,618,4,2229,13,1102000302
662840966,PFNm_b(PB02b)_R6_C5,PFNm_b,PFNm_b,Traced,372,83,124,,91,52,169771582
662845370,PFNm_b(PB02b)_R6_C5,PFNm_b,PFNm_b,Traced,402,77,124,,65,49,199812604
662966385,PFNm_b(PB02b)_L6_C5,PFNm_b,PFNm_b,Traced,300,85,70,,58,49,208563249
663225743,PFNm_a(PB02a)_R2_C9,PFNm_a,PFNm_a,Traced,549,96,111,,55,53,238353791
663298610,PFNd(PB04)_L6_C5,,PFNd,Traced,709,183,197,2,187,127,403942805
663558074,PFNa(PB03)_R5_C6,PFNa,PFNa,Traced,860,172,353,,53,111,498211812
663898692,PFNa(PB03)_R4_C7,PFNa,PFNa,Traced,487,108,216,,32,61,304906560
663950729,PFNm_b(PB02b)_L4_C3,PFNm_b,PFNm_b,Traced,486,93,149,1,88,58,224974171
664235541,PFNd(PB04)_R4_C6,,PFNd,Traced,1046,201,409,,232,128,469484154
664313308,PFNp_a(PB01a)_L6_C5,PFNp_a,PFNp_a,Traced,183,57,49,3,15,27,75752334
664632485,PFNp_b(PB01b)_L4_C3,PFNp_b,PFNp_b,Traced,203,50,93,,12,25,84320098
664943511,PFGs(PB10)_R1_C1_irreg,PFGs; Tdc2-PB1/2 candidates,PFGs,Traced,2414,444,194,20,2152,410,1060006550
665314820,EPG(PB08)_L4,EPG,EPG,Traced,3576,546,275,212,11,2,1249529709
666308023,PFL3(PB12c)_R1_C2_irreg,PB1-7FB1245LAL,PFL3,Traced,2985,423,306,,2569,10,1206186971
666312288,PFR_b(PB11b)_L1_C2,PFR_b,PFR_b,Traced,2657,345,214,13,2275,126,873271854
666994301,PFL3(PB12c)_R2_C1_irreg,PB1-7FB1245LAL,PFL3,Traced,2935,482,316,,2511,4,1314789530
692852666,PFNa(PB03)_R7_C4,PFNa,PFNa,Traced,721,140,247,,31,60,245535626
692857189,PFNp_c(PB01c)_R7_C4,PFNp_c,PFNp_c,Traced,624,118,153,,38,69,300907302
693651381,PFNp_c(PB01c)_L7_C6,PFNp_c,PFNp_c,Traced,365,90,65,,34,55,230082549
693755250,PEN_b(PB06b)_R7,PEN2,PEN_b(PEN2),Traced,1890,432,822,4,4,16,916318576
693979726,PFNp_e(PB01a)_L7_C6,PFNp_e,PFNp_e,Traced,326,78,84,1,22,40,207682939
694665957,PFNp_a(PB01a)_L6_C5,PFNp_a,PFNp_a,Traced,126,34,26,,12,17,116722412
694666271,PFNp_a(PB01a)_L6_C5,PFNp_a,PFNp_a,Traced,125,37,29,,15,22,121897260
694670373,PFNp_a(PB01a)_L6_C5,PFNp_a,PFNp_a,Traced,147,56,30,3,7,23,125648610
694985489,PFNp_b(PB01b)_L4_C3,PFNp_b,PFNp_b,Traced,171,29,35,,33,19,113056251
695270840,PFNd(PB04)_R4_C6,,PFNd,Traced,862,178,349,1,168,113,449980991
695671851,PFNd(PB04)_L4_C3,PFNd,PFNd,Traced,1077,195,472,,175,109,439202264
695956656,EPG(PB08)_R4,EPG,EPG,Traced,3738,464,288,237,28,4,1139686992
696336849,PFNa(PB03)_L3_C2,PFNa,PFNa,Traced,973,200,406,,54,122,502464273
696362840,EPG(PB08)_L5,EPG,EPG,Traced,3491,536,271,222,21,2,1290354899
697001770,EPG(PB08)_L2,EPG,EPG,Traced,4160,494,316,192,31,2,1220895242
697014740,PFNp_b(PB01b)_L3_C2,PFNp_b,PFNp_b,Traced,285,60,133,,26,33,165551982
697014777,PFNp_a(PB01a)_L3_C2,PFNp_a,PFNp_a,Traced,223,62,71,,18,32,174778904
697355847,PFNd(PB04)_L3_C2,PFNd,PFNd,Traced,1446,321,604,2,392,233,693721878
699031185,SIFa(PDM34),,SIFa,Traced,1080,777,39,18,39,38,5702733325
723546819,PFNp_a(PB01a)_R7_C4,PFNp_a,PFNp_a,Traced,274,62,112,,28,34,157796486
723602649,PFNv(PB05)_R2_C9,PFNv,PFNv,Traced,1098,316,292,41,72,82,478849250
724228740,PFNp_c(PB01c)_R6_C5,PFNp_c,PFNp_c,Traced,434,80,145,,19,44,214732167
724267537,PFNv(PB05)_R5_C6,PFNv,PFNv,Traced,1294,324,569,50,114,114,557959797
724276536,PFNp_c(PB01c)_R2_C9,PFNp_c,PFNp_c,Traced,558,113,153,,36,68,285965169
724280817,PEN_b(PB06b)_R2,PEN2,PEN_b(PEN2),Traced,1882,456,757,3,1,2,838679464
725360291,PFNp_b(PB01b)_L6_C5,PFNp_b,PFNp_b,Traced,136,28,24,,40,24,102081457
725951521,EPG(PB08)_R5,EPG,EPG,Traced,3479,415,258,196,28,1,1113260436
726024758,PFNm_b(PB02b)_L4_C3,PFNm_b,PFNm_b,Traced,470,103,159,,102,69,222400235
726352774,PFGs(PB10)_L4_C4,PFGs; Tdc2-PB1/2 candidates,PFGs,Traced,2343,553,118,3,2161,534,1097656982
727035427,PFNp_b(PB01b)_L3_C2,PFNp_b,PFNp_b,Traced,205,51,88,,14,25,156225768
727371546,PFNm_b(PB02b)_L3_C2,PFNm_b,PFNm_b,Traced,578,127,194,,162,81,266624585
727376283,PFR_a(PB11a)_L4_C4,PFR_a,PFR_a,Traced,1578,447,60,1,1422,378,550647258
755644082,PFNm_a(PB02a)_R5_C6,PFNm_a,PFNm_a,Traced,724,125,188,,67,80,306060564
756049717,PFNp_b(PB01b)_L7_C6,PFNp_b,PFNp_b,Traced,147,53,28,,21,27,133393059
756390536,PFNp_a(PB01a)_L7_C6,PFNp_a,PFNp_a,Traced,150,55,13,,25,31,129848734
757055403,PFNp_c(PB01c)_L4_C3,PFNp_c,PFNp_c,Traced,331,80,105,1,27,46,189910355
757413552,PFNd(PB04)_L6_C5,PFNd,PFNd,Traced,848,218,219,2,207,128,282580635
757694775,PFL3(PB12c)_L2_C9_irreg,PB1-7FB1245LAL,PFL3,Traced,2257,12,559,,1690,12,800382887
757699000,PFR_a(PB11a)_R2_C8,PFR_a,PFR_a,Traced,1330,333,27,,1285,320,458036987
757699264,PFNp_b(PB01b)_R2_C9,PFNp_b,PFNp_b,Traced,185,56,47,,23,31,177574976
758065781,PFNd(PB04)_L2_C1,PFNd,PFNd,Traced,1160,246,455,,263,159,527070739
758069781,PFNp_b(PB01b)_L3_C2,PFNp_b,PFNp_b,Traced,185,46,52,,14,21,165326826
758069811,PFNp_a(PB01a)_L3_C2,PFNp_a,PFNp_a,Traced,234,62,74,,33,35,155289972
758743604,PFNp_d(PB01a)_L3_C2,PFNp_d,PFNp_d,Traced,198,36,61,,70,31,128832019
759084183,PFNm_b(PB02b)_L2_C1,PFNm_b,PFNm_b,Traced,531,109,161,,128,71,266687013
759084486,PFNa(PB03)_L2_C1,PFNa,PFNa,Traced,766,133,371,1,47,73,414490420
760094565,PFL2(PB12b)_L1_C5,PB1-4FB1245LAL,PFL2,Traced,2507,428,352,,2012,6,1535167929
785957618,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,196,49,73,,28,28,139162299
786000969,PFNp_c(PB01c)_R5_C6,PFNp_c,PFNp_c,Traced,513,94,171,,30,47,264584805
786013801,PFNd(PB04)_R3_C7,,PFNd,Traced,1597,269,711,,321,186,637182398
786013842,PFNm_b(PB02b)_R2_C9,PFNm_b,PFNm_b,Traced,512,96,144,,94,62,230265683
786013856,PFNd(PB04)_R3_C7,,PFNd,Traced,1465,270,686,1,271,174,603628773
786674282,PFNd(PB04)_R5_C5,,PFNd,Traced,1502,290,587,,353,193,665330862
786679162,PFNp_e(PB01a)_R5_C6,PFNp_e,PFNp_e,Traced,432,90,145,3,21,48,237638751
786989348,PFNd(PB04)_R6_C4,PFNd,PFNd,Traced,1139,219,513,,205,132,443263754
786989395,PFNd(PB04)_R6_C4,PFNd,PFNd,Traced,925,191,453,,178,131,421709404
786989471,PFR_b(PB11b)_R4_C5,PFR_b,PFR_b,Traced,1833,200,157,11,1598,110,690237195
787374226,PFL3(PB12c)_R1_C7,PB1-7FB1245LAL,PFL3,Traced,2464,18,341,,2121,18,657691445
788111826,PFNd(PB04)_L6_C5,,PFNd,Traced,865,204,238,,149,114,288862946
788461444,PFGs(PB10)_L6_C6,PFGs; Tdc2-PB1/2 candidates,PFGs,Traced,2567,391,143,6,2382,374,992956241
789104870,PFNp_b(PB01b)_L3_C2,PFNp_b,PFNp_b,Traced,214,43,92,,21,21,135628687
789121913,PFR_a(PB11a)_L4_C4,PFR_a,PFR_a,Traced,1476,438,86,3,1326,389,500493356
789126240,EPG(PB08)_L5,,EPG,Traced,3024,479,212,184,8,1,1177122514
789130596,PFL3(PB12c)_L4_C6,PB1-7FB1245LAL,PFL3,Traced,2851,454,582,1,2124,5,1194392560
816682053,PFNp_a(PB01a)_R6_C5,PFNp_a,PFNp_a,Traced,204,37,90,,3,15,122767020
816682061,PFNp_b(PB01b)_R7_C4,PFNp_b,PFNp_b,Traced,233,51,62,,26,27,150665485
816682110,PFNp_a(PB01a)_R6_C5,PFNp_a,PFNp_a,Traced,151,43,64,,11,22,130083771
817342497,PFNp_b(PB01b)_R7_C4,PFNp_b,PFNp_b,Traced,282,68,87,1,46,42,146223200
817346903,PFNd(PB04)_R7_C3,PFNd,PFNd,Traced,1518,311,540,3,336,201,624578000
817674780,PFNp_a(PB01a)_R6_C5,PFNp_a,PFNp_a,Traced,199,41,88,,19,21,129206928
817683388,PFNp_a(PB01a)_R7_C4,PFNp_a,PFNp_a,Traced,260,85,103,5,27,41,168352353
818063189,PFNa(PB03)_R2_C9,PFNa,PFNa,Traced,623,131,250,,37,74,370339132
818119357,PFNp_c(PB01c)_L7_C6,PFNp_c,PFNp_c,Traced,506,117,96,,38,75,274134599
819073675,PFNd(PB04)_R4_C6,,PFNd,Traced,1000,178,389,1,179,109,411066455
819138027,PFNp_b(PB01b)_L4_C3,PFNp_b,PFNp_b,Traced,156,43,54,,11,18,134946976
819138035,PFNp_a(PB01a)_L4_C3,PFNp_a,PFNp_a,Traced,189,44,87,,15,27,150272681
819138239,PFNd(PB04)_L4_C3,PFNd,PFNd,Traced,928,178,424,1,226,133,365427761
819828716,PFR_b(PB11b)_L4_C5,PFR_b,PFR_b,Traced,1371,323,197,16,1032,105,713051764
819828986,EPG(PB08)_L5,EPG,EPG,Traced,3264,513,253,202,2,2,1242575632
847712233,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,187,51,63,,26,27,145745444
847712250,PFNp_e(PB01a)_R6_C5,PFNp_e,PFNp_e,Traced,304,53,133,1,16,26,174366951
847712342,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,192,48,61,,15,20,147420508
848407278,PFNp_b(PB01b)_R5_C6,PFNp_b,PFNp_b,Traced,257,55,104,,19,25,172660861
848761388,PEG(PB07)_R1,PEG,PEG,Traced,895,89,706,,2,1,521118259
848800043,PFNp_c(PB01c)_L5_C4,PFNp_c,PFNp_c,Traced,489,106,146,,37,55,262799349
848800082,PFNp_c(PB01c)_L5_C4,PFNp_c,PFNp_c,Traced,544,123,141,,39,70,302734668
848817674,PFNa(PB03)_L6_C5,PFNa,PFNa,Traced,475,109,193,1,22,68,286421071
849162653,PFNp_d(PB01a)_L6_C5,PFNp_d,PFNp_d,Traced,87,19,8,,26,16,92814524
849421893,PFNm_b(PB02b)_R5_C6,PFNm_b,PFNm_b,Traced,427,124,133,,106,89,265359039
849745643,hDeltaH_03_C2,FB2d4D3FB5,hDeltaH,Traced,3669,402,1,,3666,402,973450703
849763224,PFNa(PB03)_R4_C7,PFNa,PFNa,Traced,652,115,271,,27,66,354180079
849832062,PFNa(PB03)_L4_C3,PFNa,PFNa,Traced,418,87,168,,38,54,259046164
849832122,PFNp_b(PB01b)_L4_C3,PFNp_b,PFNp_b,Traced,189,47,87,,14,25,140054048
849844855,PFNa(PB03)_L6_C5,PFNa,PFNa,Traced,432,106,131,1,39,65,258428930
850104005,PFNd(PB04)_R4_C6,,PFNd,Traced,1071,187,412,,151,106,477327541
850194651,PFL2(PB12b)_L4_C8,PB1-4FB1245LAL,PFL2,Traced,2910,381,1077,6,1711,4,1049700272
850492366,PFNp_c(PB01c)_L3_C2,PFNp_c,PFNp_c,Traced,505,116,169,,44,68,281676820
850829072,PFNp_b(PB01b)_L2_C1,PFNp_b,PFNp_b,Traced,202,54,82,,19,28,162438540
850829248,PFNp_c(PB01c)_L2_C1,PFNp_c,PFNp_c,Traced,489,96,115,,50,62,254538077
850855138,PFL3(PB12c)_L3_C5,PB1-7FB1245LAL,PFL3,Traced,2495,440,641,1,1758,6,1238365051
851170296,PFNp_b(PB01b)_L3_C2,PFNp_b,PFNp_b,Traced,183,38,51,,25,22,125236748
851493896,PFL3(PB12c)_L1_C3,PB1-7FB1245LAL,PFL3,Traced,3272,336,283,2,2887,3,981759380
877702431,PFNp_a(PB01a)_R7_C4,PFNp_a,PFNp_a,Traced,250,61,83,1,21,31,153717522
878380399,PFNd(PB04)_R6_C4,,PFNd,Traced,969,202,322,,163,119,454496955
878725581,PFNp_a(PB01a)_R6_C5,PFNp_a,PFNp_a,Traced,238,54,117,3,14,27,137842641
879183317,PEN_b(PB06b)_L6,PEN2,PEN_b(PEN2),Traced,1223,330,385,1,,4,600285827
879442155,PFNa(PB03)_R5_C6,PFNa,PFNa,Traced,934,200,398,3,53,128,502217851
879468563,PFGs(PB10)_R2_C8,PFGs; Tdc2-PB1/2 candidates,PFGs,Traced,1931,383,81,6,1825,368,808154342
879748663,PFNa(PB03)_R6_C5,PFNa,PFNa,Traced,536,105,225,,28,59,302692993
879779401,PFNp_b(PB01b)_R5_C6,PFNp_b,PFNp_b,Traced,257,61,87,,21,30,171788398
879844133,PFNp_d(PB01a)_L5_C4,PFNp_d,PFNp_d,Traced,122,29,9,,47,24,118494090
879844144,PFNp_b(PB01b)_L5_C4,PFNp_b,PFNp_b,Traced,196,47,69,,19,27,132372936
879844178,PFNp_d(PB01a)_L5_C4,PFNp_d,PFNp_d,Traced,167,28,32,,55,22,108237111
879844206,PFNp_a(PB01a)_L5_C4,PFNp_a,PFNp_a,Traced,206,67,68,5,29,36,145747740
879844210,PFNp_b(PB01b)_L5_C4,PFNp_b,PFNp_b,Traced,242,67,95,,25,32,151169349
880185131,PFNa(PB03)_L5_C4,PFNa,PFNa,Traced,770,169,332,1,59,109,449849872
880526177,PFNp_a(PB01a)_L4_C3,PFNp_a,PFNp_a,Traced,175,44,72,,17,27,130666707
880526292,PFNp_c(PB01c)_L4_C3,PFNp_c,PFNp_c,Traced,493,98,144,,30,57,239556831
880526308,PFNp_d(PB01a)_L_C3_irreg,PFNp_d,PFNp_d,Traced,151,31,3,,94,26,105172050
880526398,PFNp_a(PB01a)_L4_C3,PFNp_a,PFNp_a,Traced,202,49,68,,29,33,130670870
880526477,PFNa(PB03)_L4_C3,PFNa,PFNa,Traced,625,112,287,1,46,65,330939585
880538997,PFNd(PB04)_L6_C5,,PFNd,Traced,963,203,280,2,199,128,387127398
880875840,PFL2(PB12b)_L5_C9,PB1-4FB1245LAL,PFL2,Traced,2712,398,830,1,1748,10,1069803729
880875861,PEG(PB07)_L5,PEG,PEG,Traced,1246,237,879,,3,1,708615708
880875900,PFNm_a(PB02a)_L5_C4,PFNm_a,PFNm_a,Traced,741,122,229,,86,71,300524123
880875927,PFL3(PB12c)_L5_C7,PB1-7FB1245LAL,PFL3,Traced,2110,307,429,2,1609,1,707899812
881216816,PFNp_a(PB01a)_L5_C4,PFNp_a,PFNp_a,Traced,176,57,67,,18,30,120219840
881458181,PFL1(PB12a)_R3_C6,PFLC,PFL1,Traced,1288,5,771,2,512,2,930498996
881506038,PFR_b(PB11b)_R1_C1_irreg,,PFR_b,Traced,2133,328,207,14,1727,109,789497774
881527223,PFNd(PB04)_L3_C2,PFNd,PFNd,Traced,1355,305,554,,297,211,618600868
881868311,PFNp_a(PB01a)_L2_C1,PFNp_a,PFNp_a,Traced,119,40,29,,15,20,124863001
881898734,PEG(PB07)_L6,PEG,PEG,Traced,1094,236,625,9,16,1,720534350
882200934,PFR_a(PB11a)_R1_C1_irreg,,PFR_a,Traced,1797,550,70,,1667,491,575096041
882239837,PFL2(PB12b)_L3_C7,PB1-4FB1245LAL,PFL2,Traced,3466,366,635,7,2694,14,1151779323
882533209,PFL1(PB12a)_R1_C2_irreg,PFLC,PFL1,Traced,1547,341,508,1,970,7,1432354774
884916660,PFGs(PB10)_R5_C5,PFGs; Tdc2-PB1/2 candidates,PFGs,Traced,2020,413,153,5,1862,405,931708485
885257867,hDeltaF_01_C1,FB16d7D2FB67,hDeltaF,Traced,3193,362,1,,3188,358,849653634
909777910,PFNa(PB03)_R7_C4,PFNa,PFNa,Traced,883,181,370,5,56,124,489398842
909877092,PFNd(PB04)_L7_C6,,PFNd,Traced,1160,278,257,,245,166,552082947
910447181,PFL3(PB12c)_R5_C3,PB1-7FB1245LAL,PFL3,Traced,3671,15,432,1,3227,10,723546053
910447220,PFNd(PB04)_R5_C5,,PFNd,Traced,1405,282,569,1,286,184,658312304
910473088,PFNp_b(PB01b)_R5_C6,PFNp_b,PFNp_b,Traced,194,61,41,,25,27,154340514
910787992,PFL1(PB12a)_R5_C4,PFLC,PFL1,Traced,1194,63,552,3,624,2,868477066
910878587,PFNp_a(PB01a)_L5_C4,PFNp_a,PFNp_a,Traced,176,50,60,,15,27,136279137
911134017,PFL3(PB12c)_R5_C3,PB1-7FB1245LAL,PFL3,Traced,3081,11,318,,2756,11,779452568
911215499,PFNp_c(PB01c)_L4_C3,PFNp_c,PFNp_c,Traced,403,78,120,,38,47,219384807
911219981,PFNp_d(PB01a)_L4_C3,PFNp_d,PFNp_d,Traced,138,24,39,,33,19,106419834
911220325,PFNp_d(PB01a)_L4_C3,PFNp_d,PFNp_d,Traced,112,19,9,,29,13,54851035
911220331,PFNp_b(PB01b)_L4_C3,PFNp_b,PFNp_b,Traced,163,46,68,,12,24,143137002
911500529,PFNp_c(PB01c)_R2_C9,PFNp_c,PFNp_c,Traced,342,71,83,,26,40,201548057
911504643,PFNd(PB04)_R2_C8,,PFNd,Traced,1031,227,349,1,241,147,478031684
911504689,PFNv(PB05)_R3_C8,PFNv,PFNv,Traced,1576,330,684,39,71,103,526575662
911560974,PFNd(PB04)_L4_C3,PFNd,PFNd,Traced,1076,185,514,,182,109,469089516
911565319,PFL1(PB12a)_L5_C6,PFLC,PFL1,Traced,1636,297,618,1,946,6,1118569527
911569552,PFL3(PB12c)_L5_C7,PB1-7FB1245LAL,PFL3,Traced,2113,338,307,1,1722,8,860588162
911578483,PFL1(PB12a)_L6_C7,PFLC,PFL1,Traced,1306,282,423,5,824,2,1241067076
911802614,PFR_a(PB11a)_R6_C4,PFR_a,PFR_a,Traced,1843,531,67,,1771,517,556534390
911823931,PFNp_a(PB01a)_R4_C7,PFNp_a,PFNp_a,Traced,136,39,43,,14,21,127899766
911897818,PFNv(PB05)_L4_C3,PFNv,PFNv,Traced,957,214,493,31,63,79,419349386
911897964,PFNv(PB05)_L4_C3,PFNv,PFNv,Traced,824,190,362,33,92,62,382389771
911915224,PFR_b(PB11b)_L5_C6,PFR_b,PFR_b,Traced,2043,339,240,24,1640,116,662075215
912147871,PFGs(PB10)_R6_C4,PFGs; Tdc2-PB1/2 candidates,PFGs,Traced,2846,608,144,9,2686,589,1036933538
912238927,PFNp_e(PB01a)_L4_C3,PFNp_e,PFNp_e,Traced,313,68,137,3,23,37,187390993
912488890,PFL3(PB12c)_R3_C5,PB1-7FB1245LAL,PFL3,Traced,3035,2,688,1,2344,1,940987291
912558136,PFNp_b(PB01b)_L2_C1,PFNp_b,PFNp_b,Traced,132,38,22,,28,23,109033536
912894972,PFNp_a(PB01a)_L2_C1,PFNp_a,PFNp_a,Traced,223,54,92,1,16,31,74353202
912894991,PFNv(PB05)_L3_C2,PFNv,PFNv,Traced,1524,325,766,54,115,146,631785776
912898873,PFNp_d(PB01a)_L2_C1,PFNp_d,PFNp_d,Traced,124,16,25,,45,15,95689834
912925080,PFL3(PB12c)_L3_C5,PB1-7FB1245LAL,PFL3,Traced,2624,442,633,1,1871,6,1310859231
913235746,PFNp_e(PB01a)_L2_C1,PFNp_e,PFNp_e,Traced,316,72,115,1,19,30,209241742
916284630,PFL2(PB12b)_R2_C4,PB1-4FB1245LAL,PFL2,Traced,2791,419,560,1,2118,10,1366489368
916974420,PFNa(PB03)_L6_C5,PFNa,PFNa,Traced,475,96,163,1,32,58,262883335
940791092,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,172,37,64,,35,26,119275043
940791093,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,207,42,52,,48,28,124953130
940791115,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,179,52,59,,30,30,146076844
940791123,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,178,39,50,,27,21,135021179
940791383,PFNd(PB04)_R6_C4,PFNd,PFNd,Traced,991,183,448,2,188,117,408413149
940808800,PFNp_e(PB01a)_R7_C4,PFNp_e,PFNp_e,Traced,380,84,131,1,23,41,237152945
941123943,PFL1(PB12a)_R6_C3,PFLC,PFL1,Traced,1592,5,621,2,969,1,930344690
941132270,PFNa(PB03)_R6_C5,PFNa,PFNa,Traced,560,112,294,,38,70,333056544
941132430,PFL3(PB12c)_R6_C2,PB1-7FB1245LAL,PFL3,Traced,3284,8,732,,2548,7,1164106630
941132434,EPG(PB08)_R6,EPG,EPG,Traced,3384,384,204,161,8,1,1033944779
941244280,PFNa(PB03)_L7_C6,PFNa,PFNa,Traced,530,135,130,,38,74,348045050
941939879,PFL3(PB12c)_L6_C8,PB1-7FB1245LAL,PFL3,Traced,2359,485,374,2,1872,6,1137135613
942172462,PFNp_b(PB01b)_R4_C7,PFNp_b,PFNp_b,Traced,180,34,23,,45,21,121738737
942172835,PFL3(PB12c)_R4_C4,PB1-7FB1245LAL,PFL3,Traced,2327,5,406,1,1918,4,885694660
942173776,PEG(PB07)_R4,PEG,PEG,Traced,1155,148,864,1,8,1,661259565
942254492,PFNp_e(PB01a)_L4_C3,PFNp_e,PFNp_e,Traced,212,56,81,1,15,33,169830327
942254554,PFNa(PB03)_L4_C3,PFNa,PFNa,Traced,530,86,244,,40,51,276831339
942491983,EPG(PB08)_R6,EPG,EPG,Traced,3582,477,293,213,16,1,1236585592
942535218,PFNp_b(PB01b)_R3_C8,PFNp_b,PFNp_b,Traced,240,45,94,,47,30,127512872
942539535,PFNp_d(PB01a)_R3_C8,PFNp_d,PFNp_d,Traced,163,26,32,1,70,24,115263488
942587380,PEG(PB07)_L4,PEG,PEG,Traced,1528,253,1051,2,6,1,737594409
943226223,PFNp_b(PB01b)_R3_C8,PFNp_b,PFNp_b,Traced,288,67,106,,34,37,189657430
943592738,PFNp_b(PB01b)_L2_C1,PFNp_b,PFNp_b,Traced,213,50,70,,33,28,139934401
