id,instance,notes,type,status,inputs (#post),outputs (#pre),gL(R) #post,gL(R) #pre,#voxels
1173417505,KCg-d_R,,KCg-d,Traced,526,219,349,187,325816397
1173732234,KCg-m_R,,KCg-m,Traced,695,232,426,192,265654149
1173745220,KCg-m_R,,KCg-m,Traced,768,253,445,219,342086265
1173745330,PAM08_a(y4)_R,,PAM08_a,Traced,990,169,516,130,329507895
1173745411,KCg-m_R,,KCg-m,Traced,809,252,495,211,379558460
1173753977,PAM08_e(y4)_R,,PAM08_e,Traced,833,166,404,119,352319115
1173814525,MBON34(y2)_L,,MBON34,Traced,933,204,294,12,547627159
1174008477,KCg-m_R,,KCg-m,Traced,805,254,474,202,371070877
1174043558,,,,Orphan,4,2,4,2,151937
1174077762,KCg-m_R,,KCg-m,Traced,721,236,440,206,322373850
1174384118,KCg-m_R,,KCg-m,Traced,793,259,493,223,277749894
1174410293,KCg-d_R,,KCg-d,Traced,545,228,411,204,345847703
1174712037,KCg-m_R,,KCg-m,Traced,734,252,493,220,352496458
1174716572,,,,Orphan,27,1,27,1,1468600
1175070762,KCg-d_R,,KCg-d,Traced,646,251,429,188,369691167
1191392918,KCg-d_R,,KCg-d,Traced,548,208,366,165,321659513
1196854070,PPL101(y1pedc)(PDL05)_L,,PPL101,Traced,12028,2161,4115,979,3658564958
1200351169,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,664,250,2,2,445817696
1200619473,CL337_R,,CL337,Traced,1966,45,1,1,1388444977
1200683283,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,518,220,9,3,425677562
1201028519,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,623,236,34,24,434693605
1201032707,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,604,239,24,14,404305308
1201296549,LAL190_R,pMP19 candidates; SpLC-SpIb(c),LAL190,Traced,3339,646,3,1,2077826485
1202060409,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,651,262,22,13,450169171
1202125326,PAM01_b(y5)_L,,PAM01_b,Traced,1020,151,179,39,196819019
1202397143,PAM01_b(y5)_R,,PAM01_b,Traced,694,140,305,105,332604177
1202410042,KCg-m_R,,KCg-m,Traced,752,221,435,190,232235294
1202470836,PAM07(y4<y1y2)_L,,PAM07,Traced,807,275,102,39,223533768
1202673723,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,589,244,5,3,432305951
1202737975,KCg-m_R,,KCg-m,Traced,754,271,527,228,371682997
1203070528,PAM01_a(y5)_R,,PAM01_a,Traced,712,157,371,116,320100027
1203420037,KCg-m_R,,KCg-m,Traced,747,245,443,199,354972553
1203424360,KCg-m_R,,KCg-m,Traced,702,203,457,161,346533956
1203433388,KCg-d_R,,KCg-d,Traced,687,237,479,214,365058309
1203709763,KCa'b'-m_R,,KCa'b'-m,Traced,512,234,11,3,411264180
1203756972,KCg-d_R,,KCg-d,Traced,530,214,381,184,326184236
1203769621,KCg-d_R,,KCg-d,Traced,521,193,377,158,319049698
1203769862,KCg-d_R,,KCg-d,Traced,529,236,402,216,348368772
1203774485,KCg-d_R,,KCg-d,Traced,611,212,445,187,356073557
1203774508,KCg-d_R,,KCg-d,Traced,543,209,396,190,310776126
1203779116,KCg-d_R,,KCg-d,Traced,542,206,398,188,324773324
1203783013,KCg-d_R,,KCg-d,Traced,486,176,325,150,304311704
1204076441,KCg-m_R,,KCg-m,Traced,728,229,496,205,349139460
1204124270,PAM01_a(y5)_R,,PAM01_a,Traced,1841,147,902,99,360645236
1204124281,KCg-d_R,,KCg-d,Traced,564,188,367,139,330641650
1204175835,PAM07(y4<y1y2)_R,,PAM07,Traced,1223,182,999,150,429243268
1204391417,PAM13(B'1ap)_R,,PAM13,Traced,1004,243,8,3,366409907
1204443547,KCg-m_R,,KCg-m,Traced,796,244,473,204,354281805
1204447548,KCg-m_R,,KCg-m,Traced,723,224,430,184,392214550
1204547624,PAM12(y3)_L,,PAM12,Traced,828,213,151,50,296229744
1204775735,KCg-m_R,,KCg-m,Traced,839,244,538,209,382456153
1204784216,KCg-m_R,,KCg-m,Traced,748,259,496,217,354661756
1204875505,PAM12(y3)_L,,PAM12,Traced,864,203,198,74,228273943
1205090786,PAM12(y3)_R,,PAM12,Traced,771,115,225,45,303136226
1205225146,PAM12(y3)_L,,PAM12,Traced,900,201,188,65,297353925
1206087924,,,,Orphan,16,1,16,1,521585
1206114100,PAM12(y3)_R,,PAM12,Traced,764,137,358,78,308877449
1224137476,KCg-m_R,,KCg-m,Traced,666,218,375,172,340476041
1224137495,KCg-s3_R,,KCg-s3,Traced,1161,409,796,320,637070643
1231735257,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,589,204,6,5,424144752
1232654731,KCg-m_R,,KCg-m,Traced,288,85,110,52,187577087
1233428010,PAM01_a(y5)_R,,PAM01_a,Traced,1101,172,559,127,371802936
1233436479,PAM15_b(y5B'2a)_R,,PAM15_b,Traced,1278,153,639,94,294637816
1233492573,PAM01_b(y5)_L,,PAM01_b,Traced,804,140,124,30,241710096
1233505806,PAM02(B'2a)_L,,PAM02,Traced,1339,202,28,2,294286432
1233773217,PAM01_a(y5)_R,,PAM01_a,Traced,1341,162,748,128,319599604
1234386037,MBON07(a1)_R,,MBON07,Traced,15487,512,24,2,1466363330
1234472633,KCg-d_R,,KCg-d,Traced,619,216,443,190,313264840
1234481054,PAM01_a(y5)_R,,PAM01_a,Traced,1004,155,594,113,273212378
1234800242,KCg-m_R,,KCg-m,Traced,695,231,422,190,348616614
1234809285,KCg-d_R,,KCg-d,Traced,574,253,350,189,325950292
1235115629,KCg-d_R,,KCg-d,Traced,550,199,370,177,287971872
1235150293,KCg-d_R,,KCg-d,Traced,561,208,401,169,301136200
1236073998,KCg-m_R,,KCg-m,Traced,738,251,483,225,352047476
1236816635,KCg-m_R,,KCg-m,Traced,672,204,412,172,345656747
1237814053,KCg-d_R,,KCg-d,Traced,479,202,342,170,314920202
1263384070,,,,Orphan,8,6,2,1,45818171
1264186300,PAM01_a(y5)_L,,PAM01_a,Traced,900,143,288,54,240889204
1265157632,KCg-m_R,,KCg-m,Traced,742,229,439,194,365712243
1265399790,,,,Traced,96,162,2,1,769118726
1265852784,KCg-d_R,,KCg-d,Traced,635,226,456,198,356715353
1266478519,PAM12(y3)_L,,PAM12,Traced,577,117,207,59,216360555
1266832645,,,,Orphan,32,11,32,11,9526376
1266871604,PAM01_a(y5)_R,,PAM01_a,Traced,1750,149,846,99,416278069
1267164975,KCg-m_R,,KCg-m,Traced,793,234,472,196,251292043
1267868586,KCg-d_R,,KCg-d,Traced,557,196,385,172,312485298
1268861712,KCg-d_R,,KCg-d,Traced,517,187,403,170,304278278
1292367728,mALD4_L,,mALD4,Traced,3238,1251,5,5,2375755009
1294383778,,,,Orphan,7,4,3,2,1985370
1294465669,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,673,249,7,4,446959185
1295225451,PAM04_b(B2)(ADM02)_L,,PAM04_b,Traced,545,134,51,18,225739136
1295855722,PAM01_b(y5)_R,,PAM01_b,Traced,1117,157,540,105,330482362
1297202769,KCg-m_R,,KCg-m,Traced,768,250,477,197,385320776
1297556652,KCg-m_R,,KCg-m,Traced,727,231,458,204,341257290
1313496027,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,632,273,9,9,428214535
1323402830,LAL193_R,VeL-X(c)1,LAL193,Traced,2052,28,7,3,1167321058
1326813363,PAM08_a(y4)_R,,PAM08_a,Traced,916,164,549,132,354276543
1327110858,,,,Orphan,2,3,2,3,1942830
1330275332,,,,Orphan,10,2,8,2,1080260
1352077058,DSKMP1B_R,,DSKMP1B,Traced,2983,560,7,16,5492683352
1354411526,KCg-d_R,,KCg-d,Traced,493,195,324,157,348337858
1358158733,,,,Orphan,7,3,7,3,956572
1359212271,KCab-s_R,,KCab-s,Traced,606,251,1,1,309923679
1359553384,KCab-s_R,,KCab-s,Traced,599,259,5,4,330140818
1387497141,,,,Orphan,13,6,13,6,1493350
1388515991,,,,Orphan,1,2,1,2,47848
1388585088,KCab-p_R,,KCab-p,Traced,635,220,2,1,352744706
1389189176,,,,Orphan,3,2,3,2,466911
1392655948,KCg-t_R,,KCg-t,Traced,744,235,449,191,335485713
1418618235,SIFa(PDM34),,SIFa,Traced,1592,935,77,35,6190229391
1419550809,,,,Orphan,4,2,4,2,521081
1449670372,KCab-s_R,,KCab-s,Traced,640,278,4,1,361396154
1450581687,,,,Orphan,4,2,4,2,302005
1453694137,,,,Orphan,1,4,1,4,961741
1465630554,LAL161_R,CL-L(c)1,LAL161,Traced,2216,269,7,1,911168646
1484076853,,,,Orphan,9,4,3,2,3403184
1515418525,KCa'b'-m_R,,KCa'b'-m,Traced,556,205,1,1,407157814
1629383757,Ascending?,,,Traced,5797,1631,1,1,3262430111
1639234609,VP1d_il2PN(dALT),,VP1d_il2PN,Traced,1773,571,1,2,889510708
5812978878,KCg-d_R,,KCg-d,Traced,562,186,435,161,313988202
5812979015,KCg-m_R,,KCg-m,Traced,732,209,484,179,327064500
5812979016,KCg-m_R,,KCg-m,Traced,704,214,464,183,350877661
5812979069,KCg-m_R,,KCg-m,Traced,718,228,416,181,358488809
5812979119,KCg-d_R,,KCg-d,Traced,676,244,498,223,374284941
5812979121,KCg-t_R,,KCg-t,Traced,614,226,324,151,325810486
5812979128,KCg-m_R,,KCg-m,Traced,778,215,474,168,355986971
5812979133,KCg-m_R,,KCg-m,Traced,760,209,493,172,333260461
5812979156,PAM15_b(y5B'2a)_R,,PAM15_b,Traced,1339,152,331,51,321368178
5812979170,PAM01_a(y5)_L,,PAM01_a,Traced,1017,133,318,46,259131792
5812979172,PAM01_b(y5)_L,,PAM01_b,Traced,557,145,64,20,275874215
5812979175,KCg-m_R,,KCg-m,Traced,761,212,501,174,353700102
5812979176,KCg-m_R,,KCg-m,Traced,688,232,408,195,266463309
5812979177,KCg-m_R,,KCg-m,Traced,758,209,493,173,351712945
5812979187,KCg-m_R,,KCg-m,Traced,741,224,487,183,361341380
5812979188,KCg-m_R,,KCg-m,Traced,752,229,463,171,351753540
5812979191,KCg-m_R,,KCg-m,Traced,636,205,437,179,358378337
5812979196,KCg-d_R,,KCg-d,Traced,507,220,299,163,307301397
5812979197,KCg-m_R,,KCg-m,Traced,744,248,428,205,262767496
5812979314,KCg-d_R,,KCg-d,Traced,504,175,284,116,317334419
5812979326,KCg-m_R,,KCg-m,Traced,827,243,535,196,414682167
5812979371,KCg-m_R,,KCg-m,Traced,656,198,392,158,327681890
5812979408,KCg-m_R,,KCg-m,Traced,782,215,496,174,251961508
5812979502,PAM01_a(y5)_L,,PAM01_a,Traced,1315,139,367,42,291541065
5812979531,KCg-d_R,,KCg-d,Traced,499,201,360,176,326982021
5812979532,KCg-d_R,,KCg-d,Traced,497,185,349,163,277525255
5812979558,PAM01_b(y5)_L,,PAM01_b,Traced,906,173,136,35,240183413
5812979560,PAM01_a(y5)_L,,PAM01_a,Traced,1468,128,415,44,284303946
5812979667,KCg-d_R,,KCg-d,Traced,507,177,367,149,312271975
5812980079,SMP128_R,,SMP128,Traced,1787,542,8,2,823342022
5812980378,KCab-s_R,,KCab-s,Traced,575,246,1,2,300916896
5812980386,KCg-m_R,,KCg-m,Traced,749,230,467,192,343708130
5812980425,KCab-s_R,,KCab-s,Traced,601,213,4,2,254520884
5812980520,CRE029_c_R,,CRE029_c,Traced,834,333,1,2,771099799
5812980537,KCg-m_R,,KCg-m,Traced,728,212,462,172,375620086
5812980579,KCg-m_R,,KCg-m,Traced,851,264,499,218,389390956
5812980580,KCg-m_R,,KCg-m,Traced,747,205,434,164,256089357
5812980588,KCg-m_R,,KCg-m,Traced,731,242,466,185,280139995
5812980638,KCg-m_R,,KCg-m,Traced,845,252,511,209,331887965
5812980796,KCg-m_R,,KCg-m,Traced,856,264,505,216,358986993
5812980813,KCg-m_R,,KCg-m,Traced,826,276,494,229,372973812
5812980931,KCab-s_R,,KCab-s,Traced,673,279,1,2,312733936
5812980934,KCg-m_R,,KCg-m,Traced,741,214,472,171,355706061
5812980973,KCg-m_R,,KCg-m,Traced,771,245,530,216,356405254
5812980992,KCg-m_R,,KCg-m,Traced,751,227,426,174,372794530
5812981038,KCg-m_R,,KCg-m,Traced,744,264,484,211,378921258
5812981046,KCg-t_R,,KCg-t,Traced,572,187,371,147,357596550
5812981141,KCg-m_R,,KCg-m,Traced,801,244,484,207,343369893
5812981142,KCg-m_R,,KCg-m,Traced,763,194,465,143,351515703
5812981148,KCg-m_R,,KCg-m,Traced,856,237,527,189,390206320
5812981153,KCg-m_R,,KCg-m,Traced,849,206,509,169,354136140
5812981154,KCg-m_R,,KCg-m,Traced,676,222,357,181,317652024
5812981160,KCg-m_R,,KCg-m,Traced,911,269,546,218,407533415
5812981164,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,563,245,15,8,447193387
5812981227,KCg-m_R,,KCg-m,Traced,735,246,454,223,337391482
5812981277,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,621,239,4,5,474294817
5812981279,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,644,232,2,1,449082312
5812981290,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,580,240,5,4,451840346
5812981320,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,629,272,4,2,446321131
5812981339,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,634,214,21,14,426256262
5812981340,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,636,258,17,12,446538834
5812981341,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,647,231,23,12,457579684
5812981348,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,618,233,17,11,441656257
5812981381,PPL102(y1)(PDL05)_L,,PPL102,Traced,9198,2830,1851,299,3349981626
5812981400,KCa'b'-m_R,,KCa'b'-m,Traced,705,247,1,1,455420889
5812981432,KCg-m_R,,KCg-m,Traced,806,241,479,200,366724865
5812981441,KCg-m_R,,KCg-m,Traced,795,227,473,174,386706581
5812981467,KCg-m_R,,KCg-m,Traced,806,230,505,180,348934875
5812981553,KCa'b'-m_R,,KCa'b'-m,Traced,647,237,19,5,409831606
5812981563,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,661,224,5,3,453767469
5812981564,KCa'b'-m_R,,KCa'b'-m,Traced,642,232,16,7,391061782
5812981586,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,598,237,17,9,424512481
5812981590,KCa'b'-m_R,,KCa'b'-m,Traced,622,196,6,1,404873540
5812981616,KCg-m_R,,KCg-m,Traced,852,242,514,191,405786535
5812981641,PAM08_d(y4)_L,,PAM08_d,Traced,1423,333,247,59,253723732
5812981689,KCa'b'-m_R,,KCa'b'-m,Traced,744,219,3,6,328939713
5812981702,KCg-m_R,,KCg-m,Traced,706,207,444,176,355029473
5812981703,KCg-m_R,,KCg-m,Traced,903,250,556,199,289040338
5812981704,KCg-m_R,,KCg-m,Traced,803,249,470,204,386753763
5812981706,KCg-m_R,,KCg-m,Traced,915,243,539,207,354958539
5812981717,KCg-m_R,,KCg-m,Traced,808,263,426,193,411349848
5812981858,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,651,261,6,3,481499224
5812981895,PAM12(y3)_L,,PAM12,Traced,713,146,204,38,211372631
5812981924,KCg-m_R,,KCg-m,Traced,756,254,447,202,345875249
5812981932,KCg-m_R,,KCg-m,Traced,812,216,484,178,340016511
5812981951,KCg-m_R,,KCg-m,Traced,847,249,538,207,393279267
5812981960,KCa'b'-m_R,,KCa'b'-m,Traced,721,226,13,6,331043517
5812981961,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,637,239,3,1,464186591
5812981986,KCg-m_R,,KCg-m,Traced,665,229,397,191,335611187
5812981989,KCg-t_R,,KCg-t,Traced,723,218,448,177,327511421
5812981990,KCg-m_R,,KCg-m,Traced,729,204,430,155,351520352
5812982000,KCg-m_R,,KCg-m,Traced,687,223,419,175,400998702
5812982017,KCg-m_R,,KCg-m,Traced,717,211,434,167,353524960
5812982020,KCg-d_R,,KCg-d,Traced,658,246,460,227,385464886
5812982086,KCa'b'-m_R,,KCa'b'-m,Traced,649,253,11,10,425938168
5812982087,KCa'b'-m_R,,KCa'b'-m,Traced,572,208,10,7,414845645
5812982088,KCa'b'-m_R,,KCa'b'-m,Traced,684,234,8,3,399100731
5812982125,CRE032_R,,CRE032,Traced,600,223,14,8,547536751
5812982154,KCg-m_R,,KCg-m,Traced,694,232,426,199,264377926
5812982168,KCg-m_R,,KCg-m,Traced,757,244,445,185,364294936
5812982205,KCg-m_R,,KCg-m,Traced,670,240,401,194,253548241
5812982216,KCg-m_R,,KCg-m,Traced,788,256,494,225,366506869
5812982220,KCg-m_R,,KCg-m,Traced,783,232,510,195,338467117
5812982252,KCg-m_R,,KCg-m,Traced,670,205,428,166,245306225
5812982273,KCg-m_R,,KCg-m,Traced,606,205,370,177,300577252
5812982328,KCg-m_R,,KCg-m,Traced,806,214,506,184,352602341
5812982329,KCa'b'-m_R,,KCa'b'-m,Traced,677,234,7,5,365482537
5812982350,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,555,210,25,17,408201604
5812982371,KCg-m_R,,KCg-m,Traced,754,248,494,220,366775823
5812982403,KCg-m_R,,KCg-m,Traced,824,242,505,195,382742401
5812982420,KCg-m_R,,KCg-m,Traced,698,231,435,191,259214054
5812982421,KCg-m_R,,KCg-m,Traced,805,241,494,202,372471658
5812982422,KCg-m_R,,KCg-m,Traced,713,215,421,176,311402981
5812982436,KCg-m_R,,KCg-m,Traced,779,249,474,203,354659380
5812982437,KCg-m_R,,KCg-m,Traced,765,235,481,204,353302366
5812982442,KCg-m_R,,KCg-m,Traced,828,258,501,200,382934901
5812982492,KCg-m_R,,KCg-m,Traced,779,237,480,197,344938922
5812982505,KCg-m_R,,KCg-m,Traced,856,240,561,194,365001793
5812982506,KCg-m_R,,KCg-m,Traced,735,225,442,189,351271520
5812982514,KCab-s_R,,KCab-s,Traced,589,237,3,1,363758686
5812982529,KCg-m_R,,KCg-m,Traced,819,234,512,196,377402667
5812982530,KCg-m_R,,KCg-m,Traced,788,260,471,209,394185735
5812982532,KCg-m_R,,KCg-m,Traced,735,255,431,207,384093385
5812982547,KCg-t_R,,KCg-t,Traced,586,198,375,158,223676343
5812982556,KCg-d_R,,KCg-d,Traced,520,198,371,164,285240284
5812982562,KCg-m_R,,KCg-m,Traced,856,253,535,196,363083461
5812982577,KCg-m_R,,KCg-m,Traced,832,272,571,230,395572382
5812982578,KCg-m_R,,KCg-m,Traced,745,237,457,196,354111006
5812982579,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,492,173,30,20,410959307
5812982589,KCg-m_R,,KCg-m,Traced,714,247,435,212,346266719
5812982594,KCg-m_R,,KCg-m,Traced,755,221,455,179,254175892
5812982602,KCg-m_R,,KCg-m,Traced,744,197,473,162,341958318
5812982610,KCg-m_R,,KCg-m,Traced,801,216,474,179,231710466
5812982620,KCg-m_R,,KCg-m,Traced,757,257,469,211,398451875
5812982657,KCg-d_R,,KCg-d,Traced,545,205,394,177,318334341
5812982694,KCa'b'-m_R,,KCa'b'-m,Traced,684,207,4,4,430418695
5812982706,KCa'b'-m_R,,KCa'b'-m,Traced,672,231,8,4,418473741
5812982766,KCg-m_R,,KCg-m,Traced,781,257,419,217,334549816
5812982779,PAM01_b(y5)_R,,PAM01_b,Traced,1442,163,603,99,343660367
5812982780,KCab-p_R,,KCab-p,Traced,700,235,3,1,384605451
5812982803,KCg-m_R,,KCg-m,Traced,566,195,396,170,308813520
5812982823,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,568,212,16,13,396676348
5812982825,KCg-m_R,,KCg-m,Traced,672,227,435,194,333010030
5812982826,KCg-d_R,,KCg-d,Traced,448,168,342,147,251584928
5812982832,KCg-m_R,,KCg-m,Traced,727,231,456,187,351930359
5812982837,KCg-m_R,,KCg-m,Traced,784,236,451,189,390614885
5812982871,KCg-m_R,,KCg-m,Traced,674,196,403,150,317111677
5812982872,KCg-m_R,,KCg-m,Traced,683,194,421,166,310958595
5812982874,KCg-t_R,,KCg-t,Traced,624,174,369,134,323061681
5812982875,KCg-m_R,,KCg-m,Traced,778,215,465,172,254631346
5812982876,KCg-m_R,,KCg-m,Traced,773,227,489,188,321324976
5812982877,KCg-d_R,,KCg-d,Traced,529,187,376,147,300386547
5812982999,KCg-m_R,,KCg-m,Traced,847,245,487,192,381722085
5812983003,KCg-m_R,,KCg-m,Traced,725,237,471,202,238196439
5812983009,KCg-m_R,,KCg-m,Traced,757,230,450,176,354509134
5812983012,KCab-s_R,,KCab-s,Traced,609,228,6,3,329761289
5812983042,KCg-m_R,,KCg-m,Traced,745,196,443,156,336377718
5812983043,KCg-m_R,,KCg-m,Traced,656,218,416,186,344994314
5812983101,KCg-m_R,,KCg-m,Traced,712,239,436,188,357805367
5812983134,KCg-d_R,,KCg-d,Traced,584,220,413,193,328504136
5812983147,KCg-m_R,,KCg-m,Traced,919,285,638,252,351871022
5812983152,KCg-m_R,,KCg-m,Traced,829,222,497,176,360458277
5812983174,KCa'b'-m_R,,KCa'b'-m,Traced,681,235,8,4,386511183
5812983192,KCg-m_R,,KCg-m,Traced,738,218,470,183,353113239
5812983199,KCg-d_R,,KCg-d,Traced,485,200,373,186,281958837
5812983200,KCg-m_R,,KCg-m,Traced,747,232,457,208,350999590
5812983213,KCab-s_R,,KCab-s,Traced,621,216,1,1,325890550
5812983310,KCg-m_R,,KCg-m,Traced,703,233,437,203,340294356
5812983321,KCg-m_R,,KCg-m,Traced,693,210,440,184,337711460
5812983322,KCg-m_R,,KCg-m,Traced,689,256,374,189,357443649
5812983323,KCg-m_R,,KCg-m,Traced,651,233,418,192,234011730
5812983330,KCg-m_R,,KCg-m,Traced,776,191,427,144,249452188
5812983337,KCg-m_R,,KCg-m,Traced,629,219,430,198,361971168
5812983438,KCg-d_R,,KCg-d,Traced,593,211,435,189,244011597
5812983451,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,634,262,10,4,436809854
5812983522,PAM07(y4<y1y2)_L,,PAM07,Traced,2412,544,128,31,481019405
5812983544,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,675,237,17,8,426100093
5812983569,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,559,251,7,4,392759583
5812983571,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,579,248,23,11,294590390
5812983645,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,651,257,9,8,449532868
5812983646,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,595,256,15,12,453811862
5812983657,KCg-m_R,,KCg-m,Traced,749,245,459,203,337810528
5812983658,KCg-m_R,,KCg-m,Traced,762,255,478,194,377172580
5812983673,KCg-m_R,,KCg-m,Traced,776,211,495,170,348369142
5812983827,PAM08_a(y4)_L,,PAM08_a,Traced,1016,194,208,56,253048355
5812983831,AVLP562_R,,AVLP562,Traced,5984,1288,9,1,3369272816
5812983846,FB4P_b_R,CRESMPFB4_4,FB4P_b,Traced,1494,734,45,4,1050718993
5812983866,KCa'b'-m_R,,KCa'b'-m,Traced,596,208,6,1,415440030
5812983871,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,603,209,10,5,408605251
5812983899,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,641,216,11,6,347569779
5812983903,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,554,225,20,15,444087728
5812984045,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,679,240,11,4,439989491
5812987762,KCg-m_R,,KCg-m,Traced,705,198,445,172,325691310
5812989173,KCg-m_R,,KCg-m,Traced,712,186,403,152,302263246
5813012637,SMP056(ADM01)_L,,SMP056,Traced,1802,509,50,1,1671517230
5813019779,KCg-m_R,,KCg-m,Traced,772,246,472,205,361375678
5813019801,KCg-m_R,,KCg-m,Traced,774,204,485,165,244536379
5813019850,CRE048_R,,CRE048,Traced,5674,1107,483,2,2306300526
5813019917,KCg-m_R,,KCg-m,Traced,718,235,436,187,379459411
5813019982,KCg-m_R,,KCg-m,Traced,859,239,520,194,379529420
5813020041,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,613,209,26,10,434014408
5813020061,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,656,278,17,13,472995790
5813020089,KCg-m_R,,KCg-m,Traced,824,242,501,191,271636349
5813020132,KCg-m_R,,KCg-m,Traced,778,236,418,175,345391815
5813020271,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,710,232,3,2,452528827
5813020288,PAM08_b(y4)_L,,PAM08_b,Traced,1571,270,441,94,344947794
5813020424,PAM12(y3)_L,,PAM12,Traced,842,136,204,44,274285169
5813020996,SMP384(PDM09)_L,,SMP384,Traced,4802,2862,11,7,2685199565
5813021174,KCa'b'-m_R,,KCa'b'-m,Traced,605,262,4,3,441153613
5813021273,KCg-m_R,,KCg-m,Traced,767,238,499,194,243403169
5813021275,KCg-m_R,,KCg-m,Traced,789,216,489,174,374785122
5813021289,KCg-m_R,,KCg-m,Traced,857,226,538,189,379499098
5813021294,KCg-m_R,,KCg-m,Traced,954,259,584,205,388056858
5813021296,KCg-m_R,,KCg-m,Traced,728,224,425,184,242586696
5813021332,KCg-m_R,,KCg-m,Traced,757,214,441,181,365495383
5813021341,KCg-m_R,,KCg-m,Traced,703,235,443,197,363162514
5813021363,KCg-m_R,,KCg-m,Traced,802,209,501,172,273246118
5813021379,KCg-m_R,,KCg-m,Traced,727,226,424,177,333591765
5813021380,KCg-m_R,,KCg-m,Traced,832,277,487,232,346290010
5813021382,KCg-m_R,,KCg-m,Traced,864,224,534,182,359643361
5813021415,KCg-m_R,,KCg-m,Traced,703,236,410,193,288379208
5813021452,KCg-m_R,,KCg-m,Traced,666,212,415,183,342600730
5813021469,KCg-m_R,,KCg-m,Traced,764,275,505,229,265386418
5813021659,KCg-m_R,,KCg-m,Traced,772,220,416,172,353080116
5813021736,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,605,219,12,2,454869357
5813021748,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,644,195,3,1,447453187
5813021805,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,704,267,7,7,478993126
5813021806,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,627,237,3,2,475435410
5813021808,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,591,274,14,5,455112693
5813021809,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,663,276,17,9,467946092
5813021812,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,594,252,20,9,464717750
5813021822,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,663,265,17,14,482821942
5813021844,PAM08_c(y4)_L,,PAM08_c,Traced,1573,280,367,84,241663552
5813021856,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,668,254,9,8,485815034
5813021865,KCg-m_R,,KCg-m,Traced,911,250,562,199,390695586
5813022037,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,655,236,17,7,431474709
5813022060,KCg-m_R,,KCg-m,Traced,860,220,491,169,389236541
5813022076,PAM12(y3)_L,,PAM12,Traced,835,213,104,38,283015676
5813022119,KCg-m_R,,KCg-m,Traced,778,224,447,183,404279091
5813022133,KCg-m_R,,KCg-m,Traced,859,262,516,219,384059842
5813022199,CRE029_a_R,,CRE029_a,Traced,1027,313,9,16,775964720
5813022203,KCg-m_R,,KCg-m,Traced,843,217,510,175,361152092
5813022207,KCg-m_R,,KCg-m,Traced,720,230,404,183,345079393
5813022210,KCg-m_R,,KCg-m,Traced,666,216,387,172,356644310
5813022232,KCg-d_R,,KCg-d,Traced,545,187,389,161,355032954
5813022234,MBON30(y1y2y3)_R,,MBON30,Traced,13786,1430,10282,170,2864745122
5813022239,KCg-d_R,,KCg-d,Traced,490,172,381,149,297674972
