id,instance,notes,type,status,inputs (#post),outputs (#pre),b'L(L) #post,b'L(L) #pre,#voxels
1265213867,,,,Traced,307,139,2,1,70634749
1265256823,,,,Traced,44,18,44,18,7677526
1265261212,,,,Traced,40,19,40,19,7206377
1265261256,,,,Traced,266,116,265,116,83756610
1265261296,,,,Traced,38,15,38,15,5200266
1265261297,,,,Traced,50,17,50,17,7004931
1265261328,KCa'B'_L?,,,Traced,238,107,178,77,94529484
1265261373,,,,Traced,345,105,345,105,82868808
1265261383,,,,Traced,256,97,256,97,69880991
1265265388,,,,Traced,25,4,25,4,3277018
1265265404,,,,Traced,4,3,4,3,1755341
1265265454,,,,Traced,18,8,18,8,2715245
1265265459,,,,Traced,18,7,18,7,2563335
1265265561,KCa'B'_L?,,,Traced,315,128,243,98,100552842
1265546189,,,,Traced,389,157,3,1,91618839
1265593606,,,,Traced,65,34,65,34,18703303
1265602152,,,,Traced,17,9,17,9,3385775
1265606421,,,,Traced,4,2,4,2,411272
1265606509,,,,Traced,21,5,21,5,2579356
1265606572,,,,Traced,35,12,35,12,6088476
1265606589,,,,Traced,34,9,34,9,4513786
1265606638,,,,Traced,3,3,3,3,769844
1265606649,,,,Traced,6,3,6,3,2136332
1265606662,,,,Traced,19,4,19,4,2563119
1265934473,,,,Assign,7,2,7,2,64185
1265947417,,,,Traced,27,6,27,6,4094701
1265947662,,,,Traced,8,3,8,3,1546461
1266284541,,,,Traced,13,5,13,5,2032616
1266288442,,,,Traced,12,1,12,1,1077712
1266288690,,,,Traced,20,5,20,5,3908615
1266288750,,,,Traced,3,3,3,3,740212
1266629760,,,,Traced,1,4,1,4,1497954
1266871604,PAM01_a(y5)_R,,PAM01_a,Traced,1750,149,2,2,416278069
