id,instance,notes,type,status,inputs (#post),outputs (#pre),LAL(L) #post,LAL(L) #pre,#voxels
1911542613,,,,Traced,1,2,1,2,1000074
1911844120,,,,Orphan,12,3,12,3,4473196
1911862099,,,,Traced,32,93,21,43,46957783
1911865950,,,,Traced,4,15,4,15,10114120
1911870297,,,,Traced,5,3,5,3,2284575
1911870423,,,,Traced,4,8,4,8,2576856
1911874562,,,,Traced,3,3,3,3,1526661
1911878665,,,,Traced,2,3,2,3,1899092
1911878828,,,,Traced,1,2,1,2,1798539
1911878958,,,,Traced,1,5,1,5,2226014
1911883178,,,,Traced,12,2,12,2,2619543
1911883424,,,,Traced,3,4,3,4,7394927
1912190940,,,,Traced,46,18,14,18,20782153
1912191062,,,,Traced,44,62,20,32,43583976
1912207430,,,,Traced,7,6,7,6,3706180
1912208043,,,,Traced,5,4,5,4,2786533
1912211873,,,,Traced,3,5,3,5,2556359
1912215921,,,,Traced,2,4,2,4,3283226
1912219625,,,,Traced,9,10,9,10,3074641
1912220314,,,,Traced,3,2,3,2,2553483
1912220588,,,,Traced,1,3,1,3,1677021
1912220637,,,,Traced,10,6,10,6,4562803
1912220672,,,,Traced,3,3,3,3,1338502
1912220826,,,,Traced,2,2,2,2,841386
1912224265,,,,Traced,2,2,2,2,1279834
1912224663,,,,Traced,1,4,1,4,4122422
1912224827,,,,Traced,11,3,11,3,3087661
1912225023,,,,Traced,2,6,2,6,3159175
1912461809,,,,Traced,35,52,2,1,62969237
1912531217,,,,Traced,45,54,32,43,32586877
1912531256,,,,Traced,34,38,33,38,24318480
1912531486,,,,Traced,114,93,60,61,54233408
1912544294,,,,Traced,2,9,2,9,5074204
1912544488,,,,Traced,3,11,3,11,7952862
1912547828,,,,Traced,14,1,14,1,2614707
1912548363,,,,Traced,12,8,12,8,5309254
1912548628,,,,Traced,4,4,4,4,2731513
1912548974,,,,Traced,3,2,3,2,991029
1912549333,,,,Traced,1,4,1,4,1568452
1912549350,,,,Traced,3,3,3,3,1923513
1912552173,,,,Traced,11,13,11,13,7243091
1912562136,,,,Traced,2,16,2,16,10512622
1912562179,,,,Traced,1,2,1,2,1789253
1912562567,,,,Traced,1,4,1,4,1556924
1912562732,,,,Traced,1,2,1,2,825037
1912562850,,,,Traced,3,4,3,4,5908926
1912565057,,,,Traced,8,6,8,6,7298374
1912565841,,,,Traced,11,1,11,1,2088239
1912566091,,,,Traced,5,10,5,10,5256070
1912876583,,,,Traced,8,10,8,10,3926457
1912881719,,,,Traced,2,7,2,7,3638751
1912884847,,,,Traced,12,12,12,12,5460415
1912885661,,,,Traced,22,7,20,7,5178496
1912898124,,,,Traced,1,6,1,6,3285953
1912898179,,,,Traced,1,5,1,5,2739019
1913221818,,,,Traced,106,14,105,13,21344730
1913221984,,,,Traced,20,11,20,11,6776409
1913230013,,,,Traced,3,7,3,7,4671707
1913230191,,,,Traced,3,4,3,4,2428710
1913231451,,,,Traced,8,3,8,3,4744866
1913231751,,,,Orphan,1,2,1,2,357670
1913247284,,,,Traced,7,3,6,3,2139448
1913570879,,,,Traced,12,4,12,4,3254044
1913570955,,,,Traced,4,7,4,7,2754386
1913571305,,,,Traced,18,35,18,35,20643074
1913572127,,,,Traced,5,4,5,4,4055640
1913572219,,,,Traced,2,7,2,7,2260717
1913572291,,,,Traced,4,2,4,2,1808862
1913575220,,,,Traced,2,5,2,5,2447128
1913575502,,,,Traced,2,5,2,5,2201017
1913579757,,,,Traced,4,6,3,6,3310474
1913580417,,,,Traced,8,6,8,6,3491316
1913584447,,,,Traced,9,5,9,5,2520331
1913584619,,,,Traced,4,15,4,15,6904010
1913912650,,,,Traced,5,6,5,6,3886969
1913913107,,,,Traced,19,3,19,3,2708090
1913913360,,,,Traced,4,5,4,5,3048715
1913921587,,,,Traced,3,2,3,2,810531
1913921875,,,,Traced,11,11,11,11,6545336
1913925122,,,,Traced,4,3,4,3,660873
1913925321,,,,Traced,7,5,7,5,2045095
1913926801,,,,Traced,1,2,1,2,1085462
1913929748,,,,Traced,4,10,4,10,6895294
1913930587,,,,Traced,6,4,6,4,2046871
1914244602,,,,Traced,12,2,9,2,3060611
1914244963,,,,Traced,26,2,20,1,5278000
1914248943,,,,Traced,2,7,2,7,2169998
1914253802,,,,Traced,1,2,1,2,862482
1914261650,,,,Traced,12,2,12,2,1557180
1914266443,,,,Traced,4,3,4,3,800835
1914271569,,,,Traced,2,2,2,2,1103925
1914460817,VES079_R,,VES079,Traced,1323,550,12,9,1108172940
1914589768,,,,Traced,3,3,3,3,2019585
1914590244,,,,Traced,3,4,3,4,3040575
1914594719,,,,Traced,4,8,4,8,4734350
1914599162,,,,Assign,1,2,1,2,817542
1914599198,,,,Traced,3,3,3,3,1902397
1914599284,,,,Traced,8,5,8,5,1618315
1914603097,,,,Traced,5,3,5,3,1507840
1914603584,,,,Traced,1,6,1,6,2612752
1914607905,,,,Traced,2,2,2,2,703745
1914612055,,,,Traced,3,6,3,6,1698086
1914936149,,,,Traced,1,3,1,3,1649451
1914940067,,,,Traced,6,6,6,6,3546558
1914940069,,,,Traced,5,6,5,6,3109090
1914944455,,,,Orphan,4,2,4,2,1874983
1914944969,,,,Traced,1,3,1,3,1227481
1914945209,,,,Traced,2,3,2,3,1238323
1914948334,,,,Traced,3,2,3,2,1608971
1914948518,,,,Traced,1,2,1,2,1539843
1914948897,,,,Traced,3,4,3,4,1658031
1915280677,,,,Traced,8,5,8,5,2889483
1915281543,,,,Traced,1,6,1,6,3292588
1915289461,,,,Traced,1,10,1,10,2952137
1915290056,,,,Traced,3,4,3,4,2372847
1915293600,,,,Traced,1,3,1,3,1542840
1915293997,,,,Traced,3,2,3,2,1448407
1915621417,,,,Traced,12,14,12,14,6229097
1915626048,,,,Traced,3,2,3,2,1665739
1915976358,,,,Traced,4,2,4,2,1476262
1940069053,VES073_R,,VES073,Traced,1382,277,3,7,967922168
1940155588,,,,Traced,39,143,4,2,95808540
1940160469,,,,Traced,64,12,20,4,35990417
1941187548,,,,Traced,24,28,9,9,19220465
1941523938,,,,Traced,37,7,15,2,8756687
1941528711,,,,Traced,7,6,2,1,6491682
1941860682,,,,Traced,58,42,35,23,32741085
1941869416,,,,Traced,6,7,5,5,6384161
1942205731,,,,Traced,63,65,33,30,42349074
1942205772,,,,Traced,21,9,16,6,8077415
1942206230,,,,Traced,20,13,18,12,7474206
1942206539,,,,Traced,11,6,10,5,5892698
1942210782,,,,Traced,5,16,4,12,8505807
1942210917,,,,Traced,102,6,51,3,15673896
1942218808,,,,Traced,3,2,3,2,1366739
1942542630,,,,Traced,22,55,20,53,32998410
1942543404,,,,Traced,17,21,5,10,12129869
1942543829,,,,Traced,19,10,5,3,12978553
1942543895,,,,Traced,12,15,5,3,7735254
1942547879,,,,Traced,7,10,3,3,8874415
1942551015,,,,Traced,3,2,3,2,3042625
1942551774,,,,Traced,12,12,10,12,5040896
1942551786,,,,Traced,8,7,8,7,3587199
1942555982,,,,Orphan,3,2,3,2,1080980
1942556066,,,,Traced,9,4,9,4,2182580
1942556489,,,,Traced,12,7,10,3,7072113
1942576803,,,,Traced,1,2,1,2,1115921
1942806972,LAL173(PVM03)_L,,LAL173,Traced,462,554,141,40,502844378
1942883530,,,,Traced,7,8,6,8,7264702
1942884295,,,,Traced,10,20,5,7,17391198
1942888517,,,,Traced,15,2,11,2,5307881
1942888665,,,,Traced,21,10,13,1,10065139
1942892258,,,,Traced,6,4,6,4,3230480
1942892714,,,,Traced,5,14,5,12,6926996
1942892764,,,,Traced,10,1,10,1,1778695
1942896656,,,,Traced,9,8,9,8,8888728
1942900977,,,,Traced,2,5,2,5,2256485
1943147567,LAL174(PVM03)_L,,LAL174,Traced,811,604,288,57,749589650
1943224831,,,,Traced,17,7,1,5,6936731
1943225625,,,,Traced,30,48,14,26,39406108
1943233409,,,,Traced,185,4,133,1,74723859
1943570691,,,,Traced,22,3,9,3,8873263
1943578903,,,,Traced,6,9,6,9,5032464
1943583238,,,,Traced,1,2,1,2,921257
1943587203,,,,Assign,3,2,3,2,1046165
1943595880,,,,Traced,1,2,1,2,778995
1943912002,,,,Assign,1,2,1,2,448950
1943912273,,,,Traced,24,1,22,1,5462033
1943919615,,,,Traced,6,6,6,5,4042298
1943920418,,,,Traced,8,7,4,6,6200279
1943920453,,,,Traced,4,8,4,8,5266378
1943932361,,,,Traced,3,3,3,3,1344816
1944252018,,,,Traced,107,6,81,5,21636893
1944257151,,,,Traced,36,9,34,9,11180657
1944261360,,,,Traced,2,9,2,9,3997773
1944601735,,,,Assign,5,2,5,2,899329
1944602579,,,,Traced,16,5,8,3,7936380
1944938326,,,,Traced,19,10,14,8,7861286
1944943606,,,,Traced,2,2,2,2,2155912
1944943709,,,,Traced,9,2,9,2,1525878
1945283811,,,,Traced,1,7,1,5,3777871
1945284471,,,,Traced,2,11,1,7,7927099
1945625389,,,,Traced,10,2,8,2,2080820
1967434525,,,,Traced,83,99,17,14,82251173
1970858164,,,,Traced,57,68,1,1,37114727
1972214209,,,,Traced,125,92,87,56,90034077
1972214352,,,,Traced,19,4,6,2,10674625
1972214682,,,,Traced,15,37,4,2,25091526
1972550841,,,,Traced,7,8,5,5,5410690
1972555064,,,,Orphan,10,2,3,2,9397800
1972904579,,,,Traced,196,289,107,146,117418180
1973240888,,,,Traced,8,2,4,2,3209542
1973241019,,,,Traced,53,3,32,1,13117996
1973241208,,,,Traced,29,23,19,13,16655639
1973245178,,,,Traced,3,13,3,13,7392694
1973249146,,,,Traced,6,6,4,4,3986978
1973249539,,,,Traced,4,2,4,2,3606442
1973249759,,,,Traced,4,6,3,4,7577288
1973249963,,,,Orphan,15,4,7,3,2599218
1973250179,,,,Traced,47,4,41,4,6387333
1973573403,,,,Traced,20,27,6,6,26159540
1973582139,,,,Traced,145,13,76,5,89209695
1973585829,,,,Traced,2,2,2,2,2483199
1973585856,,,,Traced,13,10,6,6,9514377
1973585857,,,,Traced,34,71,29,63,44106374
1973585861,,,,Traced,138,45,40,13,65223675
1973586255,,,,Traced,6,29,4,21,19143507
1973590369,,,,Traced,31,9,7,3,10872263
1973914448,,,,Orphan,1,3,1,3,1160723
1973914950,,,,Traced,13,32,7,7,27170632
1973915077,,,,Orphan,2,2,1,2,1313724
1973919155,,,,Traced,23,26,13,6,11980078
1973919577,,,,Traced,11,19,9,19,10365502
1973927023,,,,Traced,1,6,1,6,4058379
1973927203,,,,Traced,4,9,4,9,5546662
1973927726,,,,Traced,6,6,5,6,5953921
1973931671,,,,Traced,2,5,2,5,3838613
1974269074,,,,Traced,5,25,2,9,15722127
1974273081,,,,Traced,1,2,1,2,2191158
1974273264,,,,Assign,3,3,3,3,2114884
1974601098,,,,Traced,3,3,3,3,1711509
1974946343,,,,Traced,10,73,1,20,38467607
1974955418,,,,Traced,18,9,18,6,10878105
1975288478,,,,Traced,7,9,1,3,5148390
1975627866,,,,Traced,13,2,3,1,2287276
1975627881,,,,Orphan,12,9,11,9,4863680
1975633013,,,,Traced,35,28,8,16,16569494
1975633142,,,,Traced,7,13,5,9,8246435
1975637380,,,,Traced,26,13,25,13,11897999
1975637559,,,,Traced,5,13,5,9,6705361
1975973341,,,,Traced,3,6,2,6,2587750
1975973421,,,,Traced,6,11,5,11,7031860
1975973948,,,,Traced,27,28,22,26,12075637
1975977829,,,,Traced,6,6,6,6,4812312
1976314618,,,,Traced,59,43,48,31,36514063
1976655764,,,,Traced,3,14,3,14,7626044
2002570836,,,,Traced,45,2,12,1,23399255
2002579203,,,,Traced,14,41,2,3,40665233
2003249011,,,,Traced,31,58,6,9,40292936
2003495133,,,,Traced,161,932,18,96,1036682838
2003934875,,,,Traced,8,10,1,1,6288339
2003934984,,,,Traced,38,66,13,7,27839072
2003943916,,,,Traced,1,3,1,3,1172868
2004267136,,,,Traced,4,22,1,8,9477598
2004275786,,,,Traced,24,47,4,7,27740318
2004275867,,,,Traced,6,21,2,10,12160701
2004607685,,,,Traced,6,33,2,4,20451389
2004608000,,,,Traced,13,11,9,6,10000991
2004613126,,,,Traced,18,11,11,1,8616097
2004621595,,,,Traced,87,56,30,19,48211614
2004625409,,,,Traced,1,3,1,3,2086024
2004953829,,,,Orphan,4,6,3,3,2723333
2004957457,,,,Traced,39,31,16,7,27528159
2004957721,,,,Traced,20,27,8,11,14133302
2004957914,,,,Traced,21,28,9,4,15836337
2004961802,,,,Traced,23,76,10,21,44370448
2004962744,,,,Orphan,8,8,1,4,5396148
2005294716,,,,Traced,6,5,2,1,3330356
2005303934,,,,Traced,4,18,3,3,9747623
2005307493,,,,Traced,1,3,1,3,3222397
2005877512,,,,Traced,327,245,14,21,297603840
2005981360,,,,Traced,20,8,9,7,9092071
2005989550,,,,Traced,4,6,1,1,5071880
2006321772,,,,Traced,23,24,3,12,14389936
2006321804,,,,Traced,7,17,3,5,17703067
2006322021,,,,Traced,36,34,14,13,17990285
2006667931,,,,Traced,21,8,6,3,9720232
2006671816,,,,Traced,3,2,3,2,547608
2007008237,,,,Traced,14,3,9,1,4087779
2007008606,,,,Traced,77,68,67,56,41029426
2007012891,,,,Traced,3,4,3,4,1338912
2007349508,,,,Traced,14,14,1,8,9541526
2007349808,,,,Traced,43,9,8,3,8984090
2008035992,,,,Traced,22,21,10,10,19457827
2008571631,,,,Traced,29,76,3,1,86922535
2029345079,LAL180_R,,LAL180,Traced,95,19,4,17,339345435
2035642776,,,,Traced,6,11,4,3,6359756
2035647628,,,,Traced,23,3,6,1,4140588
2035997176,,,,Traced,36,13,7,1,15105519
2036001716,,,,Traced,4,3,3,3,3925790
2036329242,,,,Traced,9,27,3,11,13761093
2036333902,,,,Traced,23,12,5,2,9422398
2036334174,,,,Traced,22,37,3,3,26159842
2036334764,,,,Traced,11,15,4,5,14595906
2036338294,,,,Traced,26,31,4,4,17933897
2036338464,,,,Traced,10,21,3,2,9886210
2036338791,,,,Traced,13,21,2,6,14001590
2036342956,,,,Traced,33,12,9,2,14592730
2036670891,,,,Orphan,4,7,1,2,3197919
2036671027,,,,Traced,7,19,1,1,11236638
2036674546,,,,Traced,3,6,3,1,4438270
2036683705,,,,Traced,6,9,1,1,5384057
2037015729,,,,Traced,10,29,1,8,16330988
2037352363,,,,Traced,13,6,8,4,2508602
2037698567,,,,Traced,16,17,2,4,11876459
2038043052,,,,Traced,25,42,7,17,24093468
2057996241,(PVM09)_L,,,Traced,346,407,11,2,421757113
2066013177,,,,Traced,11,37,1,5,22147713
2066250627,,,,Traced,30,66,2,3,64239707
2067368698,,,,Traced,6,3,2,1,2580514
2067369153,,,,Traced,9,18,2,8,9396423
2067374263,,,,Traced,36,12,12,8,14768667
2067714325,,,,Traced,25,18,7,3,14673323
2068051816,,,,Traced,28,8,13,2,14578795
2068387293,,,,Traced,9,13,1,1,10479089
2068400264,,,,Traced,5,5,3,2,5478032
2068400993,,,,Traced,23,29,4,3,13739846
2096914187,WED004_R,,WED004,Traced,264,74,4,6,367154696
2097048348,,,,Traced,3,11,3,5,5866991
2099090558,,,,Traced,25,9,13,2,11574320
2184838726,WED004_R,,WED004,Traced,171,72,2,9,278538422
5812978941,,,,Traced,238,22,91,9,109645888
5812979148,LAL120(AVM20)_L,,LAL120,Traced,1015,1297,638,1,1376775527
5812979239,,,,Traced,70,6,70,6,29087917
5812980743,SMP151(ADM10)_L,,SMP151,Traced,331,572,24,35,654233320
5812980746,SIP087(PDM22)_L,,SIP087,Traced,7549,3221,61,44,3325948715
5812980915,CRE003_b_R,aSP14b candidates,CRE003_b,Traced,582,253,10,12,545599281
5812981381,PPL102(y1)(PDL05)_L,,PPL102,Traced,9198,2830,17,1,3349981626
5812981636,(PVL05)_L,,,Traced,101,135,9,20,202513641
5812981791,PPL108(PDL05)_L,,PPL108,Traced,5321,2389,777,576,2164861052
5812982125,CRE032_R,,CRE032,Traced,600,223,1,8,547536751
5812982959,(PVL05)_L,,,Traced,187,142,13,14,129801597
5812982960,CRE028_L,,CRE028,Traced,968,219,27,22,829384672
5812982965,CL168(PDM10)_L,,CL168,Traced,220,193,4,12,273681648
5812982970,,,,Traced,166,172,4,1,240529197
5812982992,,,,Traced,118,19,46,5,91208350
5812983110,CL326(PVM03)_L,,CL326,Traced,518,408,2,2,781063806
5812983128,LAL005_R,,LAL005,Traced,372,119,66,57,334671584
5812983281,SMP475(PDM13)_L,pMP6c candidates,SMP475,Traced,508,222,43,5,653053468
5812983404,(PDM13)_L,,,Traced,407,116,36,4,527816845
5812983510,CRE092(PDM13)_L,pMP6a candidates,CRE092,Traced,378,221,15,2,613225641
5812983632,,,,Traced,96,151,47,66,180636188
5812983636,FB5C_L,SMPCREFB5_1,FB5C,Traced,2525,587,4,1,671097858
5812983755,(MBDLaxon1),,,Traced,158,138,5,6,166525157
5812983825,LAL101_R,VeLC-CLVe(c),LAL101,Traced,3027,873,167,209,2116201166
5812983831,AVLP562_R,,AVLP562,Traced,5984,1288,92,115,3369272816
5812984034,,,,Traced,257,151,165,97,142409913
5812987387,PS084_R,,PS084,Traced,420,91,15,40,719052280
5812988178,LAL087_R,L-L(c)1,LAL087,Traced,502,62,43,61,361278942
5812988205,,,,Traced,297,12,124,2,109904658
5812989332,IB076_R,,IB076,Traced,658,6,4,4,447013355
5812989591,,,,Traced,10,18,8,10,10854426
5812990192,,,,Traced,19,82,1,14,249553556
5812991349,PS196_R,,PS196,Traced,1376,308,1,7,1659568119
5812991713,(AVM09)_L,,,Traced,104,68,10,4,168823112
5812992148,LAL094_R,,LAL094,Traced,271,26,5,6,220053930
5812992151,,,,Traced,34,1,31,1,13652340
5812992612,LAL089_R,,LAL089,Traced,410,79,59,51,376967017
5812993058,,,,Traced,138,205,138,205,208575259
5812993825,,,,Traced,152,135,57,3,265078129
5812994338,(AVM20)_L,,,Traced,190,613,3,8,872950016
5812996780,,,,Traced,17,26,17,26,19572947
5812996970,LPTC contra2_R,,,Traced,1023,42,1,6,1993256130
5812997448,,,,Traced,57,122,50,109,75420288
5812997512,,,,Traced,27,84,27,84,46755972
5812998214,,,,Traced,57,43,4,1,52150974
5812999133,,,,Traced,5,6,5,6,4554748
5812999580,,,,Traced,468,743,282,1,1150229880
5813000135,,,,Traced,10,38,10,38,18014945
5813005147,,,,Traced,3,14,3,14,4534276
5813009620,SMP109_R,,SMP109,Traced,6129,1399,12,22,2742026328
5813009885,ATL035(PDM32)_L,,ATL035,Traced,964,332,143,28,1023890880
5813011074,LAL007(ADM01)_L,,LAL007,Traced,679,633,257,75,1535044331
5813012242,,,,Traced,127,63,3,7,318153795
5813012255,,,,Traced,267,29,45,4,71054969
5813012531,ATL038(PDM33)_L,,ATL038,Traced,707,329,35,6,624830622
5813012964,,,,Traced,369,153,61,85,173197986
5813012995,CRE095(PDM13)_L,pMP6a candidates,CRE095,Traced,609,215,18,4,528218697
5813013339,PLP222_R,,PLP222,Traced,327,99,32,28,521250198
5813013926,,,,Traced,208,17,125,6,39604213
5813013984,,,,Traced,249,6,45,3,104093514
5813016277,,,,Traced,262,70,29,2,234719289
5813016625,,,,Traced,63,106,4,4,106144113
5813016631,,,,Traced,269,29,69,7,95946355
5813016956,,,,Traced,367,57,261,50,216774863
5813017874,,,,Traced,4,6,4,6,4125858
5813019681,SMP078(ADM04)_L,C-Sm,SMP078,Traced,2555,936,19,5,1912763256
5813020382,VES078_R,,VES078,Traced,1442,498,28,98,1375120690
5813020577,FB4J_L,CRELALFB4_5,FB4J,Traced,1517,293,188,4,578326407
5813021122,LAL143_R,,LAL143,Traced,1205,443,11,29,1629835995
5813021138,CRE044(ADM10)_L,,CRE044,Traced,804,114,124,49,383392454
5813021985,CRE101(PDM27)_L,,CRE101,Traced,572,30,142,2,815726383
5813022199,CRE029_a_R,,CRE029_a,Traced,1027,313,2,4,775964720
5813022257,CL303_R,,CL303,Traced,3911,1278,134,139,3010762247
5813022337,SMP156(ADM12)_L,,SMP156,Traced,3578,600,337,2,1757920076
5813022341,MBON02(B2B'2a)_L,,MBON02,Traced,17937,99,6,1,3410455915
5813022375,IB017_R,,IB017,Traced,2840,1169,63,59,2913680919
5813022419,CRE038_R,,CRE038,Traced,275,132,6,6,360831607
5813022507,,,,Traced,409,586,5,2,514958610
5813022759,CRE059_R,,CRE059,Traced,1452,568,56,45,1127295229
5813022806,,,,Traced,1506,665,6,1,1336301502
5813022809,FB4F_b_L,CRELALFB4_2,FB4F_b,Traced,1502,329,353,13,602615968
5813022867,,,,Traced,416,88,246,44,217929169
5813022896,MBON21(y4y5)_R,,MBON21,Traced,12515,1168,19,57,3288021127
5813022949,FB5L_L,CRESMPFB5_4,FB5L,Traced,2537,769,33,6,1173703683
5813022976,CL265(PVL06)_L,pIP6 candidates,CL265,Traced,332,470,9,14,903566720
5813023698,LAL097_R,,LAL097,Traced,98,35,12,8,223341850
5813023700,LAL096_R,,LAL096,Traced,106,44,11,7,252082231
5813023894,PS084_R,,PS084,Traced,481,102,8,19,741739275
5813024852,,,,Traced,342,674,40,6,1083452374
5813026745,SMP456(PDM12)_L,,SMP456,Traced,1922,42,106,3,1053102493
5813031237,,,,Orphan,20,1,17,1,2423126
5813032475,(PVL05)_L,,,Traced,223,221,34,31,237190395
5813032485,,,,Traced,237,381,69,137,405363154
5813033000,MBON34(y2)_R,,MBON34,Traced,604,202,16,30,485802384
5813033033,CRE031_L,,CRE031,Traced,1260,220,58,45,766024070
5813033384,,,,Traced,333,217,180,121,246612574
5813035436,,,,Traced,205,217,2,1,216857891
5813035477,LAL175(PVM03)_L,,LAL175,Traced,992,366,179,54,648122118
5813038338,,,,Traced,543,809,9,10,562162882
5813038728,,,,Traced,306,237,306,237,198264127
5813038922,PS080_R,,PS080,Traced,2949,17,4,8,1386412067
5813040205,MBON30(y1y2y3)(AVM07)_L,,MBON30,Traced,5829,1215,80,40,1631233720
5813040766,SMP155(ADM12)_L,CSmSi-(AoIb)(i)Si(c),SMP155,Traced,1324,382,32,1,1426314153
5813041169,SMP009_R,,SMP009,Traced,695,320,4,5,650188100
5813041349,(ADL08)_L,,,Traced,143,160,9,18,154780875
5813044648,,,,Traced,48,93,44,79,69800256
5813045296,LAL165_R,,LAL165,Traced,891,353,98,164,1467565247
5813045961,,,,Traced,59,107,59,100,123388034
5813045962,,,,Traced,55,67,49,65,133733630
5813045963,,,,Traced,75,63,54,48,114803508
5813048673,,,,Traced,1022,59,454,19,683890166
5813050772,PLP032(AVL04)_L,,PLP032,Traced,468,1249,21,44,1155328270
5813053712,IB017(PDM08)_L,,IB017,Traced,685,836,80,84,943022967
5813053846,FB4H_L,CRELALFB4_4,FB4H,Traced,3047,822,251,16,1618714005
5813053847,(PVL05)_L,,,Traced,247,229,23,30,282691036
5813053891,LAL177_R,,LAL177,Traced,961,190,209,159,690227078
5813053957,PLP228_R,,PLP228,Traced,4155,252,46,113,1739579304
5813054188,,,,Traced,253,264,253,264,139718895
5813054659,CRE039_R,,CRE039,Traced,514,125,89,10,399729943
5813056410,FB4R_L,CREFB4,FB4R,Traced,1131,515,36,5,628946834
5813057033,ATL037(PDM33)_L,,ATL037,Traced,1921,1043,243,21,1555658437
5813057461,AVLP563(PVL15)_L,,AVLP563,Traced,1138,890,3,15,1021556858
5813057738,FB5X_L,SMPCREFB5_8,FB5X,Traced,1413,423,19,1,539798191
5813057774,AOTU042(AVM16)_L,aDT10 candidates; SiLVe-Ao(c),AOTU042,Traced,2766,1391,1396,158,2396785757
5813058050,PPL102(y1)_R,,PPL102,Traced,8002,2059,59,38,3343482793
5813058316,CRE043_b(ADM10)_L,,CRE043_b,Traced,872,195,18,9,390251982
5813058319,CRE012_R,,CRE012,Traced,4120,938,277,268,2243348099
5813058320,CRE005_R,,CRE005,Traced,1881,887,36,65,1495874790
5813058452,CRE106(PVM14)_L,,CRE106,Traced,456,414,25,37,486257855
5813060300,,,,Traced,198,61,116,53,57232749
5813060672,,,,Traced,375,601,35,94,491264022
5813060848,,,,Traced,5,33,1,5,137634698
5813060982,PS215_R,,PS215,Traced,413,466,3,20,1211473281
5813061024,VES067_R,,VES067,Traced,1397,358,32,54,1573727727
5813061260,OA-VPM3(NO2/NO3)_L,,OA-VPM3,Traced,5122,4069,14,8,3486100136
5813061262,,,,Traced,839,618,1,6,793227147
5813061538,MBON27(y5d)(PVM03)_L,,MBON27,Traced,5898,795,153,40,1596324019
5813061541,FB4G_L,CRELALFB4_3,FB4G,Traced,3677,710,434,49,1329389740
5813061702,,,,Traced,197,250,194,242,144943456
5813062592,FB5V_L,CRELALFB5,FB5V,Traced,1120,267,185,19,425597565
5813062838,CRE022_L,,CRE022,Traced,5859,1060,204,151,2547121426
5813063019,LAL179_R,,LAL179,Traced,111,73,34,73,326217343
5813064474,,,,Traced,161,21,69,12,57910779
5813066838,LAL102_R,VeL-LC(c),LAL102,Traced,3940,830,12,73,1919116434
5813067874,,,,Traced,674,325,395,212,333474616
5813067963,,,,Traced,498,479,1,1,645733207
5813068769,CRE004_R,,CRE004,Traced,4808,1432,153,126,4486456977
5813069496,LAL084_R,SpVeL-LSpIp(c)2,LAL084,Traced,5819,35,6,3,2057395634
5813070070,CRE044(ADM10)_L,,CRE044,Traced,1089,145,299,79,448221400
5813071219,,,,Traced,539,80,437,68,233743619
5813071255,FB4D_L,CRESMPFB4_2,FB4D,Traced,1248,349,21,1,571000082
5813076010,,,,Traced,223,68,9,2,161495917
5813076043,FB5D_L,CRESMPFB5_1,FB5D,Traced,2573,551,37,1,695440646
5813076069,,,,Traced,87,282,87,282,109546238
5813076392,PLP187_R,,PLP187,Traced,550,171,1,2,470687783
5813076405,,,,Assign,1,2,1,2,1408436
5813076532,,,,Orphan,1,3,1,3,1753781
5813077945,SMP543(PDM27)_L,,SMP543,Traced,2220,131,186,2,2094173814
5813078340,SIP001_R,aSP14c candidates,SIP001,Traced,370,133,3,4,395892281
5813078350,AOTU002_a_R,,AOTU002_a,Traced,395,108,52,96,506554857
5813078454,H2 LPTC_L,,H2,Traced,463,1191,1,2,4922653240
5813078571,LAL134(PDM27)_L,,LAL134,Traced,2092,268,302,38,1775214592
5813078739,SIP002_R,aSP14c candidates,SIP002,Traced,396,164,12,11,441917606
5813080768,SMP544(PDM27)_L,,SMP544,Traced,1477,207,318,64,1373788946
5813080769,CRE031_R,,CRE031,Traced,720,230,23,23,681827294
5813082175,PAM12(y3)_L,,PAM12,Traced,694,134,31,1,167259973
5813082276,LAL162_R,,LAL162,Traced,992,23,23,23,749453882
5813082722,CRE021(ADM06)_L,aSP14e candidates,CRE021,Traced,2268,635,115,25,1084830460
5813082723,CRE006(ADM01)_L,,CRE006,Traced,847,482,76,103,1064874120
5813083779,CRE022_R,,CRE022,Traced,8464,1155,142,136,2658194530
5813083780,SMP385_R,,SMP385,Traced,6235,2678,203,135,2659884367
5813087867,,,,Traced,378,321,2,2,374958068
5813087996,LAL087_R,L-L(c)1,LAL087,Traced,458,61,52,59,330621810
5813088419,,,,Traced,830,166,62,49,345224462
5813088537,,,,Traced,43,44,1,8,54980161
5813088921,LAL175(PVM03)_L,,LAL175,Traced,1111,551,161,56,807022585
5813089803,CRE043_c(ADM10)_L,,CRE043_c,Traced,968,207,99,34,465274777
5813093511,,,,Traced,119,19,46,5,52005717
5813093512,,,,Traced,342,31,227,28,135148984
5813095159,,,,Traced,117,56,2,2,28240494
5813098223,CRE035_R,,CRE035,Traced,573,171,4,4,458941924
5813104472,WED081(AVM22)_L,VeWL-VeX(c),WED081,Traced,745,154,9,14,731012747
5813105778,LAL100(AVM14)_L,,LAL100,Traced,971,815,72,60,799850664
5813109327,SMP386(PDM09)_L,,SMP386,Traced,2545,832,38,7,1525433476
5813117385,MBON27(y5d)_R,,MBON27,Traced,8021,668,332,313,1674077310
5813123042,CRE039_R,,CRE039,Traced,614,176,76,3,498065951
