id,instance,notes,type,status,inputs (#post),outputs (#pre),aL(R) #post,aL(R) #pre,bL(R) #post,bL(R) #pre,#voxels
5812980787,KCab-m_R,,KCab-m,Traced,530,217,175,89,156,73,305003465
5812980792,KCab-p_R,,KCab-p,Traced,667,280,199,91,219,93,374117772
5812980799,KCab-c_R,,KCab-c,Traced,390,139,143,54,108,42,112555269
5812980802,KCab-c_R,,KCab-c,Traced,479,173,157,63,118,53,167182338
5812980803,KCab-c_R,,KCab-c,Traced,379,162,134,68,126,51,128649128
5812980806,KCab-m_R,,KCab-m,Traced,508,187,192,89,116,45,286609551
5812980811,KCab-s_R,,KCab-s,Traced,540,213,186,83,137,71,295334622
5812980892,KCab-m_R,,KCab-m,Traced,582,170,215,77,139,44,269754110
5812980931,KCab-s_R,,KCab-s,Traced,673,279,242,102,208,109,312733936
5812980938,KCab-p_R,,KCab-p,Traced,693,270,236,103,231,95,399456127
5812980940,KCab-p_R,,KCab-p,Traced,655,260,211,95,179,77,352333297
5812980944,KCab-s_R,,KCab-s,Traced,596,234,207,103,181,83,368843154
5812980947,KCab-m_R,,KCab-m,Traced,631,225,232,111,164,71,215908051
5812980965,KCab-c_R,,KCab-c,Traced,447,159,152,68,99,40,223554810
5812981039,KCab-m_R,,KCab-m,Traced,463,182,191,85,81,48,160340916
5812981042,KCab-m_R,,KCab-m,Traced,561,190,203,76,129,58,164985697
5812981071,KCa'b'-m_R,,KCa'b'-m,Traced,672,225,12,5,7,1,385557469
5812981086,KCab-s_R,,KCab-s,Traced,618,242,256,108,163,86,291882351
5812981104,KCab-m_R,,KCab-m,Traced,568,223,218,115,143,48,310654765
5812981106,KCab-s_R,,KCab-s,Traced,626,227,259,116,154,68,317455168
5812981109,KCab-c_R,,KCab-c,Traced,464,164,147,55,128,51,156697689
5812981127,KCab-m_R,,KCab-m,Traced,509,179,189,82,107,46,262683533
5812981136,KCab-s_R,,KCab-s,Traced,510,194,175,82,169,67,288631157
5812981275,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,607,259,1,,3,1,487373247
5812981308,KCa'b'-m_R,,KCa'b'-m,Traced,571,190,19,10,17,5,390005539
5812981340,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,636,258,2,3,2,1,446538834
5812981379,KCab-s_R,,KCab-s,Traced,570,236,213,99,161,89,300101280
5812981390,KCab-m_R,,KCab-m,Traced,604,186,201,83,144,54,265941935
5812981563,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,661,224,5,7,,1,453767469
5812981607,KCab-s_R,,KCab-s,Traced,582,242,222,109,161,80,332526797
5812981618,KCab-s_R,,KCab-s,Traced,583,221,221,107,177,76,304556091
5812981619,KCab-m_R,,KCab-m,Traced,571,214,212,88,154,80,255006456
5812981643,KCab-p_R,,KCab-p,Traced,682,252,199,75,234,96,374726947
5812981654,KCab-c_R,,KCab-c,Traced,447,158,191,67,86,46,223473544
5812981667,KCab-m_R,,KCab-m,Traced,532,191,172,71,152,70,242650023
5812981669,KCab-m_R,,KCab-m,Traced,576,177,232,78,134,47,300413645
5812981670,KCab-s_R,,KCab-s,Traced,570,219,216,108,162,70,244223321
5812981671,KCab-m_R,,KCab-m,Traced,689,230,196,87,115,55,299441690
5812981673,KCab-s_R,,KCab-s,Traced,594,236,208,101,168,93,319135563
5812981676,KCab-s_R,,KCab-s,Traced,651,268,229,127,192,84,414677791
5812981679,KCab-s_R,,KCab-s,Traced,603,235,243,108,171,82,319617891
5812981680,KCab-p_R,,KCab-p,Traced,734,281,248,103,248,96,282267054
5812981690,KCab-m_R,,KCab-m,Traced,526,215,190,96,136,57,267943637
5812981796,KCa'b'-m_R,,KCa'b'-m,Traced,665,226,18,10,4,1,478708280
5812981816,KCa'b'-m_R,,KCa'b'-m,Traced,620,214,22,10,4,1,402147766
5812981853,KCab-m_R,,KCab-m,Traced,531,195,195,78,143,65,278837103
5812981943,KCab-s_R,,KCab-s,Traced,574,228,229,110,154,78,193842307
5812981944,KCab-s_R,,KCab-s,Traced,550,251,204,108,166,91,311706172
5812981950,KCab-m_R,,KCab-m,Traced,673,226,264,92,144,77,318313056
5812981960,KCa'b'-m_R,,KCa'b'-m,Traced,721,226,12,4,3,1,331043517
5812981965,KCab-c_R,,KCab-c,Traced,377,152,135,60,105,43,130098776
5812981970,KCab-c_R,,KCab-c,Traced,402,149,155,63,95,33,130244803
5812981971,KCab-s_R,,KCab-s,Traced,553,247,199,115,142,77,338455603
5812981978,KCa'b'-m_R,,KCa'b'-m,Traced,574,237,14,5,5,1,405213419
5812982012,KCab-m_R,,KCab-m,Traced,484,182,178,79,112,46,171953924
5812982086,KCa'b'-m_R,,KCa'b'-m,Traced,649,253,1,,5,2,425938168
5812982162,KCab-m_R,,KCab-m,Traced,581,221,197,94,169,66,270322056
5812982177,KCab-m_R,,KCab-m,Traced,522,197,219,100,122,49,290149224
5812982192,KCab-m_R,,KCab-m,Traced,613,212,222,96,175,73,310290480
5812982204,KCab-c_R,,KCab-c,Traced,457,170,158,61,124,57,148259625
5812982211,KCab-m_R,,KCab-m,Traced,535,191,195,74,134,60,185585005
5812982316,KCab-m_R,,KCab-m,Traced,526,187,192,95,130,49,240099426
5812982329,KCa'b'-m_R,,KCa'b'-m,Traced,677,234,25,9,7,3,365482537
5812982372,KCab-m_R,,KCab-m,Traced,555,210,212,93,118,64,266856658
5812982374,KCab-s_R,,KCab-s,Traced,617,224,271,110,153,63,358449641
5812982388,KCab-m_R,,KCab-m,Traced,591,183,209,76,149,62,261080239
5812982389,KCab-m_R,,KCab-m,Traced,556,190,191,84,137,54,262926918
5812982390,KCab-m_R,,KCab-m,Traced,592,195,194,85,146,59,249338166
5812982397,KCa'b'-m_R,,KCa'b'-m,Traced,603,223,21,9,8,4,419710605
5812982426,KCab-m_R,,KCab-m,Traced,511,203,168,84,128,53,281397403
5812982466,KCab-s_R,,KCab-s,Traced,561,248,196,111,185,87,295935721
5812982470,KCab-m_R,,KCab-m,Traced,591,229,217,108,159,69,331592788
5812982471,KCab-s_R,,KCab-s,Traced,551,239,198,108,156,72,325179743
5812982490,KCab-s_R,,KCab-s,Traced,618,237,244,108,162,69,309057609
5812982514,KCab-s_R,,KCab-s,Traced,589,237,224,117,155,62,363758686
5812982520,KCab-c_R,,KCab-c,Traced,447,173,180,74,107,47,145042775
5812982521,KCab-c_R,,KCab-c,Traced,473,168,170,59,123,46,217502174
5812982706,KCa'b'-m_R,,KCa'b'-m,Traced,672,231,7,4,13,4,418473741
5812982725,KCa'b'-m_R,,KCa'b'-m,Traced,635,230,3,1,6,1,409899062
5812982760,KCab-c_R,,KCab-c,Traced,375,134,148,55,81,35,217619470
5812982761,KCab-m_R,,KCab-m,Traced,531,212,170,82,138,66,264899384
5812982780,KCab-p_R,,KCab-p,Traced,700,235,192,78,225,78,384605451
5812982782,KCab-p_R,,KCab-p,Traced,677,228,193,82,190,66,389662255
5812982802,KCab-s_R,,KCab-s,Traced,574,240,208,116,157,88,293598924
5812983006,KCab-c_R,,KCab-c,Traced,329,123,166,60,115,40,94849828
5812983012,KCab-s_R,,KCab-s,Traced,609,228,213,93,191,73,329761289
5812983023,KCab-m_R,,KCab-m,Traced,613,203,217,97,142,55,274599971
5812983028,KCab-m_R,,KCab-m,Traced,464,176,124,66,160,74,178098925
5812983038,KCab-m_R,,KCab-m,Traced,550,216,222,106,113,57,299074383
5812983106,KCab-m_R,,KCab-m,Traced,556,213,220,96,140,63,252358174
5812983107,KCab-m_R,,KCab-m,Traced,477,201,149,83,141,65,261246776
5812983114,KCab-s_R,,KCab-s,Traced,573,208,205,89,163,83,306169257
5812983131,KCab-m_R,,KCab-m,Traced,432,158,139,67,96,43,151992693
5812983133,KCab-c_R,,KCab-c,Traced,513,184,196,82,123,53,165858797
5812983166,KCab-c_R,,KCab-c,Traced,468,172,157,69,110,43,159382152
5812983174,KCa'b'-m_R,,KCa'b'-m,Traced,681,235,21,3,12,6,386511183
5812983206,KCab-m_R,,KCab-m,Traced,558,198,181,73,160,67,162133363
5812983213,KCab-s_R,,KCab-s,Traced,621,216,211,85,189,73,325890550
5812983268,KCab-s_R,,KCab-s,Traced,584,213,236,102,154,70,299358784
5812983272,KCab-m_R,,KCab-m,Traced,576,205,226,80,119,74,264479020
5812983298,KCab-c_R,,KCab-c,Traced,325,137,166,57,111,49,91003700
5812983302,KCab-c_R,,KCab-c,Traced,468,163,151,58,107,47,217986866
5812983303,KCab-s_R,,KCab-s,Traced,551,215,230,108,154,71,285599208
5812983309,KCab-c_R,,KCab-c,Traced,408,145,157,52,143,56,228612790
5812983319,KCab-c_R,,KCab-c,Traced,465,155,182,68,130,42,232533761
5812983328,KCab-c_R,,KCab-c,Traced,395,150,141,57,122,54,193019017
5812983345,KCab-m_R,,KCab-m,Traced,561,213,237,96,137,66,262203729
5812983346,KCab-m_R,,KCab-m,Traced,538,186,175,73,153,63,240451124
5812983423,KCab-m_R,,KCab-m,Traced,560,196,217,82,153,65,263403128
5812983427,KCab-c_R,,KCab-c,Traced,459,174,170,67,124,48,229940949
5812983454,KCab-s_R,,KCab-s,Traced,498,215,216,106,136,63,312078902
5812983455,KCab-m_R,,KCab-m,Traced,518,191,208,92,159,56,303273292
5812983533,PAM11(a1)_R,,PAM11,Traced,1022,216,513,176,1,1,502377982
5812983575,KCab-c_R,,KCab-c,Traced,385,140,162,61,93,38,203893591
5812983576,KCab-c_R,,KCab-c,Traced,420,159,184,57,98,52,234511013
5812983578,KCab-c_R,,KCab-c,Traced,442,161,171,70,102,46,222304911
5812983579,KCab-c_R,,KCab-c,Traced,479,170,210,79,126,51,222747464
5812983608,KCab-c_R,,KCab-c,Traced,499,160,173,65,121,53,258183467
5812983745,KCab-c_R,,KCab-c,Traced,370,142,145,60,119,50,219735080
5812983837,KCab-p_R,,KCab-p,Traced,745,255,215,89,268,86,352020440
5812983851,KCab-m_R,,KCab-m,Traced,507,192,217,83,89,45,251030411
5812983861,KCab-m_R,,KCab-m,Traced,569,189,218,78,142,62,270368428
5813010617,KCab-p_R,,KCab-p,Traced,675,277,169,87,219,90,391055197
5813011555,KCab-m_R,,KCab-m,Traced,529,187,180,68,134,62,259648286
5813019609,KCab-s_R,,KCab-s,Traced,620,266,209,111,187,102,318658265
5813019763,KCab-s_R,,KCab-s,Traced,574,216,213,103,159,68,314530714
5813019770,KCab-c_R,,KCab-c,Traced,448,156,140,55,99,36,240932995
5813019772,KCab-c_R,,KCab-c,Traced,456,164,152,60,98,43,224344112
5813019774,KCab-c_R,,KCab-c,Traced,509,170,156,63,119,51,237922032
5813020274,KCab-m_R,,KCab-m,Traced,561,219,231,96,125,64,266628780
5813020830,KCab-m_R,,KCab-m,Traced,552,191,191,70,151,74,168650261
5813020831,KCab-s_R,,KCab-s,Traced,612,205,232,92,169,72,300963483
5813021016,KCab-c_R,,KCab-c,Traced,400,146,147,54,88,37,216701485
5813021017,KCab-c_R,,KCab-c,Traced,493,166,189,71,106,42,251367086
5813021019,KCab-m_R,,KCab-m,Traced,577,188,221,82,168,62,259345703
5813021023,KCab-c_R,,KCab-c,Traced,422,154,152,62,107,51,215873645
5813021033,KCab-p_R,,KCab-p,Traced,804,252,252,92,284,97,410859481
5813021135,KCab-c_R,,KCab-c,Traced,385,148,174,69,102,41,211580230
5813021251,KCab-s_R,,KCab-s,Traced,564,197,236,100,130,57,224184704
5813021263,KCab-s_R,,KCab-s,Traced,616,210,276,124,181,52,273724779
5813021277,KCab-m_R,,KCab-m,Traced,576,202,193,83,132,61,181144766
5813021292,KCab-c_R,,KCab-c,Traced,416,149,144,51,102,41,143379794
5813021301,KCab-s_R,,KCab-s,Traced,565,224,219,102,140,68,323412120
5813021303,KCab-s_R,,KCab-s,Traced,598,206,235,104,149,63,296442336
5813021304,KCab-s_R,,KCab-s,Traced,495,216,229,104,117,64,312879415
5813021311,KCab-m_R,,KCab-m,Traced,547,201,208,90,136,63,347232182
5813021312,KCab-m_R,,KCab-m,Traced,445,192,188,85,121,57,163357688
5813021313,KCab-m_R,,KCab-m,Traced,438,167,120,54,132,58,245510463
5813021314,KCab-m_R,,KCab-m,Traced,578,204,240,99,155,68,184527527
5813021315,KCab-m_R,,KCab-m,Traced,529,174,183,70,143,53,241153128
5813021316,KCab-c_R,,KCab-c,Traced,395,152,126,49,107,45,211482392
5813021319,KCab-m_R,,KCab-m,Traced,579,228,202,98,135,65,284424269
5813021326,KCab-m_R,,KCab-m,Traced,649,213,254,97,145,56,310853879
5813021386,KCab-s_R,,KCab-s,Traced,564,231,199,91,175,98,281232722
5813021397,KCab-c_R,,KCab-c,Traced,444,154,159,54,93,40,231850723
5813021399,KCab-s_R,,KCab-s,Traced,592,209,237,92,157,67,301786092
5813021400,KCab-m_R,,KCab-m,Traced,519,200,191,83,113,63,276284155
5813021401,KCab-s_R,,KCab-s,Traced,610,259,211,118,174,87,307471236
5813021404,KCab-m_R,,KCab-m,Traced,593,212,210,95,153,66,286825613
5813021411,KCab-c_R,,KCab-c,Traced,434,171,165,65,88,50,221642294
5813021441,KCab-m_R,,KCab-m,Traced,466,184,139,79,117,54,165977776
5813021446,KCab-c_R,,KCab-c,Traced,395,148,166,62,115,42,124037731
5813021447,KCab-c_R,,KCab-c,Traced,419,167,137,57,113,50,224362046
5813021449,KCab-m_R,,KCab-m,Traced,556,187,204,81,120,54,237390823
5813021463,KCab-m_R,,KCab-m,Traced,518,187,215,83,127,62,244401541
5813021464,KCab-s_R,,KCab-s,Traced,625,219,246,113,174,69,282081108
5813021465,KCab-m_R,,KCab-m,Traced,563,192,191,78,152,64,277146122
5813021471,KCab-c_R,,KCab-c,Traced,539,162,178,63,140,46,242077537
5813021647,KCab-m_R,,KCab-m,Traced,504,187,201,82,126,68,173859530
5813021788,KCab-p_R,,KCab-p,Traced,713,247,223,84,261,95,417804388
5813021809,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,663,276,2,1,,3,467946092
5813021989,KCab-c_R,,KCab-c,Traced,486,150,200,66,113,41,235581256
5813021999,KCab-c_R,,KCab-c,Traced,557,177,197,66,103,42,236842802
5813022042,KCab-c_R,,KCab-c,Traced,559,189,175,66,129,57,275776632
5813022049,KCab-m_R,,KCab-m,Traced,522,177,194,85,101,49,240477062
5813022050,KCab-c_R,,KCab-c,Traced,441,159,167,66,99,46,230029374
5813022054,KCab-m_R,,KCab-m,Traced,558,215,229,108,126,64,283398066
5813022175,KCab-m_R,,KCab-m,Traced,541,206,161,87,146,68,289915304
5813022212,KCab-s_R,,KCab-s,Traced,644,235,246,99,173,82,338167049
5813022234,MBON30(y1y2y3)_R,,MBON30,Traced,13786,1430,4,2,3,3,2864745122
5813027584,KCab-m_R,,KCab-m,Traced,551,175,233,76,128,50,259252871
5813027747,KCab-c_R,,KCab-c,Traced,344,154,161,68,99,47,106634445
5813032245,KCab-c_R,,KCab-c,Traced,421,147,192,56,109,47,219623030
5813032694,KCab-m_R,,KCab-m,Traced,572,208,223,85,162,70,262291601
5813032702,KCab-c_R,,KCab-c,Traced,370,145,170,69,85,43,201975372
5813032734,KCab-m_R,,KCab-m,Traced,576,205,236,89,138,62,289223536
5813032759,KCab-m_R,,KCab-m,Traced,564,210,181,96,118,52,275464644
5813032943,KCab-p_R,,KCab-p,Traced,734,252,207,82,263,78,339903729
5813032946,KCab-c_R,,KCab-c,Traced,423,160,154,64,102,47,218438171
5813033009,KCab-s_R,,KCab-s,Traced,528,242,210,121,150,78,382544104
5813033259,KCab-c_R,,KCab-c,Traced,416,154,185,70,100,42,218671721
5813033267,KCab-m_R,,KCab-m,Traced,530,210,203,91,143,63,291488507
5813033277,KCab-m_R,,KCab-m,Traced,541,206,203,89,151,66,286253023
5813035558,KCab-s_R,,KCab-s,Traced,606,209,241,95,165,67,353225951
5813042616,KCab-m_R,,KCab-m,Traced,538,198,267,110,92,29,205989990
5813047221,KCa'b'-m_R,,KCa'b'-m,Traced,631,224,37,13,18,4,437993906
5813050818,KCab-m_R,,KCab-m,Traced,560,188,216,83,149,52,180469456
5813050820,KCab-m_R,,KCab-m,Traced,554,187,188,72,142,63,254323816
5813054342,KCab-s_R,,KCab-s,Traced,605,236,227,109,170,83,306816950
5813054343,KCab-s_R,,KCab-s,Traced,649,268,257,124,191,95,325899819
5813054643,KCab-m_R,,KCab-m,Traced,529,192,209,95,134,57,296044789
5813055889,KCab-s_R,,KCab-s,Traced,560,214,227,96,149,70,307339884
5813055914,KCab-s_R,,KCab-s,Traced,650,235,260,115,162,72,322349102
5813055916,KCab-c_R,,KCab-c,Traced,486,164,172,63,114,50,230632757
5813056110,KCab-m_R,,KCab-m,Traced,513,196,178,85,125,62,279937363
5813056234,KCab-m_R,,KCab-m,Traced,549,181,244,87,117,41,260729721
5813056355,KCab-s_R,,KCab-s,Traced,570,245,215,118,174,87,329833571
5813056395,KCab-m_R,,KCab-m,Traced,549,204,171,85,143,59,309159348
5813057187,KCab-s_R,,KCab-s,Traced,610,239,234,102,164,85,318293689
5813057213,KCab-m_R,,KCab-m,Traced,549,207,222,108,121,49,264625278
5813057573,KCab-c_R,,KCab-c,Traced,452,155,181,69,100,39,224530451
5813058069,KCab-m_R,,KCab-m,Traced,640,234,295,123,143,67,293896230
5813058106,KCab-m_R,,KCab-m,Traced,456,169,182,76,124,55,245441768
5813060614,KCab-s_R,,KCab-s,Traced,555,202,218,94,162,75,269054633
5813060643,KCab-p_R,,KCab-p,Traced,681,264,178,80,243,87,369871738
5813061044,KCab-c_R,,KCab-c,Traced,500,180,189,78,112,49,233071823
5813061625,KCab-m_R,,KCab-m,Traced,569,199,216,95,145,62,280860283
5813062830,KCab-c_R,,KCab-c,Traced,500,190,182,76,117,58,255457994
5813062850,KCab-s_R,,KCab-s,Traced,547,228,225,105,146,87,346545830
5813063140,KCa'b'-m_R,,KCa'b'-m,Traced,581,199,21,14,7,1,391939830
5813063229,KCab-s_R,,KCab-s,Traced,685,277,219,115,228,116,347967311
5813063449,KCab-c_R,,KCab-c,Traced,408,141,143,56,119,42,215336860
5813065308,KCab-m_R,,KCab-m,Traced,546,216,200,92,143,76,281896997
5813065443,KCab-s_R,,KCab-s,Traced,592,218,215,97,155,77,278196194
5813067736,KCab-m_R,,KCab-m,Traced,542,215,231,93,140,80,295987265
5813067761,KCab-m_R,,KCab-m,Traced,503,191,200,84,100,59,161498557
5813067779,KCab-s_R,,KCab-s,Traced,584,233,247,107,145,68,331918695
5813067836,KCab-m_R,,KCab-m,Traced,499,186,184,83,96,49,149678318
5813067858,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,593,225,19,11,4,3,440340877
5813067869,KCab-m_R,,KCab-m,Traced,557,208,224,90,140,64,302073813
5813068743,KCab-s_R,,KCab-s,Traced,587,242,205,106,193,87,311053932
5813069114,KCab-s_R,,KCab-s,Traced,552,220,217,106,138,64,306672757
5813071406,KCab-m_R,,KCab-m,Traced,537,204,190,87,145,63,268777253
5813075824,PAM09(B1ped)_R,,PAM09,Traced,1685,293,338,83,329,94,547363626
5813077589,KCab-p_R,,KCab-p,Traced,726,262,241,89,240,85,394045820
5813077616,KCab-s_R,,KCab-s,Traced,612,223,245,103,173,74,292010499
5813078053,KCab-s_R,,KCab-s,Traced,691,238,258,115,181,66,268635703
5813078499,KCa'b'-m_R,,KCa'b'-m,Traced,634,218,11,6,8,3,373028028
5813078507,KCab-s_R,,KCab-s,Traced,555,201,235,97,136,61,266986900
5813078552,KCab-s_R,,KCab-s,Traced,549,230,219,106,140,80,315141308
5813079174,KCab-m_R,,KCab-m,Traced,507,198,197,87,128,62,270208586
5813080254,KCab-m_R,,KCab-m,Traced,543,192,187,83,137,54,234574724
5813080343,KCab-m_R,,KCab-m,Traced,573,236,224,102,162,92,314624808
5813081511,KCab-c_R,,KCab-c,Traced,514,183,175,84,137,56,254528174
5813081797,KCab-s_R,,KCab-s,Traced,589,223,242,109,159,71,293544206
5813082811,KCab-s_R,,KCab-s,Traced,611,215,243,103,186,67,345182877
5813082847,KCab-c_R,,KCab-c,Traced,526,171,177,71,137,50,268036674
5813083719,KCab-m_R,,KCab-m,Traced,548,179,201,81,153,52,332690562
5813086212,KCab-c_R,,KCab-c,Traced,443,165,169,69,111,43,220026361
5813087453,KCab-m_R,,KCab-m,Traced,577,220,190,92,147,75,255934962
5813087831,KCab-c_R,,KCab-c,Traced,444,146,183,58,107,41,236672540
5813088058,KCab-s_R,,KCab-s,Traced,534,215,213,96,135,77,219347019
5813088767,KCab-s_R,,KCab-s,Traced,628,278,261,147,170,88,369560733
5813089804,KCab-m_R,,KCab-m,Traced,472,182,185,75,99,52,171507721
5813090605,KCab-m_R,,KCab-m,Traced,555,195,209,88,112,49,266938881
5813090861,KCab-m_R,,KCab-m,Traced,617,223,231,97,138,60,296521773
5813091211,KCab-s_R,,KCab-s,Traced,567,219,229,97,158,75,297576262
5813091313,KCab-m_R,,KCab-m,Traced,474,183,173,75,135,69,263493547
5813091744,KCab-p_R,,KCab-p,Traced,635,285,148,80,174,77,392247819
5813092931,KCab-p_R,,KCab-p,Traced,767,244,195,77,259,82,375350336
5813093544,KCab-m_R,,KCab-m,Traced,492,195,184,89,137,56,192694235
5813095238,KCab-m_R,,KCab-m,Traced,517,190,194,91,142,49,238257607
5813096281,KCab-c_R,,KCab-c,Traced,517,187,149,72,125,50,254624496
5813098738,KCab-s_R,,KCab-s,Traced,485,213,206,107,135,76,329593233
5813099783,KCab-m_R,,KCab-m,Traced,500,187,183,90,120,57,175574196
5813105172,DPM_R,,DPM,Traced,77269,17628,12898,2694,8630,1738,15191654896
5813106192,KCab-m_R,,KCab-m,Traced,536,198,200,86,131,53,315211880
5813106497,KCab-m_R,,KCab-m,Traced,484,203,193,91,123,68,288983475
5813109913,KCab-s_R,,KCab-s,Traced,584,221,211,84,183,90,296028168
5813110152,KCab-s_R,,KCab-s,Traced,568,227,195,105,149,80,346819935
5813110238,KCab-s_R,,KCab-s,Traced,587,241,242,110,163,82,330289851
5813110928,KCab-s_R,,KCab-s,Traced,546,207,238,103,104,52,288930869
5813113782,KCab-m_R,,KCab-m,Traced,495,203,196,96,117,58,266328140
5813114253,KCab-m_R,,KCab-m,Traced,463,180,165,84,114,53,297099230
5813114700,KCab-p_R,,KCab-p,Traced,746,234,196,68,261,80,347875742
5813114971,KCab-p_R,,KCab-p,Traced,653,258,206,81,186,79,368295685
5813128857,KCab-c_R,,KCab-c,Traced,515,177,170,75,110,47,242940507
5901202076,KCab-c_R,,KCab-c,Traced,462,168,153,57,127,59,246354340
5901205770,KCab-s_R,,KCab-s,Traced,586,238,238,119,175,76,309316800
5901207528,KCab-c_R,,KCab-c,Traced,476,153,179,65,86,42,240823811
